Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Yordan Alvarez,,OF,4500,HOU,@MIN,3.72,Ryan,0.272,-10%,R,L,0.398,-1%,0.291,2%,3,,0,3%,-6%,-2%,15.9,15.9,15.9,6.0,25.7,12.2,2.7,29.2,6.5
C.J. Cron,,1B,4400,COL,WAS,5.99,Williams,0.315,-1%,R,R,0.366,1%,0.232,-3%,x,x,-,0%,0%,0%,12.1,12.1,12.1,-8.4,32.6,0.0,0.0,0.0,0.0
Ronald Acuna,,OF,4400,ATL,SD,4.92,Wacha,0.339,4%,R,R,0.368,0%,0.217,-1%,1,1,0,2%,-12%,0%,17.8,17.8,17.8,7.6,27.9,13.4,3.0,0.0,0.0
Aaron Judge,,OF,4300,NYY,@BAL,4.42,Irvin,0.317,-1%,L,R,0.419,-1%,0.318,1%,2,2,0,5%,-12%,0%,13.7,13.7,13.7,6.4,21.0,14.3,3.3,12.5,2.9
Shohei Ohtani,,OF,4200,LAA,TOR,5.01,Berrios,0.349,6%,R,L,0.389,4%,0.289,6%,3,3,0,5%,-4%,0%,17.7,17.7,17.7,2.3,33.2,13.9,3.3,12.2,2.9
Matt Olson,,1B,4100,ATL,SD,4.92,Wacha,0.298,-5%,R,L,0.364,2%,0.253,0%,2,2,0,-1%,-14%,0%,18.0,18.0,18.0,1.5,34.5,11.7,2.9,15.5,3.8
Will Smith,,C,4100,LAD,@ARI,5.20,Davies,0.349,6%,R,R,0.366,3%,0.236,6%,3,3,0,-3%,1%,0%,21.5,21.5,21.5,11.9,31.1,12.1,3.0,12.7,3.1
Rafael Devers,,3B,4100,BOS,@DET,4.31,Wentz,,-4%,L,L,0.317,-12%,0.144,-37%,2,2,0,-14%,-7%,0%,13.8,13.8,13.8,2.2,25.3,10.4,2.5,47.9,11.7
Kyle Tucker,,OF,4100,HOU,@MIN,3.72,Ryan,0.272,-10%,R,L,0.378,4%,0.234,-4%,5,,0,3%,-5%,-2%,15.6,15.6,15.6,3.0,28.2,11.5,2.8,0.0,0.0
Paul Goldschmidt,1,1B,4000,STL,@MIL,4.97,Lauer,0.302,-4%,L,R,0.463,14%,0.325,30%,3,3,0,5%,-6%,0%,12.2,12.2,12.2,3.4,21.0,13.4,3.4,9.2,2.3
