Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Kevin Gausman,0,SP,10200,TOR,@HOU,52%,3.91,6,0.318,21.8%,4.81,28.9%,3.16,3.01,R,0.269,0.295,2%,0%,0%,27.0,27.0,27.0,22.5,31.5,17.7,1.7,1.1,0.1
Jacob deGrom,4,SP,10100,TEX,@KC,66%,3.06,8,0.311,22.1%,3.38,43.7%,1.70,1.61,R,0.226,0.208,0%,1%,0%,23.1,23.1,23.1,9.7,36.5,25.1,2.5,18.4,1.8
Zack Wheeler,1,SP,9600,PHI,@CWS,53%,3.89,6,,,4.62,28.1%,3.22,2.98,R,0.269,0.268,-1%,5%,0%,14.7,14.7,14.7,10.0,19.3,0.0,0.0,0.0,0.0
Jesus Luzardo,0,SP,9600,MIA,SF,53%,3.38,7,0.326,25.6%,4.93,26.1%,3.99,3.94,L,0.305,0.322,1%,0%,0%,22.9,22.9,22.9,15.6,30.3,20.1,2.1,11.0,1.1
Cristian Javier,1,SP,9200,HOU,TOR,48%,4.09,6,0.343,23.3%,5.00,31.3%,3.49,3.90,R,0.300,0.250,1%,0%,0%,13.9,13.9,13.9,6.1,21.7,17.0,1.8,20.3,2.2
Corbin Burnes,7,SP,8800,MIL,@SEA,57%,3.44,7.5,0.319,25.0%,4.62,32.2%,2.83,2.67,R,0.256,0.250,2%,0%,0%,12.8,12.8,12.8,-7.7,33.3,20.2,2.3,15.0,1.7
Jalen Beeks,,RP,8800,TB,@CIN,57%,4.31,1.5,0.319,23.6%,4.93,27.6%,3.19,3.33,L,,0.293,-3%,3%,-1%,7.9,7.9,7.9,7.9,7.9,4.9,0.6,5.0,0.6
Dustin May,0,SP,8400,LAD,NYM,56%,3.94,4.5,0.339,19.2%,4.69,26.4%,3.77,3.59,R,0.285,0.256,1%,3%,0%,18.3,18.3,18.3,11.4,25.2,13.6,1.6,-0.7,-0.1
Lance Lynn,,SP,8100,CWS,PHI,47%,4.11,5.5,,,4.69,26.2%,3.57,3.68,R,0.298,0.264,0%,6%,0%,11.9,11.9,11.9,-1.9,25.8,0.0,0.0,0.0,0.0
Max Fried,2,SP,8100,ATL,@SD,56%,3.91,4,0.343,18.8%,4.18,23.4%,3.53,3.27,L,0.272,0.265,6%,2%,0%,7.1,7.1,7.1,7.1,7.1,13.3,1.6,20.9,2.6
Jack Flaherty,,SP,7800,STL,ARI,56%,3.94,4,0.315,20.2%,4.31,23.6%,4.49,4.46,R,0.311,0.309,2%,3%,0%,14.7,14.7,14.7,8.2,21.2,13.5,1.7,9.3,1.2
Hunter Gaddis,,SP,7800,CLE,@DET,54%,3.82,4,,,3.57,,,,R,,,1%,6%,0%,4.6,4.6,4.6,-10.2,19.4,0.0,0.0,0.0,0.0
Hunter Greene,,SP,7500,CIN,TB,42%,5.19,6,0.322,20.2%,7.12,31.3%,3.31,3.60,R,0.306,0.341,-2%,4%,-2%,15.7,15.7,15.7,9.6,21.8,15.2,2.0,7.0,0.9
Merrill Kelly,1,SP,7400,ARI,@STL,43%,4.56,4.5,0.331,21.7%,4.19,21.0%,4.24,4.07,R,0.291,0.310,9%,3%,0%,12.2,12.2,12.2,6.7,17.8,13.8,1.9,17.9,2.4
Logan Webb,0,SP,7400,SF,@MIA,47%,3.62,5,0.320,20.8%,3.06,23.6%,3.34,3.06,R,0.316,0.254,1%,0%,0%,15.0,15.0,15.0,4.9,25.2,16.3,2.2,13.6,1.8
Kyle Freeland,1,SP,7100,COL,PIT,56%,5.36,4,0.325,21.3%,4.12,18.3%,4.52,4.45,L,0.360,0.336,-9%,3%,0%,19.1,19.1,19.1,13.5,24.7,9.6,1.4,-11.4,-1.6
David Peterson,1,SP,6800,NYM,@LAD,43%,4.56,5,0.345,22.5%,5.31,26.1%,3.88,3.57,L,0.296,0.339,1%,2%,0%,10.9,10.9,10.9,4.0,17.9,13.5,2.0,13.3,2.0
Kyle Muller,1,RP,6600,OAK,CHC,45%,4.23,4,0.330,20.5%,5.21,21.4%,4.93,4.71,L,,0.310,3%,3%,0%,7.7,7.7,7.7,-1.6,17.1,12.4,1.9,-6.0,-0.9
Matthew Boyd,,SP,6500,DET,CLE,46%,4.18,5,,,4.62,20.2%,4.65,4.80,L,0.241,0.307,0%,6%,0%,8.9,8.9,8.9,8.7,9.2,0.0,0.0,0.0,0.0
Hayden Wesneski,6,RP,6300,CHC,@OAK,55%,3.77,4.5,0.314,22.6%,3.88,22.2%,3.97,4.09,R,,,4%,3%,0%,0.6,0.6,0.6,-9.3,10.6,13.6,2.2,28.8,4.6
Rich Hill,1,SP,6000,PIT,@COL,44%,6.14,3.5,0.333,20.5%,3.94,21.3%,4.36,4.52,L,0.273,0.334,-15%,3%,0%,4.6,4.6,4.6,-7.5,16.6,8.5,1.4,24.7,4.1
Chris Flexen,,SP,5600,SEA,MIL,42%,4.06,4,0.324,25.9%,4.81,16.3%,4.87,4.81,R,0.281,0.348,3%,0%,0%,-1.5,-1.5,-1.5,-21.9,18.8,11.8,2.1,11.3,2.0
Jordan Lyles,,RP,5400,KC,TEX,34%,4.44,4.5,0.303,24.3%,5.60,18.8%,4.52,4.57,R,0.353,0.343,-1%,3%,0%,11.3,11.3,11.3,7.3,15.4,12.3,2.3,18.4,3.4
Ryan Weathers,,RP,5200,SD,ATL,43%,4.59,3.5,0.339,21.6%,5.44,17.4%,4.81,4.76,L,0.323,0.360,3%,3%,0%,11.9,11.9,11.9,5.9,18.0,10.1,1.9,14.1,2.7
