Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Spencer Strider,,P,60,ATL,@NYM,61%,3.31,8.5,,,4.52,38.5%,2.47,2.43,R,0.244,0.217,2%,2%,0%,32.9,32.9,32.9,20.1,45.8,25.1,4.2,0.0,0.0
Clayton Kershaw,1,P,52,LAD,STL,56%,3.67,6,0.349,21.8%,4.44,28.4%,3.07,2.88,L,0.234,0.266,1%,1%,0%,26.4,26.4,26.4,14.0,38.7,19.7,3.8,41.2,7.9
Cristian Javier,,P,47,HOU,PHI,55%,3.52,7,0.326,23.9%,4.33,31.4%,3.49,3.89,R,0.298,0.251,1%,1%,0%,20.4,20.4,20.4,11.4,29.4,20.9,4.4,15.8,3.4
Corbin Burnes,,P,43,MIL,LAA,56%,3.71,6.5,0.341,24.4%,5.19,31.8%,2.89,2.73,R,0.257,0.252,0%,3%,0%,15.3,15.3,15.3,-1.1,31.7,20.2,4.7,23.7,5.5
Hunter Greene,0,P,42,CIN,@OAK,57%,3.42,7,0.312,25.3%,3.93,30.7%,3.38,3.66,R,0.299,0.340,4%,0%,0%,16.3,16.3,16.3,9.2,23.3,21.5,5.1,26.9,6.4
Zack Wheeler,0,P,42,PHI,@HOU,45%,3.98,5.5,0.319,22.7%,4.73,28.2%,3.22,2.99,R,0.269,0.269,2%,1%,0%,18.8,18.8,18.8,10.4,27.1,18.5,4.4,31.5,7.5
Joe Musgrove,0,P,38,SD,SF,63%,6.61,5.5,0.341,22.9%,4.44,26.0%,3.55,3.54,R,0.293,0.284,2%,0%,0%,18.7,18.7,18.7,18.7,18.7,12.6,3.3,-5.2,-1.4
Jordan Montgomery,,P,37,STL,@LAD,43%,4.33,5.5,0.334,24.6%,5.15,22.9%,3.85,3.68,L,0.244,0.308,1%,1%,0%,17.1,17.1,17.1,0.5,33.7,15.5,4.2,25.7,6.9
Reid Detmers,0,P,36,LAA,@MIL,43%,4.29,7,0.316,27.3%,4.65,22.6%,4.24,4.42,L,0.308,0.321,1%,3%,0%,16.6,16.6,16.6,11.6,21.5,17.7,4.9,10.7,3.0
Nathan Eovaldi,1,P,34,TEX,NYY,60%,3.78,5,0.306,19.6%,4.22,24.5%,3.57,3.45,R,0.291,0.325,-1%,2%,0%,17.0,17.0,17.0,11.9,22.1,18.0,5.3,44.3,13.0
Lance Lynn,0,P,32,CWS,TB,44%,4.81,6,0.312,25.0%,6.44,26.0%,3.62,3.71,R,0.300,0.270,0%,4%,0%,11.2,11.2,11.2,0.0,22.3,16.0,5.0,26.5,8.3
Edward Cabrera,0,P,31,MIA,CHC,54%,4.32,5.5,0.316,24.3%,5.48,24.7%,4.67,4.55,R,0.288,0.355,1%,-2%,0%,11.8,11.8,11.8,2.9,20.7,16.1,5.2,31.8,10.3
Noah Davis,,P,31,COL,ARI,50%,6.00,3.5,0.312,23.3%,4.81,,,,R,,,-9%,3%,0%,17.6,17.6,17.6,14.9,20.4,8.2,2.6,-12.1,-3.9
Tylor Megill,,P,30,NYM,ATL,39%,4.19,5,,,5.11,24.5%,3.96,3.98,R,0.396,0.259,1%,4%,0%,13.8,13.8,13.8,4.1,23.4,14.9,5.0,0.0,0.0
Kyle Muller,,P,26,OAK,CIN,42%,4.08,4,0.316,20.7%,4.54,19.8%,5.11,4.91,L,,0.335,2%,1%,0%,4.6,4.6,4.6,-5.8,14.9,13.0,5.0,12.7,4.9
Sean Manaea,,P,26,SF,@SD,37%,8.89,3.5,0.354,18.9%,3.67,24.6%,3.80,3.84,L,0.274,0.340,2%,0%,0%,12.0,12.0,12.0,-2.5,26.4,6.3,2.4,-4.1,-1.6
Zach Plesac,,P,25,CLE,@BOS,49%,4.55,3,0.331,18.5%,5.48,17.0%,4.60,4.56,R,0.327,0.311,-7%,8%,0%,7.1,7.1,7.1,-8.6,22.8,9.8,3.9,-6.1,-2.4
Brayan Bello,,P,25,BOS,CLE,51%,4.45,3.5,0.325,18.6%,3.85,20.5%,4.07,3.83,R,,0.389,-2%,3%,0%,3.4,3.4,3.4,-2.8,9.5,11.1,4.4,18.7,7.5
Jhony Brito,,P,25,NYY,@TEX,40%,4.72,3,0.311,24.7%,6.19,,,,R,,,-1%,4%,0%,7.3,7.3,7.3,-10.5,25.2,11.0,4.4,16.5,6.6
Caleb Kilian,,P,25,CHC,@MIA,46%,4.68,1,0.313,20.6%,3.26,,,,R,,,1%,-1%,0%,0.0,0.0,0.0,0.0,0.0,11.3,4.5,-8.6,-3.4
Calvin Faucher,,P,25,TB,@CWS,56%,4.19,1.5,0.314,23.5%,3.81,19.6%,4.15,4.34,R,,,-1%,2%,0%,4.0,4.0,4.0,1.1,7.0,4.7,1.9,-0.7,-0.3
Tommy Henry,,P,25,ARI,@COL,50%,6.00,3.5,0.337,22.5%,3.67,16.4%,5.23,5.27,L,,0.336,-4%,2%,0%,1.8,1.8,1.8,1.8,1.8,8.7,3.5,10.8,4.3
