Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Kodai Senga,6,SP,9400,NYM,MIA,62%,3.47,6.5,0.321,21.8%,2.25,,,,R,,,1%,3%,0%,26.4,26.4,26.4,26.4,26.4,16.7,1.8,23.9,2.5
Charlie Morton,5,SP,9000,ATL,SD,59%,4.08,5.5,0.330,21.7%,4.50,27.9%,3.56,3.49,R,0.301,0.288,-1%,6%,0%,5.4,5.4,5.4,5.4,5.4,15.6,1.7,13.3,1.5
Brady Singer,,SP,8800,KC,@SF,43%,4.31,5,0.339,22.5%,5.57,23.2%,3.85,3.69,R,0.325,0.303,3%,1%,0%,16.3,16.3,16.3,16.3,16.3,14.1,1.6,6.7,0.8
Tyler Anderson,1,SP,8700,LAA,TOR,55%,4.49,3.5,0.336,18.8%,4.62,19.2%,4.31,4.37,L,0.300,0.297,-2%,4%,0%,21.3,21.3,21.3,21.3,21.3,12.0,1.4,3.1,0.4
Jeffrey Springs,7,RP,8500,TB,OAK,71%,2.86,6,0.307,22.0%,3.86,29.3%,3.05,3.12,L,0.332,0.255,1%,0%,0%,40.9,40.9,40.9,40.9,40.9,19.0,2.2,30.1,3.5
Cal Quantrill,0,SP,8500,CLE,SEA,55%,4.01,4.5,0.318,24.8%,4.25,17.9%,4.53,4.44,R,0.285,0.315,-2%,7%,2%,2.5,2.5,2.5,2.5,2.5,13.0,1.5,6.5,0.8
Nick Lodolo,3,SP,8300,CIN,@PHI,44%,4.28,6,0.332,21.1%,3.29,30.1%,3.25,3.42,L,,0.344,2%,3%,0%,23.9,23.9,23.9,23.9,23.9,17.7,2.1,36.8,4.4
Jordan Montgomery,7,SP,8300,STL,@MIL,59%,4.03,6,0.319,27.3%,6.00,23.0%,3.85,3.67,L,0.250,0.307,-1%,3%,0%,11.1,11.1,11.1,11.1,11.1,16.4,2.0,34.8,4.2
Jose Berrios,1,SP,8200,TOR,@LAA,45%,5.01,5,0.337,24.1%,5.14,23.1%,3.87,3.87,R,0.349,0.281,-3%,2%,0%,4.2,4.2,4.2,4.2,4.2,13.6,1.7,6.8,0.8
Sean Manaea,1,SP,8100,SF,KC,56%,3.69,4.5,0.323,22.6%,2.50,24.5%,3.80,3.80,L,0.270,0.339,1%,1%,0%,0.0,0.0,0.0,0.0,0.0,13.6,1.7,24.5,3.0
Eric Lauer,,SP,8100,MIL,STL,41%,4.97,4,0.360,20.4%,4.14,23.9%,4.13,4.15,L,0.287,0.302,0%,5%,0%,19.8,19.8,19.8,19.8,19.8,12.6,1.6,-1.0,-0.1
Marco Gonzales,,SP,8100,SEA,@CLE,45%,4.49,3,0.323,19.4%,5.12,15.3%,4.98,5.04,L,0.306,0.339,-8%,10%,3%,0.5,0.5,0.5,0.5,0.5,9.3,1.1,19.4,2.4
Trevor Rogers,1,RP,7900,MIA,@NYM,38%,4.53,4,0.338,19.4%,4.00,25.5%,3.95,3.82,L,0.297,0.317,2%,4%,0%,7.0,7.0,7.0,7.0,7.0,12.0,1.5,10.3,1.3
Michael Wacha,2,SP,7900,SD,@ATL,41%,4.92,4,0.325,23.5%,5.38,21.2%,4.09,4.03,R,0.298,0.339,-7%,11%,0%,8.1,8.1,8.1,8.1,8.1,12.0,1.5,35.7,4.5
Mike Clevinger,0,SP,7700,CWS,@PIT,52%,4.15,5.5,0.315,25.3%,5.14,19.5%,4.44,4.74,R,0.312,0.316,1%,4%,0%,26.4,26.4,26.4,26.4,26.4,15.2,2.0,4.0,0.5
Justin Steele,3,SP,7600,CHC,TEX,54%,3.36,5,0.337,23.1%,5.14,24.7%,3.91,3.63,L,0.266,0.315,1%,2%,0%,27.1,27.1,27.1,27.1,27.1,15.7,2.1,16.7,2.2
Noah Syndergaard,1,SP,7600,LAD,@ARI,59%,4.30,4,0.314,20.5%,3.38,17.3%,4.32,4.22,R,0.315,0.305,-16%,-1%,0%,21.1,21.1,21.1,21.1,21.1,11.7,1.5,-5.0,-0.7
