Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jose Urquidy,1,P,8000,HOU,PHI,60%,4.00,4,0.330,23.1%,4.39,20.2%,4.26,4.37,R,0.269,0.333,1%,-1%,0%,19.0,19.0,19.0,4.8,33.2,26.8,3.4,25.0,3.1
Marco Gonzales,,P,7900,SEA,@TOR,34%,5.30,3,0.336,18.0%,4.59,15.7%,4.93,4.97,L,0.306,0.337,-2%,0%,0%,27.0,27.0,27.0,11.0,43.0,19.1,2.4,0.0,0.0
Mike Clevinger,,P,7800,CWS,TB,37%,5.14,5,0.313,24.6%,6.64,18.3%,4.75,5.04,R,0.314,0.330,-1%,7%,0%,20.8,20.8,20.8,1.8,39.8,24.4,3.1,33.0,4.2
Brady Singer,,P,7700,KC,@MIN,34%,4.41,5.5,0.328,24.4%,4.50,23.1%,3.85,3.67,R,0.328,0.310,1%,3%,0%,21.8,21.8,21.8,10.1,33.5,27.9,3.6,-1.0,-0.1
Tylor Megill,,P,7700,NYM,ATL,39%,4.21,5,,,5.11,24.5%,3.96,3.98,R,0.396,0.259,1%,2%,0%,24.2,24.2,24.2,11.2,37.2,0.0,0.0,0.0,0.0
Josiah Gray,,P,7600,WAS,PIT,42%,4.64,6,0.308,22.7%,5.50,23.8%,4.39,4.72,R,0.378,0.323,2%,3%,0%,29.0,29.0,29.0,11.9,46.1,26.9,3.5,43.0,5.7
Logan Allen,,P,7500,CLE,@BOS,47%,4.63,4,0.314,,5.57,16.8%,4.85,4.94,L,,0.366,-5%,5%,1%,49.0,49.0,49.0,49.0,49.0,24.1,3.2,33.0,4.4
Noah Syndergaard,,P,7400,LAD,STL,56%,4.86,3.5,0.331,19.9%,4.29,17.2%,4.37,4.29,R,0.341,0.308,1%,1%,0%,19.2,19.2,19.2,-0.9,39.3,23.5,3.2,13.0,1.8
Bailey Falter,,P,7200,PHI,@HOU,40%,5.00,4,0.345,21.1%,4.59,21.2%,3.90,4.11,L,0.313,0.331,1%,-1%,0%,21.4,21.4,21.4,12.8,30.0,24.4,3.4,10.0,1.4
Colin Rea,,P,7000,MIL,LAA,53%,4.81,4,0.334,24.6%,5.18,,,,R,,,0%,0%,0%,15.7,15.7,15.7,1.4,29.9,20.6,2.9,36.0,5.1
Jake Woodford,,P,6800,STL,@LAD,43%,5.64,3,0.340,22.2%,5.00,15.3%,4.67,4.69,R,0.348,0.289,0%,1%,0%,16.6,16.6,16.6,8.1,25.1,17.9,2.6,8.0,1.2
Ken Waldichuk,,P,6500,OAK,CIN,43%,4.29,4.5,0.322,21.1%,4.48,19.2%,4.59,4.80,L,,0.413,2%,1%,0%,13.6,13.6,13.6,-1.0,28.2,26.1,4.0,29.0,4.5
Spencer Turnbull,,P,6300,DET,BAL,42%,4.62,3.5,0.325,22.5%,5.26,19.4%,4.42,4.40,R,0.293,0.290,0%,4%,0%,12.8,12.8,12.8,-2.4,28.0,22.1,3.5,15.0,2.4
Austin Gomber,,P,6000,COL,ARI,45%,6.34,2.5,0.328,18.9%,5.04,19.9%,4.40,4.32,L,0.300,0.353,-6%,3%,0%,10.6,10.6,10.6,-8.7,29.9,17.4,2.9,37.0,6.2
Jose Suarez,1,P,5800,LAA,@MIL,47%,5.19,5,0.314,27.7%,4.74,20.8%,4.32,4.27,L,0.350,0.316,1%,0%,0%,7.3,7.3,7.3,6.0,8.5,23.1,4.0,39.0,6.7
Bryan Hoeing,,P,5700,MIA,CHC,38%,4.83,1,0.315,25.0%,5.50,,,,R,,,1%,0%,0%,5.0,5.0,5.0,5.0,5.0,16.4,2.9,21.0,3.7
