Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Spencer Strider,1,P,11800,ATL,@NYM,61%,3.29,8.5,,,4.52,38.5%,2.48,2.44,R,0.244,0.217,1%,1%,0%,49.8,49.8,49.8,32.8,66.8,0.0,0.0,0.0,0.0
Sonny Gray,1,P,11500,MIN,KC,66%,3.09,6.5,0.308,24.7%,3.29,26.0%,3.79,3.66,R,0.273,0.301,0%,2%,0%,41.8,41.8,41.8,26.2,57.4,36.1,3.1,46.0,4.0
Justin Steele,1,P,11000,CHC,@MIA,62%,3.67,5.5,0.326,21.5%,3.39,24.5%,3.97,3.72,L,0.275,0.305,1%,0%,0%,41.2,41.2,41.2,35.0,47.4,30.8,2.8,25.0,2.3
Drew Rasmussen,1,P,10500,TB,@CWS,63%,3.86,5.5,0.315,23.1%,3.79,22.9%,3.77,3.55,R,0.260,0.282,-1%,2%,0%,34.0,34.0,34.0,13.3,54.7,29.6,2.8,15.0,1.4
Johan Oviedo,,P,10200,PIT,@WAS,57%,3.86,5,0.299,20.8%,3.73,20.3%,4.62,4.57,R,0.309,0.305,2%,2%,0%,34.0,34.0,34.0,16.3,51.7,28.8,2.8,-11.0,-1.1
Nick Lodolo,,P,10000,CIN,@OAK,56%,3.71,6.5,0.322,,3.86,29.7%,3.32,3.49,L,,0.367,3%,0%,0%,30.0,30.0,30.0,6.4,53.6,35.5,3.6,27.0,2.7
Nestor Cortes Jr.,1,P,9700,NYY,@TEX,53%,4.10,7,0.321,26.2%,6.04,26.6%,3.65,3.95,L,0.238,0.275,0%,0%,0%,32.4,32.4,32.4,25.0,39.8,31.2,3.2,14.0,1.4
Martin Perez,,P,9400,TEX,NYY,47%,4.40,4,0.322,18.8%,4.07,20.0%,4.26,4.06,L,0.287,0.326,0%,0%,0%,30.6,30.6,30.6,22.3,38.9,25.8,2.7,31.0,3.3
Yu Darvish,,P,9200,SD,SF,57%,8.88,6.5,0.336,25.2%,4.69,27.2%,3.49,3.70,R,0.272,0.282,1%,1%,0%,33.3,33.3,33.3,15.3,51.2,22.6,2.5,33.0,3.6
Chris Bassitt,1,P,8800,TOR,SEA,66%,3.70,5.5,0.311,25.7%,4.07,23.1%,3.91,3.92,R,0.308,0.269,0%,0%,0%,27.2,27.2,27.2,2.3,52.1,31.5,3.6,24.0,2.7
Chris Sale,0,P,8600,BOS,CLE,53%,4.37,5,0.322,20.3%,3.96,27.4%,3.61,3.51,L,,0.367,-1%,2%,0%,21.2,21.2,21.2,-0.1,42.5,27.6,3.2,41.0,4.8
Kyle Bradish,1,P,8500,BAL,@DET,57%,3.88,6,0.299,28.8%,3.27,21.5%,4.21,4.02,R,0.318,0.350,0%,1%,0%,15.3,15.3,15.3,-13.4,44.1,27.1,3.2,20.0,2.4
Alex Cobb,,P,8400,SF,@SD,42%,10.62,5,0.345,21.2%,4.11,24.1%,3.39,3.07,R,0.299,0.293,1%,1%,0%,31.8,31.8,31.8,17.6,46.0,15.1,1.8,27.0,3.2
Ryne Nelson,,P,8200,ARI,@COL,55%,5.66,4.5,0.312,22.2%,3.68,17.8%,4.88,4.90,R,,,-3%,2%,0%,19.6,19.6,19.6,10.4,28.8,21.3,2.6,0.0,0.0
