Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
James Outman,,OF,27,LAD,@SF,4.06,Cobb,0.300,-5%,R,L,0.493,5%,0.415,12%,6,7,1,-3%,-2%,0%,10.4,11.7,11.7,2.5,21.0,7.1,2.6,7.1,2.6
Matt Olson,1,1B,26,ATL,CIN,4.96,Greene,0.312,-1%,R,L,0.366,2%,0.254,0%,2,2,0,-2%,-2%,0%,10.7,12.4,12.4,2.4,22.5,9.3,3.6,0.0,0.0
Mike Trout,,OF,25,LAA,WAS,5.07,Gore,0.319,0%,L,R,0.407,-2%,0.267,-12%,2,2,0,2%,-6%,0%,12.2,11.3,11.3,3.1,19.6,10.2,4.1,2.6,1.0
Bryan Reynolds,,OF,25,PIT,HOU,4.26,Urquidy,0.268,-12%,R,S,0.376,4%,0.236,12%,2,,0,2%,0%,0%,14.3,13.7,13.7,0.7,26.6,8.1,3.2,2.6,1.0
Aaron Judge,,OF,24,NYY,@CLE,4.79,Battenfield,,-1%,R,R,0.431,1%,0.318,0%,2,,0,-2%,1%,0%,10.8,11.5,11.5,3.1,19.9,11.2,4.7,2.6,1.1
Gleyber Torres,,2B,24,NYY,@CLE,4.79,Battenfield,,-1%,R,R,0.315,-5%,0.138,-18%,x,x,-,0%,0%,0%,11.1,12.4,12.4,1.7,23.0,0.0,0.0,0.0,0.0
Matt Chapman,1,3B,24,TOR,DET,5.58,Rodriguez,0.320,0%,L,R,0.349,5%,0.253,18%,4,4,0,0%,0%,0%,14.7,14.2,14.2,4.3,24.1,8.8,3.7,12.3,5.1
Yordan Alvarez,,OF,23,HOU,@PIT,5.24,Hill,0.273,-7%,L,L,0.405,1%,0.279,-2%,x,x,-,0%,0%,0%,11.0,11.7,11.7,4.2,19.2,0.0,0.0,0.0,0.0
Adley Rutschman,1,C,22,BAL,OAK,5.22,Waldichuk,,2%,L,L,0.293,-10%,0.106,-24%,2,2,0,2%,1%,0%,8.7,10.9,10.9,0.5,21.2,9.6,4.4,7.1,3.2
Shohei Ohtani,,OF,22,LAA,WAS,5.07,Gore,,-5%,L,L,0.359,-4%,0.253,-7%,x,x,-,0%,0%,0%,14.8,13.9,13.9,3.9,23.9,0.0,0.0,0.0,0.0
Vladimir Guerrero Jr.,1,1B,22,TOR,DET,5.58,Rodriguez,0.320,0%,L,R,0.344,-9%,0.196,-17%,3,3,0,0%,0%,0%,10.2,10.5,10.5,4.0,17.0,9.9,4.5,11.6,5.3
Julio Rodriguez,,OF,22,SEA,@CHC,5.62,Stroman,0.277,-10%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,10.4,9.8,9.8,3.2,16.5,9.5,4.3,5.2,2.4
Freddie Freeman,,1B,22,LAD,@SF,4.06,Cobb,0.300,-5%,R,L,0.403,7%,0.202,6%,2,2,0,-4%,-2%,0%,9.8,9.0,9.0,1.7,16.3,8.7,4.0,9.0,4.1
Paul Goldschmidt,0,1B,22,STL,@COL,7.31,Urena,0.319,1%,R,R,0.372,-6%,0.210,-13%,3,3,0,27%,2%,0%,8.6,9.5,9.5,3.7,15.3,12.6,5.7,16.8,7.6
