Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Rafael Devers,,3B,4500,BOS,@TB,3.27,McClanahan,0.294,-11%,L,L,0.316,-12%,0.146,-36%,2,2,0,-8%,0%,0%,15.0,15.0,15.0,-0.6,30.7,9.0,2.0,6.2,1.4
Mike Trout,,OF,4500,LAA,WAS,5.38,Gray,0.321,0%,R,R,0.427,2%,0.357,13%,2,2,0,2%,-5%,0%,16.3,16.3,16.3,5.4,27.1,14.7,3.3,3.0,0.7
Aaron Judge,0,OF,4400,NYY,@CLE,4.82,Gaddis,,-1%,R,R,0.432,1%,0.320,0%,2,2,0,-1%,-1%,0%,15.8,15.8,15.8,4.2,27.5,14.7,3.3,9.2,2.1
Matt Olson,2,1B,4300,ATL,CIN,5.43,Cessa,0.292,-5%,R,L,0.365,2%,0.251,-1%,2,2,0,-1%,-4%,0%,16.6,16.2,16.2,2.0,30.4,12.7,3.0,18.7,4.3
Yordan Alvarez,,OF,4300,HOU,@PIT,4.46,Keller,0.352,7%,R,L,0.400,-1%,0.292,2%,3,3,0,6%,-1%,1%,17.5,17.5,17.5,7.0,27.9,14.1,3.3,3.0,0.7
Bryan Reynolds,0,OF,4300,PIT,HOU,3.54,Javier,0.298,-5%,R,S,0.377,4%,0.237,12%,2,2,0,2%,-1%,0%,20.1,20.1,20.1,1.9,38.3,10.6,2.5,3.0,0.7
Paul Goldschmidt,2,1B,4200,STL,@COL,6.76,Freeland,0.334,3%,L,R,0.464,15%,0.324,30%,3,3,0,29%,2%,0%,11.7,11.7,11.7,3.5,19.9,17.7,4.2,19.4,4.6
C.J. Cron,1,1B,4200,COL,STL,5.24,Mikolas,0.301,-5%,R,R,0.365,1%,0.232,-3%,4,4,0,11%,2%,0%,11.1,11.1,11.1,-8.3,30.5,12.0,2.9,18.7,4.5
Ronald Acuna,1,OF,4200,ATL,CIN,5.43,Cessa,0.310,-3%,R,R,0.369,0%,0.213,-2%,1,1,0,2%,-4%,0%,15.7,15.4,15.4,5.1,25.7,14.0,3.3,12.5,3.0
Will Smith,1,C,4100,LAD,@SF,4.37,Wood,0.324,1%,L,R,0.337,-4%,0.192,-8%,3,3,0,-3%,-3%,0%,17.1,17.1,17.1,6.9,27.4,11.2,2.7,0.0,0.0
Wander Franco,,SS,4100,TB,BOS,4.23,Whitlock,0.290,-8%,R,L,0.321,-6%,0.152,-10%,4,4,-1,-2%,0%,0%,15.9,15.9,15.9,5.2,26.6,9.6,2.3,9.5,2.3
Julio E. Rodriguez,,OF,4100,SEA,@CHC,5.14,Wesneski,,-1%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,15.4,14.0,14.0,5.2,22.8,13.3,3.2,3.2,0.8
Nolan Arenado,2,3B,4000,STL,@COL,6.76,Freeland,0.334,3%,L,R,0.388,7%,0.296,24%,4,4,0,30%,2%,0%,10.4,10.4,10.4,1.1,19.7,15.4,3.9,22.5,5.6
Kyle Tucker,,OF,4000,HOU,@PIT,4.46,Keller,0.352,7%,R,L,0.377,4%,0.231,-4%,5,5,0,6%,-1%,0%,14.7,13.9,13.9,2.2,25.7,13.4,3.4,30.7,7.7
Vladimir Guerrero Jr.,2,1B,3900,TOR,DET,5.58,Manning,0.313,-2%,R,R,0.393,4%,0.257,8%,3,3,0,1%,-1%,0%,15.2,15.2,15.2,7.3,23.1,13.4,3.4,0.0,0.0
Peter Alonso,1,1B,3900,NYM,SD,4.81,Weathers,0.365,9%,L,R,0.365,0%,0.301,14%,4,4,0,-5%,-1%,0%,15.1,14.0,14.0,-0.6,28.6,12.5,3.2,9.2,2.4
