Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Trea Turner,1,SS,6300,PHI,COL,5.36,Feltner,0.381,9%,R,R,0.349,-6%,0.154,-17%,2,,0,2%,-1%,0%,10.8,9.3,9.3,0.8,17.8,10.4,1.7,5.0,0.8
Kyle Schwarber,3,OF,6100,PHI,COL,5.36,Feltner,0.331,5%,R,L,0.388,8%,0.333,24%,3,,0,1%,-1%,0%,9.2,7.6,7.6,0.3,14.9,10.1,1.7,3.0,0.5
Aaron Judge,2,OF,6000,NYY,LAA,4.62,Sandoval,0.314,-2%,L,R,0.416,-2%,0.315,-1%,2,,0,1%,-4%,0%,9.8,10.1,10.1,1.9,18.3,10.3,1.7,9.0,1.5
Bryan Reynolds,3,OF,6000,PIT,CIN,5.31,Weaver,0.376,10%,R,S,0.372,3%,0.232,12%,2,,0,2%,2%,0%,4.6,10.8,10.8,-0.3,21.9,10.1,1.7,4.0,0.7
J.T. Realmuto,4,C,5900,PHI,COL,5.36,Feltner,0.381,9%,R,R,0.352,1%,0.199,1%,6,,0,2%,-1%,0%,8.0,7.5,7.5,-0.7,15.8,9.2,1.6,3.0,0.5
Shohei Ohtani,2,1B/OF,5800,LAA,@NYY,3.88,Cortes,0.244,-16%,L,L,0.359,-4%,0.252,-7%,2,,0,-3%,-4%,0%,11.4,11.6,11.6,2.5,20.6,8.0,1.4,2.0,0.3
Pete Alonso,3,1B,5800,NYM,@SF,4.37,Manaea,0.338,4%,L,R,0.366,0%,0.300,13%,4,4,0,0%,-1%,0%,9.1,10.4,10.4,1.4,19.5,9.5,1.6,27.0,4.7
Will Smith,0,C,5700,LAD,@CHC,5.52,Assad,,-1%,R,R,0.365,3%,0.232,6%,x,x,-,0%,0%,0%,10.1,11.1,11.1,3.6,18.6,0.0,0.0,0.0,0.0
Dansby Swanson,0,SS,5700,CHC,LAD,5.48,Grove,,-1%,R,R,0.327,-1%,0.174,0%,2,,0,-1%,1%,25%,8.1,9.1,9.1,2.6,15.6,9.7,1.7,7.0,1.2
Mookie Betts,0,OF,5700,LAD,@CHC,5.52,Assad,,-1%,R,R,0.362,0%,0.236,5%,x,x,-,0%,0%,0%,8.8,8.3,8.3,1.4,15.2,0.0,0.0,3.0,0.5
Rafael Devers,2,3B,5600,BOS,MIN,4.61,Maeda,0.294,-5%,R,L,0.396,10%,0.297,28%,2,,1,3%,-5%,0%,8.3,10.6,10.6,1.1,20.1,9.2,1.6,9.0,1.6
Kris Bryant,,OF,5600,COL,@PHI,3.64,Strahm,0.288,-5%,L,R,0.408,9%,0.276,24%,2,,0,-7%,-1%,0%,8.4,7.9,7.9,1.5,14.4,7.8,1.4,2.0,0.4
Jonathan India,2,2B,5500,CIN,@PIT,4.19,Contreras,0.317,-1%,R,R,0.345,0%,0.176,8%,1,,0,-6%,2%,0%,9.0,9.0,9.0,3.4,14.6,8.1,1.5,20.0,3.6
Freddie Freeman,5,1B,5500,LAD,@CHC,5.52,Assad,,1%,R,L,0.398,6%,0.198,4%,2,,0,0%,1%,25%,7.5,8.9,8.9,0.3,17.5,11.7,2.1,7.0,1.3
Mike Trout,2,OF,5400,LAA,@NYY,3.88,Cortes,0.273,-11%,L,R,0.403,-3%,0.264,-12%,3,,-1,0%,-4%,0%,8.2,9.6,9.6,2.0,17.3,8.8,1.6,3.0,0.6
Thairo Estrada,,2B/OF,5400,SF,NYM,4.13,Senga,,-1%,R,R,0.325,0%,0.143,-7%,2,2,-1,-1%,-1%,0%,9.3,10.2,10.2,1.5,18.9,8.0,1.5,12.0,2.2
C.J. Cron,,1B,5400,COL,@PHI,3.64,Strahm,0.288,-5%,L,R,0.355,-1%,0.249,5%,4,,0,-6%,-1%,0%,4.5,7.2,7.2,-3.8,18.2,7.2,1.3,21.0,3.9
Giancarlo Stanton,,OF,5300,NYY,LAA,4.62,Sandoval,0.314,-2%,L,R,0.345,-1%,0.220,-6%,x,x,-,0%,0%,0%,8.1,8.9,8.9,2.8,15.1,0.0,0.0,0.0,0.0
Oneil Cruz,,SS,5300,PIT,CIN,5.31,Weaver,0.376,10%,R,L,0.357,6%,0.244,12%,x,x,-,0%,0%,0%,9.3,9.3,9.3,3.4,15.3,0.0,0.0,0.0,0.0
Nick Castellanos,1,OF,5300,PHI,COL,5.36,Feltner,0.381,9%,R,R,0.346,-3%,0.196,-5%,4,,0,2%,-1%,0%,9.0,8.1,8.1,1.7,14.4,8.4,1.6,3.0,0.6
Byron Buxton,1,OF,5200,MIN,@BOS,4.39,Houck,0.245,-15%,R,R,0.369,-1%,0.303,3%,x,x,-,0%,0%,0%,6.7,7.2,7.2,1.8,12.6,0.0,0.0,0.0,0.0
Trevor Story,,2B,5200,BOS,MIN,4.61,Maeda,0.314,-3%,R,R,0.312,-10%,0.180,-18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seiya Suzuki,1,OF,5200,CHC,LAD,5.48,Grove,,-1%,R,R,0.325,-3%,0.161,-4%,4,,0,-1%,1%,27%,9.2,9.2,9.2,3.1,15.3,9.3,1.8,5.0,1.0
Ian Happ,3,OF,5100,CHC,LAD,5.48,Grove,,1%,R,S,0.348,3%,0.207,11%,3,,0,-1%,1%,25%,9.8,10.5,10.5,1.0,20.0,9.7,1.9,0.0,0.0
Andrew McCutchen,2,OF,5100,PIT,CIN,5.31,Weaver,0.321,3%,R,R,0.304,-9%,0.146,-23%,3,,0,-2%,2%,0%,12.3,10.8,10.8,2.5,19.1,7.9,1.5,0.0,0.0
Hunter Renfroe,2,OF,5000,LAA,@NYY,3.88,Cortes,0.273,-11%,L,R,0.374,7%,0.281,11%,5,,0,0%,-4%,0%,11.5,9.2,9.2,0.9,17.5,7.5,1.5,3.0,0.6
Xander Bogaerts,3,SS,5000,SD,@ARI,5.66,Nelson,,-1%,R,R,0.365,-2%,0.179,-4%,4,4,-1,3%,1%,0%,7.0,9.1,9.1,2.8,15.3,8.6,1.7,21.0,4.2
Juan Soto,6,OF,5000,SD,@ARI,5.66,Nelson,,1%,R,L,0.427,9%,0.250,13%,2,2,1,5%,1%,0%,7.1,7.9,7.9,0.6,15.2,10.9,2.2,4.0,0.8
Bryce Harper,,OF,5000,PHI,COL,5.36,Feltner,0.331,5%,R,L,0.432,7%,0.324,18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Duvall,,OF,4900,BOS,MIN,4.61,Maeda,0.314,-3%,R,R,0.332,-1%,0.252,-3%,x,x,-,0%,0%,0%,18.3,18.3,18.3,2.4,34.1,0.0,0.0,0.0,0.0
Brandon Marsh,1,OF,4900,PHI,COL,5.36,Feltner,0.331,5%,R,L,0.333,7%,0.169,16%,5,,0,0%,-1%,0%,11.1,10.4,10.4,2.3,18.5,8.1,1.7,4.0,0.8
Francisco Lindor,2,SS,4900,NYM,@SF,4.37,Manaea,0.338,4%,L,S,0.334,0%,0.179,-1%,3,3,0,4%,-1%,0%,11.5,10.0,10.0,0.3,19.7,8.8,1.8,11.0,2.2
Max Muncy,3,3B,4900,LAD,@CHC,5.52,Assad,,1%,R,L,0.349,-2%,0.235,-3%,4,,0,-1%,1%,28%,13.7,10.4,10.4,-1.3,22.1,9.9,2.0,23.0,4.7
Starling Marte,,OF,4900,NYM,@SF,4.37,Manaea,0.338,4%,L,R,0.336,-4%,0.171,6%,x,x,-,0%,0%,0%,7.6,7.6,7.6,-0.7,15.8,0.0,0.0,0.0,0.0
Taylor Ward,,OF,4800,LAA,@NYY,3.88,Cortes,0.273,-11%,L,R,0.326,-2%,0.121,-17%,1,,0,-1%,-3%,0%,5.3,8.0,8.0,1.6,14.4,7.6,1.6,2.0,0.4
Jake Fraley,2,OF,4800,CIN,@PIT,4.19,Contreras,0.315,-1%,R,L,0.364,10%,0.206,18%,4,,0,0%,2%,0%,6.0,6.8,6.8,0.1,13.5,8.2,1.7,12.0,2.5
Manny Machado,5,3B,4800,SD,@ARI,5.66,Nelson,,-1%,R,R,0.362,-2%,0.216,-6%,3,3,-1,2%,1%,0%,4.6,5.7,5.7,0.5,11.0,9.2,1.9,0.0,0.0
Carlos Correa,1,SS,4700,MIN,@BOS,4.39,Houck,0.245,-15%,R,R,0.348,-3%,0.187,-1%,2,,0,15%,-4%,0%,6.5,6.4,6.4,-1.4,14.1,8.5,1.8,3.0,0.6
