Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Shohei Ohtani,2,P,11400,LAA,KC,68%,3.39,7,0.301,21.7%,3.11,31.5%,3.18,3.13,R,0.291,0.237,0%,0%,0%,9.3,16.2,16.2,0.8,31.5,33.7,3.0,64.0,5.6
Julio Urias,,P,11000,LAD,@CHC,60%,4.20,5,0.332,20.4%,5.61,25.4%,3.61,3.72,L,0.255,0.267,1%,2%,-8%,41.0,41.0,41.0,32.2,49.8,31.0,2.8,7.0,0.6
Graham Ashcraft,,P,10800,CIN,@PIT,43%,4.56,5,0.307,23.9%,5.15,16.3%,4.21,4.07,R,0.237,0.391,3%,-1%,0%,41.0,41.0,41.0,36.4,45.6,24.2,2.2,21.0,1.9
Anthony DeSclafani,,P,10600,SF,NYM,51%,4.20,3.5,0.343,17.5%,4.85,22.1%,4.01,3.86,R,0.331,0.268,1%,1%,0%,38.0,38.0,38.0,33.6,42.4,25.3,2.4,18.0,1.7
Freddy Peralta,1,P,10400,MIL,BOS,61%,3.97,6,0.324,21.5%,5.55,30.9%,3.50,3.68,R,0.248,0.265,0%,3%,0%,36.7,36.7,36.7,17.8,55.5,31.4,3.0,17.0,1.6
Zac Gallen,1,P,10000,ARI,SD,50%,4.50,5.5,0.344,21.1%,3.81,27.0%,3.59,3.54,R,0.256,0.299,-2%,-1%,0%,37.5,37.5,37.5,13.7,61.3,30.0,3.0,64.0,6.4
Seth Lugo,,P,9800,SD,@ARI,50%,4.50,4.5,0.316,20.1%,4.65,26.3%,3.35,3.53,R,0.299,0.309,-8%,-1%,0%,35.3,35.3,35.3,18.8,51.8,25.3,2.6,34.0,3.5
Bryce Elder,,P,9600,ATL,HOU,52%,4.16,4,0.327,20.5%,5.05,21.4%,4.25,4.06,R,0.280,0.298,-1%,1%,0%,38.3,38.3,38.3,26.7,49.9,27.4,2.9,40.0,4.2
Mitch Keller,,P,9400,PIT,CIN,56%,3.94,5,0.324,22.7%,4.47,20.3%,4.49,4.33,R,0.354,0.336,0%,-1%,0%,33.5,33.5,33.5,21.4,45.6,29.7,3.2,37.0,3.9
Aaron Nola,1,P,9300,PHI,COL,72%,3.18,5.5,0.322,20.5%,3.85,28.9%,3.10,3.13,R,0.274,0.295,0%,0%,0%,23.3,23.3,23.3,12.1,34.4,36.6,3.9,25.0,2.7
Hunter Brown,,P,9100,HOU,@ATL,48%,4.34,6,0.329,23.6%,5.11,25.5%,3.37,3.31,R,,,-2%,1%,0%,38.3,38.3,38.3,19.6,57.1,28.7,3.2,23.0,2.5
Tyler Mahle,0,P,9000,MIN,WAS,68%,2.98,5.5,0.300,21.3%,3.44,26.7%,3.82,3.82,R,0.263,0.354,0%,3%,0%,28.3,28.3,28.3,19.0,37.6,32.0,3.6,32.0,3.6
Jon Gray,1,P,8800,TEX,OAK,68%,3.39,6,0.312,24.2%,3.42,24.9%,3.92,3.79,R,0.327,0.292,0%,1%,0%,25.3,25.3,25.3,10.5,40.2,33.6,3.8,13.0,1.5
Domingo German,,P,8600,NYY,TOR,55%,4.01,4,0.341,23.4%,4.58,22.9%,4.02,4.17,R,0.287,0.320,0%,2%,2%,30.3,30.3,30.3,3.6,57.1,27.6,3.2,24.0,2.8
George Kirby,,P,8500,SEA,STL,54%,3.82,4.5,0.335,20.2%,4.79,23.7%,3.42,3.43,R,0.253,0.360,1%,0%,0%,26.3,26.3,26.3,17.4,35.3,28.7,3.4,37.0,4.4
Yusei Kikuchi,,P,8300,TOR,@NYY,45%,4.49,5,0.336,,4.63,25.7%,4.07,3.92,L,0.257,0.368,0%,1%,2%,29.7,29.7,29.7,9.6,49.8,26.4,3.2,34.0,4.1
Tyler Wells,,P,8100,BAL,DET,63%,3.83,5.5,0.300,27.5%,3.35,21.5%,4.11,4.45,R,0.233,0.315,0%,0%,0%,20.0,20.0,20.0,14.3,25.7,27.1,3.3,40.0,4.9
Nick Pivetta,,P,8000,BOS,@MIL,39%,5.03,4.5,0.327,22.2%,5.00,24.4%,4.20,4.31,R,0.342,0.315,2%,3%,0%,23.0,23.0,23.0,8.2,37.8,25.0,3.1,35.0,4.4
Steven Matz,,P,7800,STL,@SEA,46%,4.18,5,0.336,24.5%,4.47,23.1%,3.94,3.75,L,0.317,0.327,1%,0%,0%,21.7,21.7,21.7,12.2,31.1,29.1,3.7,25.0,3.2
