Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna Jr.,7,OF,6500,ATL,@SD,4.59,Weathers,0.360,8%,L,R,0.371,0%,0.224,4%,1,1,0,-8%,-4%,0%,12.9,13.3,13.3,5.7,20.9,10.5,1.6,13.0,2.0
Yordan Alvarez,2,OF,6300,HOU,TOR,3.91,Gausman,0.269,-11%,R,L,0.397,-1%,0.290,1%,3,3,0,0%,-1%,1%,9.3,11.4,11.4,4.1,18.6,8.8,1.4,4.0,0.6
Randy Arozarena,1,OF,6300,TB,@CIN,5.19,Greene,0.341,2%,R,R,0.326,-6%,0.162,-16%,3,3,0,16%,-9%,3%,9.7,10.5,10.5,3.4,17.6,9.9,1.6,6.0,1.0
Julio Rodriguez,0,OF,6200,SEA,MIL,3.44,Burnes,0.250,-16%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,8.7,9.8,9.8,2.9,16.6,7.8,1.3,14.0,2.3
Trea Turner,,SS,6100,PHI,@CWS,4.11,Lynn,0.264,-13%,R,R,0.349,-5%,0.153,-17%,x,2,-,-1%,-10%,2%,8.7,9.0,9.0,2.2,15.8,0.0,0.0,0.0,0.0
Wander Franco,,SS,6100,TB,@CIN,5.19,Greene,0.306,-2%,R,L,0.320,-7%,0.152,-11%,4,4,-1,14%,-9%,3%,9.2,11.3,11.3,2.9,19.6,8.7,1.4,0.0,0.0
Bryan Reynolds,3,OF,6000,PIT,@COL,5.36,Freeland,0.336,3%,L,S,0.340,-6%,0.168,-19%,2,2,0,27%,-2%,0%,9.4,11.7,11.7,-0.2,23.5,10.9,1.8,12.0,2.0
Jose Ramirez,0,3B,6000,CLE,@DET,4.18,Boyd,0.307,-4%,L,S,0.357,-4%,0.235,-8%,x,3,-,2%,-9%,0%,9.1,9.8,9.8,3.1,16.4,0.0,0.0,0.0,0.0
Bo Bichette,2,SS,5900,TOR,@HOU,4.09,Javier,0.250,-16%,R,R,0.349,-3%,0.179,-5%,2,2,0,-3%,-1%,1%,11.7,10.4,10.4,1.9,19.0,7.9,1.3,3.0,0.5
Mookie Betts,3,2B/OF,5900,LAD,NYM,4.56,Peterson,0.339,4%,L,R,0.365,1%,0.212,-6%,1,1,0,1%,-5%,0%,8.5,8.5,8.5,1.4,15.6,9.8,1.7,5.0,0.8
