Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Matt Chapman,,3B,4500,TOR,TB,5.19,Faucher,,-1%,R,R,0.322,-3%,0.190,-11%,5,5,-1,0%,-1%,0%,18.8,17.6,17.6,4.2,31.0,10.5,2.3,9.2,2.0
Aaron Judge,,OF,4500,NYY,MIN,4.55,Mahle,0.352,7%,R,R,0.429,1%,0.318,0%,2,,0,1%,-1%,0%,12.0,13.5,13.5,2.4,24.7,14.1,3.1,15.2,3.4
Yordan Alvarez,,OF,4500,HOU,TEX,4.53,Gray,0.326,1%,R,L,0.398,-1%,0.291,1%,3,3,0,-1%,0%,0%,15.2,16.4,16.4,6.0,26.7,13.3,3.0,22.7,5.0
Bo Bichette,,SS,4400,TOR,TB,5.19,Faucher,,-1%,R,R,0.350,-3%,0.180,-5%,2,2,0,1%,-1%,0%,14.7,14.4,14.4,3.0,25.9,12.2,2.8,3.5,0.8
Mike Trout,,OF,4400,LAA,@BOS,4.86,Pivetta,0.312,-2%,R,R,0.425,2%,0.353,13%,2,2,0,11%,-1%,0%,12.5,13.7,13.7,2.9,24.4,14.4,3.3,24.4,5.5
Matt Olson,1,1B,4300,ATL,@KC,4.53,Bubic,0.405,9%,L,L,0.348,-3%,0.254,0%,2,2,0,2%,-10%,0%,15.6,16.1,16.1,2.4,29.8,11.9,2.8,15.7,3.7
Wander Franco,0,SS,4200,TB,@TOR,4.81,Kikuchi,0.257,-9%,L,L,0.400,3%,0.222,2%,2,2,1,-5%,-1%,0%,13.1,15.4,15.4,3.6,27.1,12.0,2.9,15.2,3.6
Ronald Acuna,1,OF,4200,ATL,@KC,4.53,Bubic,0.336,3%,L,R,0.370,0%,0.224,3%,1,1,0,-1%,-9%,0%,16.4,17.5,17.5,6.6,28.4,13.6,3.2,12.4,3.0
Rafael Devers,1,3B,4200,BOS,LAA,4.64,Anderson,0.298,-6%,L,L,0.318,-12%,0.150,-35%,4,,-2,3%,-1%,0%,16.4,15.9,15.9,1.6,30.3,11.1,2.6,22.2,5.3
Brandon Lowe,,2B,4100,TB,@TOR,4.81,Kikuchi,0.257,-9%,L,L,0.322,-9%,0.233,-10%,x,x,-,0%,0%,0%,19.5,18.0,18.0,2.6,33.4,0.0,0.0,3.0,0.7
