Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Zac Gallen,,P,58,ARI,KC,70%,3.07,7,0.299,21.5%,3.42,27.3%,3.54,3.48,R,0.252,0.296,-3%,0%,0%,28.5,28.5,28.5,10.6,46.4,22.5,3.9,43.4,7.5
Freddy Peralta,0,P,49,MIL,DET,65%,3.51,8.5,0.303,28.8%,3.09,30.6%,3.54,3.72,R,0.250,0.267,0%,2%,1%,19.0,19.0,19.0,6.5,31.5,23.9,4.9,33.5,6.8
Sandy Alcantara,,P,46,MIA,@ATL,43%,4.32,6,0.330,23.7%,5.17,23.5%,3.59,3.40,R,0.275,0.271,-4%,5%,0%,15.0,15.0,15.0,-4.3,34.2,18.1,3.9,18.7,4.1
Logan Gilbert,,P,45,SEA,@PHI,52%,4.16,5.5,0.324,23.6%,4.46,24.3%,3.78,3.87,R,0.266,0.327,-1%,3%,-2%,22.3,22.3,22.3,13.6,31.0,18.0,4.0,11.8,2.6
Kodai Senga,0,P,41,NYM,WAS,65%,3.52,6,0.299,20.5%,3.68,,,,R,,,1%,2%,0%,19.1,19.1,19.1,9.1,29.0,19.5,4.8,16.9,4.1
Patrick Sandoval,1,P,39,LAA,OAK,70%,3.68,5,0.321,,3.71,23.9%,4.08,3.79,L,0.246,0.313,-1%,1%,0%,12.9,12.9,12.9,6.1,19.8,17.7,4.5,24.7,6.3
Jon Gray,,P,38,TEX,@CIN,50%,4.24,5,0.313,20.7%,4.25,24.5%,3.99,3.87,R,0.331,0.291,-4%,4%,-1%,12.7,12.7,12.7,3.5,21.9,16.5,4.3,9.7,2.6
Bryce Elder,1,P,37,ATL,MIA,56%,3.68,5,0.310,22.9%,3.17,21.7%,4.16,3.97,R,0.273,0.298,-1%,4%,0%,23.0,23.0,23.0,16.0,30.0,18.5,5.0,7.7,2.1
Drew Smyly,0,P,37,CHC,SD,52%,3.93,3.5,0.352,18.2%,3.68,21.3%,4.21,4.29,L,0.296,0.323,1%,5%,4%,21.6,21.6,21.6,1.1,42.0,14.4,3.9,14.5,3.9
Taijuan Walker,,P,36,PHI,SEA,48%,4.34,4.5,0.322,23.1%,4.48,21.2%,4.30,4.20,R,0.302,0.302,0%,4%,-3%,15.7,15.7,15.7,9.5,21.9,15.6,4.3,7.7,2.1
Tanner Houck,,P,36,BOS,@BAL,46%,4.44,4.5,0.329,20.9%,5.17,26.7%,3.48,3.44,R,0.311,0.243,1%,3%,0%,18.9,18.9,18.9,13.1,24.7,15.0,4.2,4.9,1.4
Domingo German,0,P,34,NYY,@MIN,50%,3.75,4.5,0.316,23.3%,4.29,22.9%,4.03,4.19,R,0.289,0.321,2%,3%,0%,18.8,18.8,18.8,2.4,35.1,15.8,4.6,18.8,5.5
Kenta Maeda,,P,34,MIN,NYY,50%,3.75,4,0.317,20.9%,4.00,24.8%,3.95,4.03,R,0.297,0.310,1%,3%,0%,13.1,13.1,13.1,-0.5,26.7,14.8,4.4,-18.7,-5.5
Hunter Brown,,P,34,HOU,@TB,48%,4.09,6,0.315,21.7%,6.54,26.0%,3.48,3.38,R,,,2%,0%,0%,20.5,20.5,20.5,7.5,33.6,16.6,4.9,37.4,11.0
Michael Lorenzen,,P,33,DET,@MIL,35%,4.99,4,0.325,23.1%,4.71,20.2%,4.51,4.33,R,0.313,0.291,0%,6%,2%,11.2,11.2,11.2,-0.4,22.8,12.9,3.9,6.0,1.8
