Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Shane McClanahan,1,P,11200,TB,@CHC,63%,3.64,7,,,4.58,29.0%,3.28,2.99,L,0.290,0.270,0%,0%,0%,41.0,41.4,41.4,29.2,53.6,34.1,3.0,0.0,0.0
Joe Ryan,,P,11000,MIN,@HOU,51%,4.20,5.5,0.341,21.1%,4.51,26.5%,3.69,4.01,R,0.269,0.279,1%,0%,0%,40.4,42.2,42.2,31.1,53.3,31.9,2.9,0.0,0.0
Zac Gallen,,P,10700,ARI,COL,69%,3.34,6.5,,,4.64,27.0%,3.57,3.50,R,0.257,0.290,-2%,-1%,0%,28.0,38.1,38.1,15.5,60.6,36.6,3.4,0.0,0.0
Logan Gilbert,,P,10600,SEA,NYY,56%,3.26,6.5,,,4.70,24.7%,3.72,3.79,R,0.265,0.316,1%,1%,0%,39.4,35.7,35.7,23.6,47.8,33.1,3.1,0.0,0.0
Bryce Elder,,P,10400,ATL,@OAK,69%,3.34,5,,,3.50,21.1%,4.07,3.86,R,0.294,0.289,3%,1%,0%,32.6,33.1,33.1,20.8,45.4,31.6,3.0,0.0,0.0
Lucas Giolito,,P,10000,CWS,LAA,56%,4.19,6,,,4.82,26.2%,3.80,3.82,R,0.286,0.339,0%,0%,0%,32.8,30.9,30.9,15.4,46.4,32.2,3.2,0.0,0.0
Koudai Senga,,P,9600,NYM,PHI,59%,3.84,6.5,0.328,23.1%,4.28,28.6%,4.43,3.98,R,,,1%,1%,0%,34.0,33.3,33.3,21.0,45.6,33.9,3.5,0.0,0.0
Tony Gonsolin,,P,9400,LAD,WAS,74%,3.27,5,,,4.20,24.2%,4.13,4.12,R,0.242,0.272,0%,1%,0%,28.6,26.0,26.0,13.9,38.1,28.6,3.0,0.0,0.0
Sandy Alcantara,,P,9300,MIA,SD,56%,3.96,6,0.330,23.1%,4.04,23.4%,3.64,3.47,R,0.280,0.272,1%,0%,0%,30.8,27.9,27.9,11.6,44.2,34.1,3.7,0.0,0.0
Martin Perez,,P,9100,TEX,@DET,54%,4.06,5,0.323,25.9%,3.75,19.5%,4.33,4.14,L,0.294,0.327,0%,-1%,0%,23.8,27.2,27.2,12.5,41.9,26.2,2.9,0.0,0.0
Kyle Gibson,,P,8900,BAL,CLE,56%,4.19,4.5,0.313,19.2%,3.45,19.7%,4.34,4.14,R,0.339,0.290,0%,1%,0%,26.2,27.8,27.8,10.2,45.5,25.8,2.9,0.0,0.0
Kyle Freeland,,P,8800,COL,@ARI,31%,5.16,4,,,5.02,18.3%,4.51,4.43,L,0.356,0.339,-6%,-2%,0%,26.2,24.9,24.9,5.5,44.3,20.1,2.3,0.0,0.0
Brayan Bello,,P,8600,BOS,CIN,61%,4.15,5.5,0.324,23.4%,4.57,21.6%,3.96,3.76,R,0.356,0.350,-2%,1%,0%,34.6,27.9,27.9,15.7,40.0,26.9,3.1,0.0,0.0
Yusei Kikuchi,,P,8500,TOR,MIL,59%,4.07,5,,,4.04,25.0%,4.12,4.00,L,0.260,0.371,0%,0%,0%,18.4,26.2,26.2,10.3,42.1,28.1,3.3,0.0,0.0
Nestor Cortes Jr.,1,P,8300,NYY,@SEA,44%,3.74,5.5,,,4.56,26.2%,3.75,4.04,L,0.254,0.282,3%,1%,0%,20.0,26.2,26.2,14.2,38.2,30.9,3.7,0.0,0.0
Miles Mikolas,,P,8200,STL,KC,63%,3.85,5,0.316,25.1%,4.00,18.4%,4.19,3.98,R,0.293,0.297,1%,0%,0%,29.4,25.1,25.1,12.7,37.5,26.4,3.2,0.0,0.0
