Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jeffrey Springs,1,P,11000,TB,BOS,68%,3.17,6,0.315,24.1%,5.67,29.2%,3.10,3.14,L,0.330,0.252,1%,0%,0%,58.0,58.0,58.0,49.5,66.5,33.4,3.0,21.0,1.9
Nick Lodolo,1,P,10800,CIN,PHI,52%,4.42,6.5,0.331,21.2%,4.25,30.9%,3.19,3.34,L,,0.335,-1%,0%,0%,51.5,51.5,51.5,38.1,64.9,34.4,3.2,33.0,3.1
Joe Ryan,,P,9900,MIN,@NYY,44%,4.81,6.5,0.323,24.0%,5.08,26.3%,3.83,4.19,R,0.273,0.290,-1%,-1%,-1%,42.5,42.5,42.5,41.8,43.2,27.4,2.8,58.0,5.9
Jordan Montgomery,3,P,9400,STL,PIT,70%,3.29,5,0.328,21.8%,4.25,23.2%,3.83,3.67,L,0.247,0.304,1%,0%,0%,39.5,39.5,39.5,13.3,65.7,30.5,3.2,32.0,3.4
Nick Martinez,,P,8100,SD,MIL,57%,4.10,5.5,0.331,27.8%,4.83,20.8%,4.17,4.14,R,0.314,0.314,1%,2%,0%,19.0,19.0,19.0,11.9,26.1,28.0,3.5,19.0,2.3
Bailey Falter,,P,8000,PHI,@CIN,48%,4.58,3.5,0.332,20.9%,4.45,21.4%,3.84,4.10,L,0.294,0.340,-4%,0%,0%,18.5,18.5,18.5,17.8,19.2,21.4,2.7,11.0,1.4
Adam Oller,,P,7800,OAK,@BAL,33%,5.97,1,0.329,21.0%,5.50,13.7%,5.81,6.10,R,0.388,0.378,-3%,-1%,0%,0.0,0.0,0.0,0.0,0.0,15.9,2.0,-8.0,-1.0
Cole Irvin,1,P,7600,BAL,OAK,67%,4.03,4,0.316,,3.67,16.9%,4.63,4.61,L,0.322,0.318,-1%,-1%,0%,13.0,13.0,13.0,3.1,22.9,26.7,3.5,6.0,0.8
Chris Bassitt,3,P,7300,TOR,DET,69%,3.71,6.5,0.304,29.3%,3.00,23.2%,3.88,3.88,R,0.309,0.273,0%,0%,0%,10.0,10.0,10.0,-28.2,48.2,32.0,4.4,37.0,5.1
Jhony Brito,1,P,7100,NYY,MIN,56%,4.19,4,0.322,23.3%,3.92,,,,R,,,0%,-2%,-1%,31.5,31.5,31.5,20.9,42.1,22.8,3.2,-19.0,-2.7
Corey Kluber,,P,7100,BOS,@TB,32%,4.83,4.5,0.316,22.7%,7.67,21.3%,4.05,4.14,R,0.308,0.324,6%,0%,0%,12.5,12.5,12.5,4.7,20.3,22.4,3.2,23.0,3.2
Vincent Velasquez,,P,6600,PIT,@STL,30%,5.21,3.5,0.337,21.1%,4.67,22.5%,4.52,4.84,R,0.365,0.340,2%,0%,0%,5.0,5.0,5.0,-7.7,17.7,17.3,2.6,46.0,7.0
Spencer Turnbull,,P,6200,DET,@TOR,31%,5.79,3,0.339,19.4%,5.58,19.9%,4.19,4.20,R,0.299,,0%,0%,0%,0.0,0.0,0.0,-7.1,7.1,17.8,2.9,36.0,5.8
