Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna,,OF,4600,ATL,@NYM,3.97,Peterson,0.335,3%,L,R,0.370,-1%,0.218,1%,1,1,0,-10%,-6%,0%,14.3,16.1,16.1,6.9,25.3,12.5,2.7,9.7,2.1
Yordan Alvarez,,OF,4500,HOU,PHI,4.06,Nola,0.277,-10%,R,L,0.394,-1%,0.288,1%,x,x,-,0%,0%,0%,12.7,15.1,15.1,5.4,24.7,0.0,0.0,0.0,0.0
Max Muncy,,3B,4400,LAD,STL,4.50,Flaherty,0.318,-1%,R,L,0.355,-1%,0.248,0%,4,4,0,-2%,-3%,0%,16.4,16.2,16.2,-0.4,32.9,10.8,2.5,18.7,4.2
Peter Alonso,,1B,4400,NYM,ATL,3.53,Fried,0.264,-13%,L,R,0.367,1%,0.303,14%,4,4,0,-5%,-9%,0%,11.2,13.8,13.8,0.3,27.3,9.6,2.2,3.0,0.7
Randy Arozarena,2,OF,4400,TB,@CWS,4.70,Giolito,0.343,5%,R,R,0.330,-6%,0.163,-16%,3,3,0,7%,-4%,1%,14.3,14.3,14.3,3.5,25.1,12.3,2.8,6.0,1.4
Patrick Wisdom,,3B/OF,4300,CHC,@MIA,3.75,Luzardo,0.331,2%,L,R,0.362,6%,0.302,13%,7,5,-1,-6%,0%,-4%,15.4,14.1,14.1,-0.1,28.2,9.3,2.2,0.0,0.0
Mike Trout,,OF,4300,LAA,@MIL,4.20,Miley,0.322,0%,L,R,0.400,-3%,0.257,-15%,2,2,0,1%,-8%,0%,10.8,12.9,12.9,2.3,23.5,12.9,3.0,3.0,0.7
Rafael Devers,,3B,4200,BOS,CLE,4.32,Bieber,0.265,-12%,R,L,0.393,9%,0.298,28%,4,2,-2,3%,-6%,0%,10.7,13.5,13.5,1.0,25.9,11.0,2.6,3.0,0.7
Shohei Ohtani,,OF,4100,LAA,@MIL,4.20,Miley,0.233,-13%,L,L,0.358,-4%,0.249,-8%,3,3,0,-5%,-7%,0%,20.4,18.3,18.3,1.4,35.3,10.8,2.6,3.0,0.7
Aaron Judge,,OF,4100,NYY,@TEX,2.84,deGrom,0.204,-25%,R,R,0.427,1%,0.315,1%,x,x,-,0%,0%,0%,9.1,11.6,11.6,0.7,22.5,0.0,0.0,0.0,0.0
Marcus Semien,,2B,4100,TEX,NYY,4.16,Schmidt,0.266,-5%,R,R,0.351,1%,0.240,6%,1,1,0,-1%,0%,0%,18.1,14.2,14.2,3.0,25.4,11.2,2.7,12.5,3.0
