Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Freddy Peralta,0,P,46,MIL,@SD,43%,4.04,5.5,0.333,20.3%,4.07,31.2%,3.49,3.67,R,0.245,0.261,3%,1%,0%,29.6,29.6,29.6,26.9,32.3,17.9,3.9,6.0,1.3
Bryce Elder,,P,41,ATL,@KC,56%,3.97,5,0.300,22.5%,3.36,22.0%,4.22,4.05,R,0.289,0.274,0%,5%,0%,27.6,27.6,27.6,26.3,29.0,16.5,4.0,13.0,3.2
Hunter Brown,,P,40,HOU,TEX,62%,3.47,6.5,0.303,24.5%,5.62,27.0%,3.39,3.27,R,,,1%,0%,0%,21.2,21.2,21.2,2.4,40.0,20.2,5.0,28.7,7.2
George Kirby,1,P,40,SEA,COL,68%,3.17,5,0.323,22.5%,4.36,24.1%,3.39,3.41,R,0.256,0.362,2%,0%,0%,12.3,12.3,12.3,2.1,22.5,19.4,4.8,19.6,4.9
Seth Lugo,,P,38,SD,MIL,56%,3.46,5,0.330,23.6%,5.21,26.3%,3.36,3.54,R,0.291,0.306,2%,1%,0%,27.6,27.6,27.6,19.5,35.8,18.5,4.9,6.0,1.6
Tyler Anderson,,P,38,LAA,@BOS,52%,4.64,4.5,0.316,21.8%,5.43,19.2%,4.33,4.39,L,0.298,0.301,-4%,1%,0%,13.8,13.8,13.8,-0.2,27.8,13.4,3.5,-6.8,-1.8
Jon Gray,,P,37,TEX,@HOU,38%,4.53,5,0.327,20.7%,4.86,24.9%,3.92,3.80,R,0.326,0.293,4%,0%,0%,20.3,20.3,20.3,15.5,25.0,16.6,4.5,6.2,1.7
Tyler Mahle,,P,36,MIN,@NYY,44%,4.55,6,0.326,24.4%,4.71,26.7%,3.80,3.81,R,0.263,0.352,-2%,1%,0%,19.8,19.8,19.8,11.5,28.0,16.8,4.7,12.7,3.5
Anthony DeSclafani,,P,35,SF,@DET,56%,4.14,6,0.302,28.0%,3.31,22.2%,4.04,3.90,R,0.331,0.270,-1%,-1%,0%,27.8,27.8,27.8,27.1,28.5,16.1,4.6,20.6,5.9
Ryne Nelson,,P,35,ARI,@MIA,47%,4.37,4.5,0.312,24.1%,3.29,,,,R,,,8%,-2%,0%,11.8,11.8,11.8,4.9,18.6,15.0,4.3,19.5,5.6
Matt Strahm,,P,35,PHI,@CIN,51%,4.71,1.5,0.326,24.2%,4.46,24.8%,3.51,4.01,L,0.277,0.279,-3%,0%,0%,21.4,21.4,21.4,14.1,28.6,9.8,2.8,9.5,2.7
Braxton Garrett,,P,33,MIA,ARI,53%,4.13,4,0.338,,4.43,22.8%,3.95,3.77,L,0.297,0.361,1%,-2%,0%,15.0,15.0,15.0,15.0,15.0,14.9,4.5,19.6,5.9
Domingo German,,P,32,NYY,MIN,56%,3.95,4,0.323,22.6%,4.43,22.1%,4.15,4.31,R,0.289,0.327,-1%,1%,0%,9.5,9.5,9.5,-3.0,22.1,16.4,5.1,40.3,12.6
Carlos Carrasco,0,P,32,NYM,@OAK,63%,4.06,5,0.310,22.9%,4.07,22.4%,3.95,3.79,R,0.315,0.353,3%,1%,0%,-0.7,-0.7,-0.7,-5.5,4.2,16.3,5.1,9.8,3.1
Nick Pivetta,,P,32,BOS,LAA,48%,4.86,4.5,0.347,23.7%,5.23,24.5%,4.19,4.29,R,0.342,0.312,-3%,1%,0%,21.1,21.1,21.1,19.0,23.1,13.1,4.1,-0.1,-0.0
Steven Matz,,P,31,STL,PIT,62%,3.88,4,0.333,20.6%,4.00,23.1%,3.91,3.73,L,0.320,0.327,1%,2%,0%,7.6,7.6,7.6,1.2,14.0,17.0,5.5,17.8,5.7
Kyle Gibson,,P,31,BAL,@CWS,50%,4.50,4.5,0.320,21.6%,4.50,20.2%,4.25,4.07,R,0.336,0.295,1%,-2%,0%,19.1,19.1,19.1,10.8,27.3,13.9,4.5,1.9,0.6
Jameson Taillon,,P,30,CHC,@LAD,43%,4.83,4.5,0.329,21.0%,5.79,21.8%,4.06,4.20,R,0.319,0.303,2%,2%,0%,9.8,9.8,9.8,-0.1,19.6,13.1,4.4,25.4,8.5
Michael Kopech,,P,30,CWS,BAL,50%,4.50,4.5,0.323,20.8%,5.71,26.4%,4.00,4.25,R,0.296,0.288,0%,-2%,0%,10.8,10.8,10.8,-4.3,25.9,14.0,4.7,8.0,2.7
Roansy Contreras,,P,29,PIT,@STL,38%,5.12,4,0.327,19.5%,4.21,20.4%,4.53,4.55,R,0.300,0.326,3%,2%,0%,4.4,4.4,4.4,-16.8,25.6,11.2,3.9,17.9,6.2
