Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Aaron Judge,3,OF,6400,NYY,@BAL,4.37,Kremer,0.350,6%,R,R,0.429,1%,0.316,0%,2,2,0,5%,-9%,0%,11.2,11.2,11.2,5.3,17.1,11.0,1.7,7.0,1.1
Jose Ramirez,2,3B,6200,CLE,SEA,3.84,Gilbert,0.269,-11%,R,S,0.379,2%,0.269,5%,3,,0,0%,-10%,-3%,10.6,10.6,10.6,2.3,18.8,8.8,1.4,5.0,0.8
Ronald Acuna Jr.,3,OF,6200,ATL,SD,4.71,Martinez,0.307,-3%,R,R,0.370,0%,0.218,-1%,1,1,0,2%,-5%,0%,13.3,13.3,13.3,5.5,21.1,10.4,1.7,16.0,2.6
Trea Turner,1,SS,6100,PHI,CIN,4.31,Greene,0.332,1%,R,R,0.348,-6%,0.157,-17%,1,,0,2%,-6%,-4%,9.5,9.5,9.5,5.0,14.0,9.2,1.5,10.0,1.6
Shohei Ohtani,2,1B/OF,6100,LAA,TOR,4.81,Bassitt,0.311,-2%,R,L,0.388,3%,0.289,6%,3,3,0,5%,-4%,0%,12.5,12.5,12.5,4.0,21.1,10.0,1.6,8.0,1.3
Bryce Harper,,OF,6000,PHI,CIN,4.31,Greene,0.313,-1%,R,L,0.432,7%,0.324,18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Trout,3,OF,6000,LAA,TOR,4.81,Bassitt,0.272,-11%,R,R,0.428,2%,0.352,12%,2,2,0,2%,-4%,0%,11.0,11.0,11.0,2.6,19.4,9.6,1.6,16.0,2.7
Byron Buxton,1,OF,5900,MIN,HOU,3.94,Urquidy,0.325,1%,R,R,0.374,-1%,0.311,2%,1,3,2,-3%,-9%,-3%,8.0,8.0,8.0,3.5,12.5,9.1,1.5,8.0,1.4
Mookie Betts,3,2B/OF,5900,LAD,@ARI,5.41,Bumgarner,0.347,6%,L,R,0.364,0%,0.212,-7%,1,1,0,-2%,0%,0%,7.6,7.6,7.6,1.5,13.7,11.5,1.9,9.0,1.5
Yordan Alvarez,1,OF,5800,HOU,@MIN,3.56,Gray,0.276,-10%,R,L,0.398,-1%,0.292,2%,3,3,0,3%,-10%,-3%,12.7,12.7,12.7,6.1,19.2,8.6,1.5,4.0,0.7
C.J. Cron,4,1B,5800,COL,WAS,5.85,Gore,0.328,2%,L,R,0.357,-2%,0.256,6%,4,4,0,11%,-6%,0%,10.0,10.0,10.0,-6.1,26.1,9.2,1.6,3.0,0.5
Cedric Mullins,2,OF,5700,BAL,NYY,4.13,Schmidt,0.392,3%,R,S,0.361,7%,0.207,12%,1,1,1,1%,-7%,0%,14.7,14.7,14.7,4.5,24.8,8.7,1.5,0.0,0.0
Paul Goldschmidt,1,1B,5700,STL,@MIL,3.90,Woodruff,0.284,-8%,R,R,0.373,-7%,0.213,-13%,3,3,0,5%,-14%,-2%,10.8,10.8,10.8,4.4,17.3,8.1,1.4,2.0,0.4
Juan Soto,0,OF,5700,SD,@ATL,4.79,Shuster,,-4%,L,L,0.356,-9%,0.193,-12%,2,3,0,0%,-5%,0%,6.7,6.7,6.7,-1.0,14.5,8.9,1.6,9.0,1.6
Pete Alonso,2,1B,5600,NYM,MIA,4.46,Cabrera,0.354,1%,R,R,0.365,1%,0.244,-7%,4,,0,-5%,-7%,-1%,10.0,10.0,10.0,-2.0,22.0,8.2,1.5,19.0,3.4
Seiya Suzuki,,OF,5600,CHC,TEX,3.37,Eovaldi,0.322,0%,R,R,0.325,-2%,0.157,-6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julio Rodriguez,1,OF,5600,SEA,@CLE,3.66,Civale,0.325,0%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,10.4,10.4,10.4,4.3,16.6,8.5,1.5,24.0,4.3
Freddie Freeman,4,1B,5600,LAD,@ARI,5.41,Bumgarner,0.313,-2%,L,L,0.339,-10%,0.172,-10%,2,2,0,5%,0%,0%,9.6,9.6,9.6,2.3,16.8,9.9,1.8,5.0,0.9
Manny Machado,3,3B,5600,SD,@ATL,4.79,Shuster,,2%,L,R,0.379,2%,0.258,10%,3,2,0,8%,-6%,0%,5.2,5.2,5.2,1.6,8.7,9.2,1.6,19.0,3.4
Dansby Swanson,2,SS,5500,CHC,TEX,3.37,Eovaldi,0.322,0%,R,R,0.330,0%,0.179,0%,2,,0,-1%,-8%,-9%,11.6,11.6,11.6,9.2,14.0,7.3,1.3,7.0,1.3
Bryan Reynolds,2,OF,5500,PIT,CWS,4.05,Giolito,0.279,-9%,R,S,0.375,3%,0.235,12%,2,,0,2%,-7%,0%,16.2,16.2,16.2,5.2,27.2,8.5,1.5,39.0,7.1
Tim Anderson,2,SS,5500,CWS,@PIT,4.45,Hill,0.329,2%,L,R,0.396,11%,0.210,30%,1,1,0,-3%,-6%,0%,7.7,7.7,7.7,1.7,13.8,9.4,1.7,34.0,6.2
