Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Max Muncy,,3B,24,LAD,STL,5.64,Woodford,0.348,3%,R,L,0.357,-1%,0.249,0%,4,4,0,-2%,-2%,0%,12.4,11.9,11.9,0.2,23.5,9.2,3.8,4.5,1.9
Ronald Acuna Jr.,,OF,24,ATL,@NYM,4.21,Megill,0.259,-10%,R,R,0.376,1%,0.217,0%,x,1,-,-9%,-5%,0%,10.5,11.9,11.9,5.3,18.6,0.0,0.0,0.0,0.0
Corbin Carroll,,OF,23,ARI,@COL,6.34,Gomber,0.300,-3%,L,L,0.328,-6%,0.158,-17%,x,x,-,0%,0%,0%,11.2,10.1,10.1,1.5,18.7,0.0,0.0,0.0,0.0
Mike Trout,,OF,22,LAA,@MIL,4.81,Rea,,-1%,R,R,0.433,4%,0.360,15%,2,2,0,1%,0%,0%,11.4,10.7,10.7,1.2,20.1,10.3,4.7,0.0,0.0
Jack Suwinski,,OF,22,PIT,@WAS,4.64,Gray,0.378,11%,R,L,0.373,8%,0.265,11%,5,,0,2%,-6%,0%,14.9,10.4,10.4,1.1,19.6,8.5,3.9,0.0,0.0
Mike Yastrzemski,0,OF,22,SF,@SD,8.88,Darvish,0.272,-11%,R,L,0.344,4%,0.238,10%,7,7,-1,-2%,-2%,0%,9.9,8.5,8.5,0.3,16.7,9.2,4.2,7.1,3.2
Thairo Estrada,0,2B,22,SF,@SD,8.88,Darvish,0.282,-9%,R,R,0.333,0%,0.149,-4%,2,2,1,-7%,-2%,0%,10.6,10.4,10.4,2.4,18.4,10.5,4.8,2.6,1.2
Xander Bogaerts,0,SS,22,SD,SF,10.62,Cobb,0.293,-6%,R,R,0.365,-2%,0.184,-2%,4,4,0,-4%,-2%,0%,7.8,9.0,9.0,2.6,15.4,10.5,4.8,4.5,2.0
Matt Chapman,,3B,22,TOR,SEA,5.30,Gonzales,0.337,3%,L,R,0.352,5%,0.251,17%,4,,0,0%,0%,0%,8.1,10.5,10.5,2.4,18.6,8.5,3.9,18.7,8.5
Jose Ramirez,,3B,21,CLE,@BOS,4.37,Sale,0.367,8%,L,S,0.351,-5%,0.233,-8%,3,,0,13%,-6%,-2%,9.1,9.3,9.3,2.1,16.6,10.4,5.0,0.0,0.0
Yordan Alvarez,,OF,21,HOU,PHI,5.00,Falter,0.313,-3%,L,L,0.405,1%,0.282,-1%,3,3,0,-1%,4%,0%,10.0,10.9,10.9,4.3,17.5,9.7,4.6,5.2,2.5
Bryan Reynolds,,OF,21,PIT,@WAS,4.64,Gray,0.378,11%,R,S,0.375,4%,0.233,13%,2,,0,2%,-6%,0%,9.3,10.5,10.5,0.4,20.5,9.8,4.7,9.7,4.6
Matt Olson,,1B,21,ATL,@NYM,4.21,Megill,0.396,10%,R,L,0.365,2%,0.257,1%,x,2,-,-8%,-7%,0%,8.8,10.6,10.6,1.8,19.4,0.0,0.0,0.0,0.0
Yandy Diaz,,1B,20,TB,@CWS,5.14,Clevinger,0.330,0%,R,R,0.351,-2%,0.126,-16%,x,x,-,0%,0%,0%,9.6,10.1,10.1,0.7,19.4,0.0,0.0,0.0,0.0
Randy Arozarena,,OF,20,TB,@CWS,5.14,Clevinger,0.330,0%,R,R,0.331,-6%,0.165,-16%,2,,1,7%,-9%,2%,12.2,11.1,11.1,2.6,19.7,9.6,4.8,2.6,1.3
Brent Rooker,,OF,20,OAK,CIN,3.71,Lodolo,0.367,10%,L,R,0.313,0%,0.172,1%,3,3,0,-5%,-2%,0%,12.9,12.3,12.3,1.1,23.5,7.4,3.7,23.2,11.6
James Outman,,OF,20,LAD,STL,5.64,Woodford,0.348,3%,R,L,0.439,6%,0.368,16%,6,6,-1,-2%,-2%,0%,10.7,10.3,10.3,-0.4,21.0,8.7,4.3,11.3,5.7
Brandon Marsh,,OF,20,PHI,@HOU,4.00,Urquidy,0.269,-11%,R,L,0.333,6%,0.168,13%,5,5,1,1%,3%,0%,8.7,9.5,9.5,2.0,17.0,6.8,3.4,2.6,1.3
Jorge Mateo,,SS,20,BAL,@DET,4.62,Turnbull,0.290,-6%,R,R,0.301,1%,0.166,3%,7,,0,3%,-5%,0%,12.7,11.6,11.6,4.5,18.6,7.5,3.8,14.2,7.1
Willy Adames,,SS,20,MIL,LAA,5.19,Suarez,0.316,-1%,L,R,0.300,-9%,0.188,-11%,2,,1,1%,0%,0%,7.2,8.3,8.3,0.9,15.6,9.1,4.5,2.6,1.3
Mitch Haniger,0,OF,20,SF,@SD,8.88,Darvish,0.282,-9%,R,R,0.321,-5%,0.204,-9%,4,6,1,-6%,-3%,0%,12.9,12.9,12.9,2.0,23.7,9.6,4.8,14.2,7.1
Ketel Marte,,2B,19,ARI,@COL,6.34,Gomber,0.353,7%,L,S,0.411,15%,0.270,32%,1,1,1,26%,-3%,0%,9.0,7.6,7.6,0.8,14.4,11.4,6.0,2.6,1.4
Paul Goldschmidt,,1B,19,STL,@LAD,4.86,Syndergaard,0.308,-2%,R,R,0.374,-6%,0.214,-12%,2,2,0,7%,-2%,0%,8.8,9.6,9.6,1.4,17.7,9.7,5.1,2.6,1.4
Freddie Freeman,,1B,19,LAD,STL,5.64,Woodford,0.348,3%,R,L,0.399,6%,0.198,5%,2,2,0,-2%,-2%,0%,7.7,8.6,8.6,1.1,16.2,10.2,5.4,9.4,4.9
