Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Gerrit Cole,0,P,57,NYY,@TEX,62%,3.47,9.5,0.297,25.0%,6.42,32.6%,2.90,2.90,R,0.279,0.275,-1%,2%,0%,31.8,31.8,31.8,19.2,44.3,25.4,4.5,29.7,5.2
Shohei Ohtani,0,P,56,LAA,OAK,73%,3.14,8,0.307,24.1%,3.68,31.8%,3.16,3.11,R,0.288,0.235,-1%,0%,0%,11.0,12.6,12.6,1.5,23.6,20.9,3.7,21.3,3.8
Shane McClanahan,,P,53,TB,@CWS,60%,3.13,6.5,0.335,21.7%,3.84,29.2%,3.20,2.91,L,0.291,0.267,-1%,1%,0%,27.6,27.6,27.6,24.1,31.1,22.1,4.2,18.7,3.5
Julio Urias,,P,50,LAD,@PIT,60%,3.32,5.5,0.316,23.3%,5.04,25.3%,3.63,3.73,L,0.261,0.270,0%,3%,0%,20.5,20.5,20.5,7.8,33.2,20.3,4.1,6.9,1.4
Dylan Cease,0,P,47,CWS,TB,40%,3.87,6.5,0.316,23.1%,6.28,30.9%,3.55,3.63,R,0.304,0.266,0%,2%,0%,21.5,21.5,21.5,11.3,31.7,19.7,4.2,-3.9,-0.8
Joey Lucchesi,,P,45,NYM,WAS,67%,3.42,5,0.321,21.9%,3.70,27.6%,3.64,3.76,L,,0.300,1%,2%,0%,37.6,37.6,37.6,37.6,37.6,17.7,3.9,9.7,2.2
Logan Webb,,P,43,SF,STL,60%,3.80,5.5,0.322,21.5%,4.44,23.7%,3.30,3.04,R,0.319,0.253,1%,-1%,0%,19.7,19.7,19.7,9.6,29.9,19.2,4.5,22.8,5.3
George Kirby,,P,40,SEA,@PHI,51%,4.22,5.5,0.326,23.5%,4.52,23.7%,3.43,3.46,R,0.246,0.357,-1%,3%,0%,17.1,17.1,17.1,8.8,25.5,18.0,4.5,31.5,7.9
Tyler Mahle,0,P,39,MIN,KC,67%,3.24,6,0.294,23.8%,3.28,26.5%,3.82,3.85,R,0.260,0.353,0%,1%,0%,18.6,18.6,18.6,12.3,24.9,19.9,5.1,20.2,5.2
Kyle Wright,,P,39,ATL,MIA,61%,3.75,4.5,0.319,20.9%,3.20,22.7%,3.70,3.58,R,0.334,0.274,-1%,4%,0%,7.5,7.5,7.5,-3.0,18.0,17.9,4.6,18.3,4.7
Andrew Heaney,,P,38,TEX,NYY,38%,4.53,4,0.339,17.8%,4.32,29.5%,3.43,3.76,L,0.313,0.334,-1%,2%,0%,15.4,15.4,15.4,-3.4,34.3,16.5,4.3,17.7,4.7
Kyle Gibson,0,P,36,BAL,@DET,59%,3.62,6,0.295,26.6%,3.04,20.3%,4.25,4.06,R,0.337,0.293,1%,2%,0%,19.5,19.5,19.5,5.3,33.7,17.9,5.0,4.0,1.1
Matt Strahm,,P,35,PHI,SEA,49%,4.28,1.5,0.337,24.5%,4.50,27.7%,3.34,3.75,L,0.275,0.286,0%,2%,0%,19.9,19.9,19.9,11.3,28.5,14.2,4.1,27.3,7.8
Hayden Wesneski,,P,34,CHC,SD,40%,4.74,3.5,0.347,21.6%,3.73,21.2%,4.05,4.13,R,,0.297,1%,2%,0%,9.2,9.2,9.2,-7.9,26.3,12.1,3.6,18.5,5.4
Miles Mikolas,,P,34,STL,@SF,40%,4.70,3.5,0.336,21.6%,4.62,18.6%,4.15,3.94,R,0.294,0.306,1%,-2%,0%,7.2,7.2,7.2,0.6,13.8,14.0,4.1,28.7,8.4
Seth Lugo,,P,32,SD,@CHC,60%,3.76,5,0.315,21.8%,5.65,26.2%,3.37,3.52,R,0.295,0.310,-1%,2%,0%,20.3,20.3,20.3,9.0,31.5,16.9,5.3,5.8,1.8
Braxton Garrett,,P,32,MIA,@ATL,39%,4.75,3.5,0.349,19.6%,5.20,22.4%,3.94,3.75,L,0.290,0.354,-6%,7%,0%,18.1,18.1,18.1,15.4,20.7,13.3,4.2,14.1,4.4
Trevor Williams,,P,32,WAS,@NYM,33%,5.08,3,0.346,19.2%,4.52,21.7%,4.01,4.05,R,0.343,0.312,2%,6%,-1%,14.1,14.1,14.1,8.9,19.3,10.8,3.4,5.1,1.6
Mitch Keller,,P,31,PIT,LAD,40%,4.18,5,0.335,23.4%,5.20,20.3%,4.49,4.33,R,0.351,0.334,1%,3%,0%,19.6,19.6,19.6,11.0,28.1,15.1,4.9,32.6,10.5
Joey Wentz,0,P,29,DET,BAL,41%,4.38,4,0.310,24.1%,5.21,19.6%,4.84,4.96,L,,0.315,0%,3%,0%,6.9,6.9,6.9,-6.7,20.5,12.7,4.4,20.5,7.1
JP Sears,,P,29,OAK,@LAA,27%,5.36,5,0.325,25.2%,5.24,19.7%,4.33,4.57,L,,0.322,-5%,1%,0%,15.9,15.9,15.9,9.4,22.4,12.8,4.4,0.9,0.3
Zack Greinke,,P,28,KC,@MIN,33%,4.76,3.5,0.329,24.1%,4.36,15.2%,4.65,4.34,R,0.276,0.336,3%,3%,0%,12.3,12.3,12.3,6.8,17.8,11.4,4.1,-6.0,-2.1
