Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna Jr.,,OF,6500,ATL,@NYM,3.97,Peterson,0.335,3%,L,R,0.370,-1%,0.218,1%,1,1,0,-9%,-7%,0%,11.3,12.5,12.5,5.5,19.6,9.7,1.5,7.0,1.1
Aaron Judge,,OF,6400,NYY,@TEX,2.84,deGrom,0.204,-25%,R,R,0.427,1%,0.315,1%,x,x,-,0%,0%,0%,6.7,8.7,8.7,0.5,16.9,0.0,0.0,0.0,0.0
Shohei Ohtani,,1B/OF,6300,LAA,@MIL,4.20,Miley,0.233,-13%,L,L,0.358,-4%,0.249,-8%,3,3,0,-5%,-7%,0%,14.5,12.7,12.7,2.4,23.0,8.2,1.3,3.0,0.5
Rafael Devers,,3B,6200,BOS,CLE,4.32,Bieber,0.265,-12%,R,L,0.393,9%,0.298,28%,4,2,-2,3%,-6%,0%,7.8,9.9,9.9,0.9,18.9,8.2,1.3,2.0,0.3
Mike Trout,2,OF,6100,LAA,@MIL,4.20,Miley,0.322,0%,L,R,0.400,-3%,0.257,-15%,2,2,0,1%,-8%,0%,8.6,9.8,9.8,1.9,17.6,9.8,1.6,3.0,0.5
Vladimir Guerrero Jr.,0,1B,6000,TOR,SEA,4.29,Castillo,0.282,-9%,R,R,0.391,4%,0.257,8%,3,2,0,1%,0%,0%,9.8,9.8,9.8,3.3,16.4,8.6,1.4,4.0,0.7
Marcus Semien,1,2B,5900,TEX,NYY,4.16,Schmidt,0.266,-5%,R,R,0.351,1%,0.240,6%,1,1,0,-1%,0%,0%,13.4,10.5,10.5,2.4,18.7,8.5,1.4,9.0,1.5
Pete Alonso,,1B,5900,NYM,ATL,3.53,Fried,0.264,-13%,L,R,0.367,1%,0.303,14%,4,4,0,-5%,-9%,0%,8.2,10.2,10.2,0.4,19.9,7.2,1.2,3.0,0.5
Bo Bichette,0,SS,5900,TOR,SEA,4.29,Castillo,0.282,-9%,R,R,0.348,-3%,0.178,-5%,2,x,0,1%,0%,0%,6.6,9.1,9.1,0.6,17.6,8.1,1.4,0.0,0.0
Yordan Alvarez,,OF,5800,HOU,PHI,4.06,Nola,0.277,-10%,R,L,0.394,-1%,0.288,1%,x,x,-,0%,0%,0%,9.0,10.8,10.8,3.9,17.6,0.0,0.0,0.0,0.0
