Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Matt Chapman,,3B,27,TOR,DET,5.79,Turnbull,,-3%,R,R,0.323,-3%,0.191,-11%,x,x,-,0%,0%,0%,15.6,14.1,14.1,4.6,23.5,0.0,0.0,0.0,0.0
Adley Rutschman,,C,24,BAL,OAK,5.97,Oller,0.388,11%,R,L,0.392,6%,0.225,13%,2,,0,2%,2%,0%,8.9,10.5,10.5,0.6,20.5,9.9,4.1,14.2,5.9
Bryan Reynolds,,OF,24,PIT,@STL,3.29,Montgomery,0.304,-4%,L,S,0.341,-6%,0.169,-20%,x,x,-,0%,0%,0%,14.3,12.7,12.7,0.0,25.5,0.0,0.0,0.0,0.0
Vladimir Guerrero Jr.,,1B,23,TOR,DET,5.79,Turnbull,,-3%,R,R,0.392,4%,0.256,8%,3,,0,0%,-1%,0%,10.4,10.6,10.6,4.4,16.8,10.2,4.4,7.1,3.1
Bo Bichette,0,SS,23,TOR,DET,5.79,Turnbull,,-3%,R,R,0.346,-3%,0.179,-6%,2,,0,1%,-1%,0%,10.3,10.6,10.6,2.0,19.2,9.5,4.1,5.2,2.3
Aaron Judge,,OF,23,NYY,MIN,4.81,Ryan,0.290,-8%,R,R,0.430,1%,0.317,0%,2,,0,1%,5%,1%,9.9,10.8,10.8,2.3,19.2,11.1,4.8,0.0,0.0
Ryan Mountcastle,,1B,22,BAL,OAK,5.97,Oller,0.378,10%,R,R,0.321,-2%,0.196,-5%,3,,0,2%,2%,0%,11.4,12.2,12.2,-0.7,25.1,9.0,4.1,14.2,6.5
Gleyber Torres,,2B,22,NYY,MIN,4.81,Ryan,0.290,-8%,R,R,0.315,-5%,0.138,-18%,1,,3,1%,4%,1%,11.1,12.4,12.4,1.7,23.0,8.3,3.8,0.0,0.0
Brandon Lowe,,2B,21,TB,BOS,4.83,Kluber,0.308,-3%,R,L,0.373,5%,0.263,4%,2,,0,-3%,0%,0%,12.9,12.9,12.9,1.2,24.6,8.7,4.1,20.6,9.8
Paul Goldschmidt,,1B,21,STL,PIT,5.21,Velasquez,0.340,4%,R,R,0.374,-6%,0.211,-13%,3,,0,-3%,-1%,0%,9.6,10.1,10.1,4.2,16.0,9.7,4.6,5.2,2.5
Xander Bogaerts,,SS,21,SD,MIL,4.90,Rea,,-1%,R,R,0.364,-2%,0.183,-4%,4,4,-1,-4%,-5%,1%,10.3,11.0,11.0,4.5,17.6,7.9,3.8,5.2,2.5
Wander Franco,,SS,20,TB,BOS,4.83,Kluber,0.308,-3%,R,L,0.323,-6%,0.154,-11%,4,,-1,-2%,0%,0%,11.4,12.8,12.8,4.0,21.6,8.0,4.0,4.5,2.3
Jordan Walker,,OF,20,STL,PIT,5.21,Velasquez,0.340,4%,R,R,0.382,0%,0.132,-3%,8,,-1,-3%,-1%,0%,7.9,7.9,7.9,1.1,14.6,6.4,3.2,0.0,0.0
Austin Hays,,OF,19,BAL,OAK,5.97,Oller,0.378,10%,R,R,0.310,-3%,0.180,-3%,5,,0,1%,2%,0%,11.3,10.2,10.2,-3.0,23.5,8.2,4.3,11.6,6.1
Yandy Diaz,,1B,19,TB,BOS,4.83,Kluber,0.324,1%,R,R,0.344,-3%,0.117,-19%,1,,0,-4%,0%,0%,11.1,11.1,11.1,-1.2,23.4,8.0,4.2,14.2,7.5
Randy Arozarena,,OF,19,TB,BOS,4.83,Kluber,0.324,1%,R,R,0.327,-6%,0.163,-16%,3,,0,-4%,0%,0%,12.1,11.8,11.8,4.5,19.1,8.7,4.6,6.4,3.4
Nolan Arenado,,3B,19,STL,PIT,5.21,Velasquez,0.340,4%,R,R,0.351,-3%,0.215,-11%,4,,0,-3%,-1%,0%,9.2,9.3,9.3,2.2,16.4,8.8,4.6,2.6,1.4
Nolan Gorman,,2B,19,STL,PIT,5.21,Velasquez,0.365,9%,R,L,0.338,2%,0.228,6%,6,,0,-5%,-1%,0%,10.9,10.9,10.9,2.1,19.7,8.0,4.2,6.8,3.6
George Springer,0,OF,18,TOR,DET,5.79,Turnbull,,-3%,R,R,0.360,0%,0.232,0%,1,,0,0%,-1%,0%,7.4,8.8,8.8,1.5,16.1,9.8,5.4,2.6,1.4
Daulton Varsho,0,OF,18,TOR,DET,5.79,Turnbull,0.299,-3%,R,L,0.337,5%,0.230,19%,4,,0,-5%,-1%,0%,9.1,9.2,9.2,4.7,13.8,9.2,5.1,0.0,0.0
Willy Adames,,SS,18,MIL,@SD,4.10,Martinez,0.314,-2%,R,R,0.348,6%,0.232,9%,2,3,0,-8%,-5%,1%,10.0,9.0,9.0,0.9,17.1,8.2,4.6,13.6,7.6
Byron Buxton,,OF,18,MIN,@NYY,4.19,Brito,,-1%,R,R,0.373,-1%,0.309,2%,3,,-2,5%,5%,1%,8.7,8.7,8.7,3.2,14.2,9.3,5.2,7.1,3.9
Giancarlo Stanton,,OF,18,NYY,MIN,4.81,Ryan,0.290,-8%,R,R,0.355,1%,0.261,5%,4,,0,1%,5%,1%,8.9,8.9,8.9,2.8,15.0,8.3,4.6,0.0,0.0
Franchy Cordero,,OF,18,NYY,MIN,4.81,Ryan,0.273,-10%,R,L,0.295,1%,0.175,6%,7,,0,1%,4%,1%,12.5,12.5,12.5,5.0,20.0,6.4,3.6,0.0,0.0
Jorge Mateo,,SS,17,BAL,OAK,5.97,Oller,0.378,10%,R,R,0.291,1%,0.150,-1%,9,,-1,1%,2%,0%,10.8,10.8,10.8,3.0,18.7,7.2,4.2,8.0,4.7
Kevin Kiermaier,,OF,17,TOR,DET,5.79,Turnbull,0.299,-3%,R,L,0.309,0%,0.163,20%,x,x,-,0%,0%,0%,8.1,8.1,8.1,0.0,16.2,0.0,0.0,0.0,0.0
Andrew McCutchen,,OF,17,PIT,@STL,3.29,Montgomery,0.304,-4%,L,R,0.378,14%,0.251,36%,2,3,1,-4%,-1%,0%,9.6,9.6,9.6,1.3,17.9,7.3,4.3,11.6,6.8
Brian Anderson,,3B,17,MIL,@SD,4.10,Martinez,0.314,-2%,R,R,0.321,3%,0.132,-9%,6,7,0,-8%,-5%,1%,9.7,9.1,9.1,-2.8,20.9,6.5,3.8,2.6,1.5
Garrett Mitchell,,OF,17,MIL,@SD,4.10,Martinez,0.314,-1%,R,L,0.375,3%,0.196,4%,5,6,1,-5%,-4%,1%,9.5,8.6,8.6,0.4,16.8,7.4,4.4,0.0,0.0
Juan Soto,0,OF,17,SD,MIL,4.90,Rea,,1%,R,L,0.428,9%,0.250,12%,3,3,0,-2%,-5%,1%,10.3,9.1,9.1,1.3,16.9,10.1,5.9,0.0,0.0
Ramon Laureano,,OF,16,OAK,@BAL,4.03,Irvin,0.318,-1%,L,R,0.342,7%,0.186,-1%,2,,3,8%,2%,0%,9.1,8.3,8.3,1.6,14.9,8.7,5.4,0.0,0.0
Josh Lowe,,OF,16,TB,BOS,4.83,Kluber,0.308,-3%,R,L,0.350,5%,0.193,7%,8,,-1,-2%,0%,0%,11.8,11.8,11.8,3.7,19.8,6.6,4.1,4.5,2.8
Tyler O'Neill,,OF,16,STL,PIT,5.21,Velasquez,0.340,4%,R,R,0.345,0%,0.219,2%,7,,-1,-3%,-1%,0%,7.9,7.9,7.9,0.1,15.6,8.2,5.1,5.2,3.3
Tommy Edman,,SS,16,STL,PIT,5.21,Velasquez,0.365,9%,R,S,0.298,-6%,0.103,-26%,9,,-3,-4%,-1%,0%,6.1,6.1,6.1,-0.3,12.6,7.0,4.4,0.0,0.0
Alec Burleson,,OF,16,STL,PIT,5.21,Velasquez,0.365,9%,R,L,0.310,0%,0.164,1%,2,,0,-5%,-1%,0%,8.2,8.2,8.2,-0.7,17.0,8.1,5.1,2.6,1.6
Brandon Marsh,,OF,16,PHI,@CIN,4.42,Lodolo,,-2%,L,L,0.248,-11%,0.076,-28%,x,x,-,0%,0%,0%,10.6,10.6,10.6,2.0,19.2,0.0,0.0,2.6,1.6
Spencer Steer,,3B,16,CIN,PHI,4.58,Falter,0.340,4%,L,R,0.428,5%,0.276,10%,2,,4,6%,1%,0%,8.7,8.7,8.7,1.9,15.5,8.4,5.3,11.6,7.3
Anthony Rizzo,,1B,16,NYY,MIN,4.81,Ryan,0.273,-10%,R,L,0.333,-3%,0.213,2%,3,,0,1%,4%,1%,8.1,7.6,7.6,1.0,14.2,8.6,5.4,31.0,19.4
Cedric Mullins,,OF,15,BAL,OAK,5.97,Oller,0.388,11%,R,S,0.358,7%,0.204,13%,1,,1,1%,2%,0%,5.9,8.8,8.8,-0.3,17.8,10.2,6.8,9.4,6.3
