Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jacob deGrom,6,SP,11500,TEX,NYY,67%,2.84,8,0.301,21.6%,4.31,43.8%,1.71,1.62,R,0.223,0.204,0%,0%,0%,24.7,24.7,24.7,13.2,36.2,25.3,2.2,11.1,1.0
Luis Castillo,2,SP,10300,SEA,@TOR,49%,4.29,5.5,0.340,21.2%,4.80,25.7%,3.70,3.41,R,0.305,0.282,-2%,0%,0%,23.7,23.7,23.7,14.8,32.6,16.4,1.6,10.5,1.0
Framber Valdez,3,SP,10000,HOU,PHI,57%,3.44,5.5,0.333,21.1%,4.38,23.1%,3.37,3.20,L,0.279,0.280,1%,0%,0%,21.7,21.7,21.7,17.2,26.2,18.4,1.8,10.9,1.1
Aaron Nola,3,SP,9600,PHI,@HOU,42%,4.06,6.5,0.311,22.9%,4.88,28.7%,3.14,3.16,R,0.277,0.292,2%,0%,0%,11.0,11.0,11.0,5.9,16.1,17.6,1.8,30.2,3.1
Shane Bieber,2,SP,9300,CLE,@BOS,54%,4.32,5,0.331,19.3%,5.62,26.8%,3.33,3.08,R,0.265,0.277,-4%,4%,0%,14.6,14.6,14.6,9.7,19.4,15.5,1.7,19.6,2.1
Zach Eflin,2,SP,9000,TB,@CWS,60%,3.80,5,0.317,23.3%,3.88,22.0%,3.74,3.64,R,0.335,0.298,-2%,2%,0%,20.1,20.1,20.1,19.4,20.8,13.8,1.5,11.8,1.3
Marcus Stroman,,SP,8900,CHC,@MIA,50%,3.75,4.5,0.318,21.6%,3.27,21.7%,3.84,3.52,R,0.292,0.277,1%,0%,0%,20.3,20.3,20.3,11.5,29.0,15.4,1.7,11.4,1.3
Wade Miley,,SP,8700,MIL,LAA,56%,4.20,4,0.351,23.6%,5.35,18.1%,4.51,4.18,L,0.233,0.322,0%,6%,0%,18.5,18.5,18.5,7.1,29.8,12.3,1.4,11.3,1.3
Jesus Luzardo,,SP,8300,MIA,CHC,50%,3.75,6,0.336,23.2%,5.62,26.2%,3.98,3.94,L,0.301,0.331,1%,0%,0%,17.6,17.6,17.6,8.6,26.6,18.3,2.2,18.1,2.2
Jack Flaherty,0,SP,8200,STL,@LAD,45%,4.50,4.5,0.336,21.0%,5.08,24.0%,4.47,4.44,R,0.318,0.301,1%,2%,0%,15.6,15.6,15.6,8.4,22.8,12.9,1.6,10.5,1.3
Dustin May,0,SP,7900,LAD,STL,55%,4.00,5.5,0.331,21.1%,4.50,24.9%,3.92,3.78,R,0.295,0.248,1%,1%,0%,14.9,14.9,14.9,4.9,24.9,14.6,1.8,15.1,1.9
Nick Pivetta,,SP,7800,BOS,CLE,46%,4.68,4,0.326,18.0%,3.80,24.5%,4.19,4.28,R,0.342,0.316,-3%,3%,0%,14.4,14.4,14.4,4.5,24.3,11.8,1.5,8.4,1.1
Max Fried,2,SP,7700,ATL,@NYM,55%,3.53,4,0.340,19.0%,4.69,23.3%,3.53,3.28,L,0.269,0.264,4%,4%,0%,16.4,16.4,16.4,8.3,24.6,16.1,2.1,31.9,4.1
