Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna,1,OF,4700,ATL,@SD,4.66,Martinez,0.315,-2%,R,R,0.374,0%,0.213,-2%,1,1,0,-8%,-2%,0%,15.5,16.5,16.5,6.6,26.5,13.3,2.8,12.0,2.6
Matt Chapman,,3B,4600,TOR,@HOU,4.50,Garcia,0.270,-11%,R,R,0.324,-3%,0.196,-9%,5,5,0,-2%,2%,1%,18.1,16.5,16.5,3.9,29.2,10.1,2.2,3.0,0.7
Yordan Alvarez,,OF,4500,HOU,TOR,4.50,Berrios,0.349,6%,R,L,0.396,-1%,0.288,1%,3,3,0,-1%,2%,1%,13.3,14.9,14.9,4.8,24.9,13.7,3.0,6.2,1.4
Matt Olson,,1B,4400,ATL,@SD,4.66,Martinez,0.317,-1%,R,L,0.368,3%,0.259,2%,2,2,0,-4%,-2%,0%,15.1,16.4,16.4,3.4,29.4,12.2,2.8,0.0,0.0
Bryan Reynolds,1,OF,4400,PIT,@COL,5.64,Gomber,0.349,6%,L,S,0.341,-6%,0.167,-19%,2,2,0,28%,-6%,0%,7.2,14.9,14.9,-0.5,30.3,14.2,3.2,0.0,0.0
Rafael Devers,,3B,4400,BOS,MIN,4.21,Ryan,0.273,-10%,R,L,0.397,10%,0.298,28%,4,2,-1,3%,-8%,0%,16.1,15.1,15.1,2.0,28.3,11.5,2.6,0.0,0.0
Mike Trout,1,OF,4300,LAA,@NYY,4.51,Brito,,-1%,R,R,0.427,3%,0.351,13%,3,3,-1,0%,-5%,1%,12.5,13.4,13.4,2.8,24.0,12.7,3.0,6.0,1.4
Aaron Judge,0,OF,4300,NYY,LAA,4.99,Canning,0.355,4%,R,R,0.428,1%,0.317,0%,2,2,0,1%,-5%,1%,11.8,12.6,12.6,2.1,23.1,15.5,3.6,28.2,6.6
Francisco Lindor,1,SS,4200,NYM,@LAD,4.51,Syndergaard,0.337,2%,R,S,0.332,0%,0.181,0%,3,3,0,0%,-3%,0%,15.5,13.9,13.9,-0.4,28.3,11.7,2.8,12.2,2.9
Wander Franco,,SS,4200,TB,@CIN,5.83,Stoudt,,1%,R,L,0.318,-7%,0.151,-11%,x,x,-,0%,0%,0%,10.6,13.6,13.6,2.6,24.7,0.0,0.0,0.0,0.0
Bo Bichette,,SS,4200,TOR,@HOU,4.50,Garcia,0.270,-11%,R,R,0.349,-3%,0.178,-5%,2,2,0,-3%,2%,1%,11.8,12.5,12.5,1.7,23.2,11.1,2.6,0.0,0.0
Jorge Mateo,,SS,4100,BAL,@WAS,4.84,Gore,0.318,0%,L,R,0.286,0%,0.158,3%,6,8,2,-2%,-2%,0%,13.7,16.0,16.0,5.8,26.2,10.2,2.5,0.0,0.0
Brandon Lowe,1,2B,4100,TB,@CIN,5.83,Stoudt,,1%,R,L,0.372,5%,0.262,4%,2,,0,20%,-5%,0%,19.2,15.0,15.0,0.1,29.8,13.6,3.3,12.7,3.1
Julio E. Rodriguez,,OF,4000,SEA,MIL,4.47,Lauer,0.307,-3%,L,R,,2%,,7%,1,1,0,0%,0%,0%,10.6,12.9,12.9,4.1,21.8,11.8,3.0,25.2,6.3
Peter Alonso,1,1B,4000,NYM,@LAD,4.51,Syndergaard,0.305,-3%,R,R,0.366,0%,0.243,-9%,4,4,0,9%,-3%,0%,14.0,14.6,14.6,2.1,27.0,12.1,3.0,3.0,0.8
Fernando Tatis Jr.,,OF,4000,SD,ATL,4.34,Morton,0.290,-7%,R,R,0.404,-1%,0.334,5%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adley Rutschman,,C,3900,BAL,@WAS,4.84,Gore,,-5%,L,L,0.289,-10%,0.102,-25%,2,2,0,3%,-2%,0%,15.5,13.6,13.6,1.5,25.6,11.0,2.8,6.5,1.7
Kyle Tucker,,OF,3900,HOU,TOR,4.50,Berrios,0.349,6%,R,L,0.379,4%,0.234,-2%,5,5,0,-1%,2%,1%,11.1,13.1,13.1,2.5,23.7,12.8,3.3,12.7,3.3
Luis Robert Jr.,,OF,3800,CWS,PHI,4.19,Walker,0.300,-5%,R,R,0.327,-8%,0.159,-16%,2,,0,1%,-4%,-2%,12.6,12.2,12.2,-1.2,25.6,10.6,2.8,9.2,2.4
C.J. Cron,,1B,3800,COL,PIT,5.36,Oviedo,0.306,-3%,R,R,0.363,1%,0.229,-3%,x,x,-,0%,0%,0%,5.5,9.3,9.3,-5.6,24.3,0.0,0.0,0.0,0.0
Xander Bogaerts,,SS,3800,SD,ATL,4.34,Morton,0.290,-7%,R,R,0.365,-2%,0.180,-4%,4,4,-1,-4%,-2%,0%,9.2,12.1,12.1,3.3,20.9,10.1,2.7,3.0,0.8
