Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Aaron Judge,,OF,4500,NYY,@CLE,4.79,Battenfield,,-1%,R,R,0.431,1%,0.318,0%,2,,0,-1%,1%,0%,14.2,15.2,15.2,4.0,26.5,15.1,3.4,3.0,0.7
Mike Trout,,OF,4500,LAA,WAS,5.07,Gore,0.319,0%,L,R,0.407,-2%,0.267,-12%,2,2,0,2%,-6%,0%,16.3,15.0,15.0,4.0,26.1,13.7,3.0,3.0,0.7
Yordan Alvarez,,OF,4400,HOU,@PIT,5.24,Hill,0.273,-7%,L,L,0.405,1%,0.279,-2%,x,x,-,0%,0%,0%,15.3,16.1,16.1,5.3,27.0,0.0,0.0,0.0,0.0
Matt Chapman,0,3B,4400,TOR,DET,5.58,Rodriguez,0.320,0%,L,R,0.349,5%,0.253,18%,4,4,0,0%,0%,0%,19.8,19.1,19.1,5.3,32.9,11.6,2.6,15.2,3.5
Matt Olson,1,1B,4300,ATL,CIN,4.96,Greene,0.312,-1%,R,L,0.366,2%,0.254,0%,2,2,0,-1%,-2%,0%,14.1,16.4,16.4,2.8,30.0,12.3,2.9,0.0,0.0
Rafael Devers,,3B,4300,BOS,@TB,4.00,Bradley,,1%,R,L,0.397,10%,0.298,30%,2,2,0,-8%,0%,0%,13.8,14.2,14.2,-0.8,29.3,12.1,2.8,25.7,6.0
Bryan Reynolds,,OF,4200,PIT,HOU,4.26,Urquidy,0.268,-12%,R,S,0.376,4%,0.236,12%,2,,0,2%,0%,1%,19.4,18.5,18.5,0.5,36.6,10.7,2.5,3.0,0.7
Paul Goldschmidt,1,1B,4100,STL,@COL,7.31,Urena,0.319,1%,R,R,0.372,-6%,0.210,-13%,3,3,0,29%,2%,0%,11.2,12.4,12.4,4.3,20.5,16.9,4.1,21.7,5.3
Ronald Acuna,2,OF,4100,ATL,CIN,4.96,Greene,0.334,1%,R,R,0.369,0%,0.212,-2%,1,1,0,2%,-2%,0%,15.1,15.2,15.2,5.3,25.0,13.6,3.3,28.5,7.0
Will Smith,,C,4100,LAD,@SF,4.06,Cobb,0.291,-7%,R,R,0.364,3%,0.233,6%,3,x,0,-3%,-3%,0%,15.4,15.4,15.4,4.4,26.5,10.3,2.5,12.5,3.0
Wander Franco,0,SS,4100,TB,BOS,4.50,Sale,,-1%,L,L,0.391,2%,0.214,1%,2,2,1,-2%,0%,0%,14.7,15.3,15.3,5.0,25.6,11.4,2.8,37.4,9.1
C.J. Cron,,1B,4000,COL,STL,5.69,Flaherty,0.315,-3%,R,R,0.366,1%,0.235,-3%,4,4,0,11%,2%,0%,11.9,11.9,11.9,-6.6,30.3,12.7,3.2,0.0,0.0
Julio E. Rodriguez,,OF,4000,SEA,@CHC,5.62,Stroman,0.277,-10%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,13.8,13.1,13.1,4.2,22.0,13.2,3.3,6.0,1.5
Nolan Arenado,,3B,4000,STL,@COL,7.31,Urena,0.319,1%,R,R,0.350,-3%,0.212,-11%,4,4,0,31%,2%,0%,10.7,11.5,11.5,1.9,21.1,15.3,3.8,25.2,6.3
Bo Bichette,0,SS,4000,TOR,DET,5.58,Rodriguez,0.320,0%,L,R,0.388,7%,0.222,14%,2,2,0,1%,0%,0%,14.4,15.3,15.3,4.2,26.4,12.9,3.2,0.0,0.0
Peter Alonso,,1B,3900,NYM,SD,4.62,Snell,0.311,-2%,L,R,0.366,1%,0.299,13%,4,,0,-5%,2%,0%,14.2,13.6,13.6,-0.4,27.6,12.0,3.1,27.9,7.2
Gleyber Torres,,2B,3900,NYY,@CLE,4.79,Battenfield,,-1%,R,R,0.315,-5%,0.138,-18%,x,x,-,0%,0%,0%,14.4,16.2,16.2,1.8,30.7,0.0,0.0,0.0,0.0
Luis Robert Jr.,,OF,3900,CWS,@MIN,3.85,Gray,0.301,-5%,R,R,0.334,-8%,0.161,-16%,2,,0,-5%,2%,0%,16.3,15.7,15.7,0.5,30.9,11.2,2.9,6.0,1.5
Kyle Tucker,1,OF,3900,HOU,@PIT,5.24,Hill,0.273,-7%,L,L,0.341,-6%,0.254,5%,3,,2,6%,0%,1%,14.4,15.3,15.3,3.1,27.6,13.6,3.5,9.5,2.4
Vladimir Guerrero Jr.,1,1B,3900,TOR,DET,5.58,Rodriguez,0.320,0%,L,R,0.344,-9%,0.196,-17%,3,3,0,1%,0%,0%,13.2,13.8,13.8,5.0,22.6,13.1,3.4,15.4,3.9
Randy Arozarena,1,OF,3800,TB,BOS,4.50,Sale,0.367,7%,L,R,0.400,12%,0.258,29%,4,4,-1,-5%,0%,0%,16.0,15.1,15.1,5.1,25.2,12.1,3.2,29.2,7.7
Mookie Betts,1,OF,3800,LAD,@SF,4.06,Cobb,0.291,-7%,R,R,0.363,0%,0.238,4%,1,1,0,-2%,-3%,0%,11.7,12.3,12.3,2.8,21.9,11.7,3.1,15.7,4.1
Juan Soto,,OF,3700,SD,@NYM,4.38,Megill,0.401,9%,R,L,0.427,9%,0.247,12%,3,,0,-6%,1%,0%,12.4,10.6,10.6,0.9,20.3,13.3,3.6,28.2,7.6
Xander Bogaerts,,SS,3700,SD,@NYM,4.38,Megill,0.244,-12%,R,R,0.364,-2%,0.184,-4%,4,,-1,-6%,1%,0%,16.2,15.6,15.6,7.1,24.1,9.9,2.7,3.0,0.8
Taylor Ward,,OF,3700,LAA,WAS,5.07,Gore,0.319,0%,L,R,0.327,-3%,0.122,-18%,1,1,0,2%,-5%,0%,13.4,13.0,13.0,3.2,22.8,11.3,3.1,3.0,0.8
George Springer,1,OF,3700,TOR,DET,5.58,Rodriguez,0.320,0%,L,R,0.364,1%,0.232,0%,1,1,0,0%,0%,0%,12.1,12.1,12.1,1.7,22.6,13.0,3.5,9.5,2.6
Freddie Freeman,2,1B,3700,LAD,@SF,4.06,Cobb,0.300,-5%,R,L,0.403,7%,0.202,6%,2,2,0,-5%,-2%,0%,12.6,11.5,11.5,2.0,21.1,11.6,3.1,12.7,3.4
Jose Ramirez,,3B,3600,CLE,NYY,4.71,Schmidt,0.401,4%,R,S,0.377,2%,0.265,4%,3,,0,0%,1%,0%,13.3,12.6,12.6,3.7,21.5,13.6,3.8,12.2,3.4
Francisco Lindor,,SS,3600,NYM,SD,4.62,Snell,0.311,-2%,L,S,0.330,-1%,0.170,-3%,3,,0,-5%,2%,0%,11.8,10.9,10.9,0.1,21.7,10.7,3.0,18.7,5.2
Brandon Lowe,,2B,3600,TB,BOS,4.50,Sale,,-1%,L,L,0.320,-9%,0.234,-10%,x,x,-,0%,0%,0%,17.4,17.4,17.4,0.8,34.1,0.0,0.0,0.0,0.0
Adley Rutschman,,C,3600,BAL,OAK,5.22,Waldichuk,,2%,L,L,0.293,-10%,0.106,-24%,2,2,0,2%,1%,0%,11.1,14.1,14.1,0.2,28.0,12.4,3.4,9.5,2.6
Jorge Mateo,0,SS,3600,BAL,OAK,5.22,Waldichuk,0.433,12%,L,R,0.277,-1%,0.153,4%,7,8,1,1%,1%,0%,15.1,15.1,15.1,3.4,26.9,11.5,3.2,12.5,3.5
Cedric Mullins,,OF,3600,BAL,OAK,5.22,Waldichuk,0.433,12%,L,S,0.294,-12%,0.140,-23%,x,x,-,0%,0%,0%,10.7,12.5,12.5,-0.8,25.8,0.0,0.0,9.7,2.7
Fernando Tatis Jr.,,OF,3500,SD,@NYM,4.38,Megill,0.244,-12%,R,R,0.404,-1%,0.334,5%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byron Buxton,,OF,3500,MIN,CWS,4.65,Giolito,0.346,5%,R,R,0.374,-1%,0.312,3%,2,,-1,-3%,3%,0%,12.5,12.5,12.5,4.7,20.2,13.3,3.8,3.0,0.9
Nolan Gorman,1,2B,3500,STL,@COL,7.31,Urena,0.405,17%,R,L,0.335,1%,0.220,6%,6,6,0,30%,3%,0%,13.5,13.5,13.5,0.7,26.4,14.1,4.0,22.2,6.3
Jose Altuve,,2B,3500,HOU,@PIT,5.24,Hill,0.335,3%,L,R,0.385,2%,0.251,10%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andres Gimenez,,2B/SS,3500,CLE,NYY,4.71,Schmidt,0.401,4%,R,L,0.335,-2%,0.163,2%,5,,1,0%,1%,0%,14.3,13.9,13.9,6.2,21.6,11.4,3.3,0.0,0.0
Starling Marte,,OF,3500,NYM,SD,4.62,Snell,0.311,-2%,L,R,0.341,-3%,0.175,7%,2,,0,-5%,1%,0%,9.8,9.8,9.8,0.2,19.4,11.9,3.4,3.0,0.9
Bryce Harper,,OF,3500,PHI,MIA,5.23,Cabrera,0.279,-5%,R,L,0.432,7%,0.324,18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Riley,1,3B,3500,ATL,CIN,4.96,Greene,0.334,1%,R,R,0.372,-1%,0.233,-5%,3,3,0,2%,-2%,0%,11.8,11.4,11.4,4.3,18.5,11.9,3.4,15.2,4.3
Trea Turner,,SS,3500,PHI,MIA,5.23,Cabrera,0.353,1%,R,R,0.347,-6%,0.154,-17%,2,2,-1,2%,2%,0%,9.2,10.1,10.1,1.2,18.9,11.8,3.4,15.0,4.3
Adolis Garcia,1,OF,3500,TEX,KC,4.99,Keller,0.353,7%,R,R,0.327,3%,0.212,3%,4,4,0,-1%,-3%,0%,11.4,11.8,11.8,1.1,22.5,11.8,3.4,0.0,0.0
Anthony Rizzo,,1B,3400,NYY,@CLE,4.79,Battenfield,,1%,R,L,0.334,-3%,0.214,2%,3,,0,0%,1%,0%,10.9,10.9,10.9,1.9,19.9,11.6,3.4,0.0,0.0
Dansby Swanson,,SS,3400,CHC,SEA,5.38,Gilbert,0.326,1%,R,R,0.329,0%,0.176,0%,x,x,-,0%,0%,0%,12.4,12.4,12.4,4.9,20.0,0.0,0.0,0.0,0.0
Tim Anderson,,SS,3400,CWS,@MIN,3.85,Gray,0.301,-5%,R,R,0.323,-8%,0.124,-20%,x,x,-,0%,0%,0%,12.1,12.3,12.3,-0.9,25.6,0.0,0.0,0.0,0.0
Giancarlo Stanton,,OF,3400,NYY,@CLE,4.79,Battenfield,,-1%,R,R,0.356,1%,0.263,5%,4,,0,-1%,1%,0%,12.9,12.9,12.9,4.9,20.9,11.2,3.3,3.0,0.9
Charlie Blackmon,,OF,3400,COL,STL,5.69,Flaherty,0.305,-3%,R,L,0.319,-6%,0.165,-1%,2,3,0,10%,2%,0%,9.9,9.9,9.9,0.8,19.0,12.1,3.6,15.2,4.5
Masataka Yoshida,,OF,3400,BOS,@TB,4.00,Bradley,,1%,R,L,,1%,,2%,x,x,-,0%,0%,0%,12.2,12.2,12.2,1.0,23.4,0.0,0.0,0.0,0.0
Willy Adames,,SS,3400,MIL,@ARI,4.49,Jameson,,-1%,R,R,0.348,6%,0.233,9%,2,3,0,-3%,2%,0%,13.5,12.8,12.8,1.6,24.0,11.6,3.4,3.0,0.9
Manny Machado,,3B,3300,SD,@NYM,4.38,Megill,0.244,-12%,R,R,0.365,-2%,0.218,-6%,2,,0,-6%,2%,0%,8.4,8.2,8.2,0.5,15.9,11.2,3.4,6.2,1.9
Lars Nootbaar,,OF,3300,STL,@COL,7.31,Urena,0.405,17%,R,L,0.327,-1%,0.209,1%,x,x,-,0%,0%,0%,12.2,12.2,12.2,12.2,12.2,0.0,0.0,0.0,0.0
Chas McCormick,1,OF,3300,HOU,@PIT,5.24,Hill,0.335,3%,L,R,0.395,10%,0.255,22%,1,,2,-2%,0%,1%,14.9,14.9,14.9,3.2,26.7,12.4,3.8,21.4,6.5
Ty France,1,1B,3300,SEA,@CHC,5.62,Stroman,0.277,-10%,R,R,0.347,1%,0.156,-3%,2,2,0,-1%,2%,27%,12.4,14.0,14.0,4.8,23.2,11.7,3.5,15.7,4.8
