Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Brandon Woodruff,0,P,57,MIL,STL,57%,3.90,6,0.335,21.5%,4.83,30.3%,3.17,3.07,R,0.248,0.284,0%,5%,1%,28.4,28.4,28.4,28.4,28.4,20.8,3.6,22.6,4.0
Clayton Kershaw,0,P,57,LAD,@ARI,68%,3.59,6,0.330,,3.00,28.9%,2.99,2.80,L,0.231,0.269,-8%,0%,0%,34.4,34.4,34.4,34.4,34.4,19.5,3.4,9.0,1.6
Zack Wheeler,0,P,49,PHI,CIN,63%,3.19,7,0.317,27.1%,5.00,28.2%,3.17,2.92,R,0.268,0.267,0%,3%,1%,11.8,11.8,11.8,11.8,11.8,21.9,4.5,14.8,3.0
Hunter Greene,0,P,45,CIN,@PHI,37%,4.31,7.5,0.323,24.0%,3.00,31.3%,3.31,3.60,R,0.313,0.332,2%,2%,1%,12.8,12.8,12.8,12.8,12.8,19.5,4.3,12.8,2.8
Marcus Stroman,0,P,44,CHC,TEX,53%,3.13,5,0.325,25.5%,6.00,21.6%,3.84,3.51,R,0.291,0.281,1%,5%,4%,32.6,32.6,32.6,32.6,32.6,18.7,4.3,28.6,6.5
Logan Gilbert,0,P,43,SEA,@CLE,48%,3.84,4.5,0.327,18.5%,5.43,23.9%,3.82,3.91,R,0.269,0.327,-5%,7%,2%,25.5,25.5,25.5,25.5,25.5,14.4,3.3,10.8,2.5
Lucas Giolito,0,P,39,CWS,@PIT,54%,4.05,6.5,0.317,24.5%,3.83,26.6%,3.74,3.72,R,0.279,0.342,1%,3%,0%,16.7,16.7,16.7,16.7,16.7,17.8,4.6,-6.8,-1.7
Sonny Gray,,P,38,MIN,HOU,55%,3.56,4.5,0.321,21.6%,4.86,25.2%,3.87,3.73,R,0.276,0.306,1%,4%,0%,14.7,14.7,14.7,14.7,14.7,16.1,4.2,40.5,10.7
Aaron Civale,0,P,38,CLE,SEA,52%,3.66,5.5,0.317,25.1%,4.14,21.6%,4.03,4.02,R,0.286,0.325,-1%,6%,1%,28.3,28.3,28.3,28.3,28.3,16.5,4.3,10.0,2.6
Nathan Eovaldi,,P,37,TEX,@CHC,47%,3.37,5.5,0.314,24.1%,5.60,24.4%,3.58,3.48,R,0.289,0.322,1%,4%,3%,17.8,17.8,17.8,17.8,17.8,18.0,4.9,19.6,5.3
Alex Cobb,0,P,37,SF,KC,67%,3.25,5.5,0.303,22.0%,2.43,24.5%,3.40,3.05,R,0.300,0.292,1%,1%,0%,16.5,16.5,16.5,16.5,16.5,18.0,4.9,22.7,6.1
Jose Urquidy,,P,36,HOU,@MIN,45%,3.94,5,0.321,23.8%,4.00,20.4%,4.20,4.33,R,0.269,0.325,0%,5%,0%,8.8,8.8,8.8,8.8,8.8,15.6,4.3,18.8,5.2
Zach Eflin,0,P,36,TB,OAK,71%,2.87,5,0.310,23.4%,3.67,21.8%,3.78,3.68,R,0.336,0.298,1%,0%,0%,23.4,23.4,23.4,23.4,23.4,17.3,4.8,21.9,6.1
Patrick Sandoval,0,P,35,LAA,TOR,56%,4.19,4,0.341,18.2%,4.71,24.2%,4.00,3.74,L,0.236,0.316,-2%,2%,0%,17.4,17.4,17.4,17.4,17.4,14.0,4.0,13.7,3.9
Jack Flaherty,0,P,35,STL,@MIL,42%,4.60,4.5,0.334,24.6%,6.33,23.9%,4.41,4.42,R,0.305,0.312,-2%,8%,2%,19.8,19.8,19.8,19.8,19.8,14.7,4.2,8.0,2.3
