,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,RP,Brendan White (28221108),Brendan White,28221108,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,RP,Jake Jewell (28221124),Jake Jewell,28221124,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,RP,Aneurys Zabala (28221132),Aneurys Zabala,28221132,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,SP,Noah Song (28221135),Noah Song,28221135,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,SP,Cristian Hernandez (28221137),Cristian Hernandez,28221137,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,RP,Freddy Pacheco (28221153),Freddy Pacheco,28221153,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,RP,Miguel del Pozo (28221154),Miguel del Pozo,28221154,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,SP,Hans Crouse (28221156),Hans Crouse,28221156,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,RP,Trevor Rosenthal (28221157),Trevor Rosenthal,28221157,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,RP,Jace Fry (28221161),Jace Fry,28221161,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,RP,Jesus Cruz (28221172),Jesus Cruz,28221172,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,RP,Sam Clay (28221185),Sam Clay,28221185,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,RP,Will Vest (28221191),Will Vest,28221191,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,3.94
,,,,,,,,,,,RP,Jose Cisnero (28221210),Jose Cisnero,28221210,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,2.54
,,,,,,,,,,,RP,Braden Bristo (28221214),Braden Bristo,28221214,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,8.42
,,,,,,,,,,,RP,Angel De Jesus (28221223),Angel De Jesus,28221223,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,RP,Kervin Castro (28221233),Kervin Castro,28221233,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,RP,Jose Alvarado (28221251),Jose Alvarado,28221251,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,5.2
,,,,,,,,,,,RP,Trey Wingenter (28221267),Trey Wingenter,28221267,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,1.72
,,,,,,,,,,,RP,Erich Uelmen (28221268),Erich Uelmen,28221268,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,-0.15
,,,,,,,,,,,RP,Alex Lange (28221270),Alex Lange,28221270,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,4.29
,,,,,,,,,,,RP,Andrew Vasquez (28221271),Andrew Vasquez,28221271,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,4.66
,,,,,,,,,,,RP,Michael Plassmeyer (28221275),Michael Plassmeyer,28221275,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,RP,Seranthony Dominguez (28221276),Seranthony Dominguez,28221276,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,2.28
,,,,,,,,,,,RP,Heath Hembree (28221292),Heath Hembree,28221292,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,6.4
,,,,,,,,,,,RP,Mason Englert (28221294),Mason Englert,28221294,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,3.1
,,,,,,,,,,,SP,Gregory Soto (28221297),Gregory Soto,28221297,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,2.42
,,,,,,,,,,,RP,Luis Ortiz (28221298),Luis Ortiz,28221298,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,3.59
,,,,,,,,,,,RP,Yunior Marte (28221301),Yunior Marte,28221301,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,1.36
,,,,,,,,,,,RP,Tyler Holton (28221305),Tyler Holton,28221305,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,4.65
,,,,,,,,,,,RP,Craig Kimbrel (28221307),Craig Kimbrel,28221307,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,3.55
,,,,,,,,,,,RP,Matt Wisler (28221308),Matt Wisler,28221308,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,RP,McKinley Moore (28221309),McKinley Moore,28221309,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,-3.23
,,,,,,,,,,,RP,Andrew Bellatti (28221321),Andrew Bellatti,28221321,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,2.13
,,,,,,,,,,,RP,Chasen Shreve (28221326),Chasen Shreve,28221326,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,2.09
,,,,,,,,,,,RP,Jason Foley (28221335),Jason Foley,28221335,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,3.18
,,,,,,,,,,,RP,Francisco Morales (28221352),Francisco Morales,28221352,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,SP,Eddy Yean (28221071),Eddy Yean,28221071,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,SP,Ryan Cusick (28221076),Ryan Cusick,28221076,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,RP,Nate Webb (28221083),Nate Webb,28221083,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Daniel Zamora (28221086),Daniel Zamora,28221086,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,SP,Jared Jones (28221089),Jared Jones,28221089,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,SP,Mike Burrows (28221101),Mike Burrows,28221101,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Jorge Juan (28221104),Jorge Juan,28221104,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,SP,Travis MacGregor (28221116),Travis MacGregor,28221116,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Colin Selby (28221122),Colin Selby,28221122,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,SP,Carmen Mlodzinski (28221128),Carmen Mlodzinski,28221128,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Cam Alldred (28221129),Cam Alldred,28221129,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,SP,Joe Wieland (28221130),Joe Wieland,28221130,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,SP,J.T. Ginn (28221142),J.T. Ginn,28221142,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,RP,Wei-Chieh Huang (28221149),Wei-Chieh Huang,28221149,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Braeden Ogle (28221150),Braeden Ogle,28221150,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,SP,Garrett Williams (28221151),Garrett Williams,28221151,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,RP,Eli Villalobos (28221155),Eli Villalobos,28221155,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Tyler Chatwood (28221159),Tyler Chatwood,28221159,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,SP,Trey Supak (28221164),Trey Supak,28221164,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,SP,Quinn Priester (28221168),Quinn Priester,28221168,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Austin Pruitt (28221182),Austin Pruitt,28221182,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,2.51
,,,,,,,,,,,RP,Jeurys Familia (28221192),Jeurys Familia,28221192,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0.88
,,,,,,,,,,,RP,Jake Fishman (28221194),Jake Fishman,28221194,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,RP,Norge Ruiz (28221198),Norge Ruiz,28221198,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,SP,Angel Perdomo (28221200),Angel Perdomo,28221200,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,11.25
,,,,,,,,,,,RP,Zach Jackson (28221205),Zach Jackson,28221205,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,3.56
,,,,,,,,,,,RP,Domingo Acevedo (28221211),Domingo Acevedo,28221211,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0.18
,,,,,,,,,,,RP,Juan Minaya (28221212),Juan Minaya,28221212,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Francisco Perez (28221215),Francisco Perez,28221215,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,RP,David Bednar (28221218),David Bednar,28221218,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,4.38
,,,,,,,,,,,RP,Sam Moll (28221224),Sam Moll,28221224,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,2.14
,,,,,,,,,,,RP,Duane Underwood Jr. (28221227),Duane Underwood Jr.,28221227,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,1.89
,,,,,,,,,,,SP,Max Kranick (28221231),Max Kranick,28221231,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,SP,Cody Bolton (28221239),Cody Bolton,28221239,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,-1
,,,,,,,,,,,RP,Lucas Erceg (28221245),Lucas Erceg,28221245,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,4.98
,,,,,,,,,,,RP,Trevor May (28221265),Trevor May,28221265,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,1.38
,,,,,,,,,,,RP,Drew Steckenrider (28221280),Drew Steckenrider,28221280,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,RP,Kirby Snead (28221282),Kirby Snead,28221282,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,SP,Freddy Tarnok (28221289),Freddy Tarnok,28221289,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,RP,Chad Smith (28221299),Chad Smith,28221299,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,1.79
,,,,,,,,,,,RP,Dauri Moreta (28221300),Dauri Moreta,28221300,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,4.95
,,,,,,,,,,,SP,Wil Crowe (28221306),Wil Crowe,28221306,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,3.67
,,,,,,,,,,,RP,Richard Lovelady (28221310),Richard Lovelady,28221310,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,2.62
,,,,,,,,,,,RP,Jose Hernandez (28221312),Jose Hernandez,28221312,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,3.54
,,,,,,,,,,,RP,Rico Garcia (28221317),Rico Garcia,28221317,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,-2.02
,,,,,,,,,,,RP,Dany Jimenez (28221318),Dany Jimenez,28221318,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,1.29
,,,,,,,,,,,RP,Yohan Ramirez (28221339),Yohan Ramirez,28221339,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,4.82
,,,,,,,,,,,RP,Yerry De Los Santos (28221343),Yerry De Los Santos,28221343,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,2.9
,,,,,,,,,,,RP,Rob Zastryzny (28221346),Rob Zastryzny,28221346,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,1.38
,,,,,,,,,,,RP,Spencer Patton (28221347),Spencer Patton,28221347,P,4000,OAK@PIT 06/05/2023 07:05PM ET,OAK,0.6
,,,,,,,,,,,RP,Colin Holderman (28221350),Colin Holderman,28221350,P,4000,OAK@PIT 06/05/2023 07:05PM ET,PIT,3.07
,,,,,,,,,,,OF,Ian Happ (28220405),Ian Happ,28220405,OF,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,7.23
,,,,,,,,,,,SS,Jose Iglesias (28220572),Jose Iglesias,28220572,SS,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,SP,Efrain Contreras (28221069),Efrain Contreras,28221069,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,SP,Ben Brown (28221080),Ben Brown,28221080,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,RP,Drew Pomeranz (28221085),Drew Pomeranz,28221085,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,SP,Jay Groome (28221087),Jay Groome,28221087,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,RP,Jose Castillo (28221092),Jose Castillo,28221092,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,RP,CD Pelham (28221094),CD Pelham,28221094,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,RP,Angel Felipe (28221097),Angel Felipe,28221097,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,RP,Eric Hanhold (28221111),Eric Hanhold,28221111,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,RP,Codi Heuer (28221118),Codi Heuer,28221118,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,SP,Angel Sanchez (28221119),Angel Sanchez,28221119,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,SP,Chris Clarke (28221139),Chris Clarke,28221139,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,RP,Brendon Little (28221147),Brendon Little,28221147,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,SP,Ryan Jensen (28221148),Ryan Jensen,28221148,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,SP,Jordan Holloway (28221158),Jordan Holloway,28221158,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,RP,Jeremiah Estrada (28221203),Jeremiah Estrada,28221203,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,2.76
,,,,,,,,,,,SP,Nabil Crismatt (28221208),Nabil Crismatt,28221208,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0.12
,,,,,,,,,,,RP,Ray Kerr (28221213),Ray Kerr,28221213,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,3.2
,,,,,,,,,,,RP,Aaron Brooks (28221220),Aaron Brooks,28221220,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,RP,Vinny Nittoli (28221246),Vinny Nittoli,28221246,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,RP,Ethan Roberts (28221254),Ethan Roberts,28221254,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,SP,Brent Honeywell (28221256),Brent Honeywell,28221256,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,4.01
,,,,,,,,,,,SP,Pedro Avila (28221260),Pedro Avila,28221260,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,RP,Manuel Rodriguez (28221266),Manuel Rodriguez,28221266,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,RP,Julian Merryweather (28221269),Julian Merryweather,28221269,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,3.18
,,,,,,,,,,,RP,Drew Carlton (28221273),Drew Carlton,28221273,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,8.17
,,,,,,,,,,,RP,Sean Poppen (28221286),Sean Poppen,28221286,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,RP,Anderson Espinoza (28221287),Anderson Espinoza,28221287,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,RP,Ryan Borucki (28221288),Ryan Borucki,28221288,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,RP,Mark Leiter Jr. (28221291),Mark Leiter Jr.,28221291,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,4.2
,,,,,,,,,,,RP,Brad Boxberger (28221303),Brad Boxberger,28221303,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,1.6
,,,,,,,,,,,RP,Tom Cosgrove (28221322),Tom Cosgrove,28221322,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,4.35
,,,,,,,,,,,RP,Domingo Tapia (28221323),Domingo Tapia,28221323,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,3.2
,,,,,,,,,,,SP,Michael Fulmer (28221325),Michael Fulmer,28221325,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,1.92
,,,,,,,,,,,RP,Josh Hader (28221327),Josh Hader,28221327,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,4.12
,,,,,,,,,,,RP,Nick Burdi (28221328),Nick Burdi,28221328,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,1.72
,,,,,,,,,,,RP,Brandon Hughes (28221329),Brandon Hughes,28221329,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,2.78
,,,,,,,,,,,RP,Michel Baez (28221332),Michel Baez,28221332,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,RP,Rowan Wick (28221337),Rowan Wick,28221337,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,RP,Tim Hill (28221338),Tim Hill,28221338,P,4000,CHC@SD 06/05/2023 09:10PM ET,SD,1.81
,,,,,,,,,,,RP,Michael Rucker (28221342),Michael Rucker,28221342,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,2.63
,,,,,,,,,,,RP,Tyler Duffey (28221359),Tyler Duffey,28221359,P,4000,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,SP,Alec Marsh (28221077),Alec Marsh,28221077,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,0
,,,,,,,,,,,RP,Brooks Kriske (28221079),Brooks Kriske,28221079,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,0
,,,,,,,,,,,SP,Yefri Del Rosario (28221088),Yefri Del Rosario,28221088,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,0
,,,,,,,,,,,RP,Sean Nolin (28221100),Sean Nolin,28221100,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,-6.65
,,,,,,,,,,,RP,Ryan Weiss (28221114),Ryan Weiss,28221114,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,0
,,,,,,,,,,,SP,Dax Fulton (28221115),Dax Fulton,28221115,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,0
,,,,,,,,,,,RP,Sean Reynolds (28221117),Sean Reynolds,28221117,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,0
,,,,,,,,,,,SP,Jonathan Bowlan (28221121),Jonathan Bowlan,28221121,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,0
,,,,,,,,,,,RP,Josh Simpson (28221134),Josh Simpson,28221134,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,0
,,,,,,,,,,,RP,Nic Enright (28221136),Nic Enright,28221136,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,0
,,,,,,,,,,,SP,TJ Sikkema (28221138),TJ Sikkema,28221138,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,0
,,,,,,,,,,,RP,Jeff Lindgren (28221145),Jeff Lindgren,28221145,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,-0.95
,,,,,,,,,,,RP,Josh Staumont (28221173),Josh Staumont,28221173,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,2.57
,,,,,,,,,,,RP,Collin Snider (28221188),Collin Snider,28221188,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,0
,,,,,,,,,,,RP,Steven Okert (28221189),Steven Okert,28221189,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,4.36
,,,,,,,,,,,RP,Jose Cuas (28221193),Jose Cuas,28221193,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,3.3
,,,,,,,,,,,RP,Aroldis Chapman (28221197),Aroldis Chapman,28221197,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,3.94
,,,,,,,,,,,RP,Tanner Scott (28221199),Tanner Scott,28221199,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,4.19
,,,,,,,,,,,RP,Dylan Floro (28221216),Dylan Floro,28221216,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,2.86
,,,,,,,,,,,RP,George Soriano (28221221),George Soriano,28221221,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,4.72
,,,,,,,,,,,RP,Anthony Bender (28221225),Anthony Bender,28221225,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,0
,,,,,,,,,,,RP,Tommy Nance (28221228),Tommy Nance,28221228,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,0
,,,,,,,,,,,RP,Scott Barlow (28221232),Scott Barlow,28221232,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,4.16
,,,,,,,,,,,RP,Huascar Brazoban (28221253),Huascar Brazoban,28221253,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,3.3
,,,,,,,,,,,RP,Johan Quezada (28221264),Johan Quezada,28221264,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,-8.1
,,,,,,,,,,,RP,JT Chargois (28221281),JT Chargois,28221281,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,2.58
,,,,,,,,,,,RP,Andrew Nardi (28221284),Andrew Nardi,28221284,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,3.23
,,,,,,,,,,,RP,Nick Wittgren (28221295),Nick Wittgren,28221295,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,-0.34
,,,,,,,,,,,RP,A.J. Puk (28221304),A.J. Puk,28221304,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,4.11
,,,,,,,,,,,RP,Dylan Coleman (28221314),Dylan Coleman,28221314,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,-1.43
,,,,,,,,,,,RP,Amir Garrett (28221316),Amir Garrett,28221316,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,2.57
,,,,,,,,,,,RP,Austin Cox (28221341),Austin Cox,28221341,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,5.9
,,,,,,,,,,,RP,Devin Smeltzer (28221345),Devin Smeltzer,28221345,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,2.41
,,,,,,,,,,,RP,Matt Barnes (28221351),Matt Barnes,28221351,P,4000,KC@MIA 06/05/2023 06:40PM ET,MIA,1.85
,,,,,,,,,,,RP,Jake Brentz (28221358),Jake Brentz,28221358,P,4000,KC@MIA 06/05/2023 06:40PM ET,KC,0
,,,,,,,,,,,OF,Daulton Varsho (28220408),Daulton Varsho,28220408,OF,3900,HOU@TOR 06/05/2023 07:07PM ET,TOR,6.88
,,,,,,,,,,,OF,TJ Friedl (28220573),TJ Friedl,28220573,OF,3900,MIL@CIN 06/05/2023 07:10PM ET,CIN,7.62
,,,,,,,,,,,SS,Willy Adames (28220574),Willy Adames,28220574,SS,3900,MIL@CIN 06/05/2023 07:10PM ET,MIL,7
,,,,,,,,,,,3B,Ha-Seong Kim (28220406),Ha-Seong Kim,28220406,3B,3900,CHC@SD 06/05/2023 09:10PM ET,SD,6.69
,,,,,,,,,,,1B,Yuli Gurriel (28220407),Yuli Gurriel,28220407,1B,3900,KC@MIA 06/05/2023 06:40PM ET,MIA,7.1
,,,,,,,,,,,OF,Tyler O'Neill (28220575),Tyler O'Neill,28220575,OF,3800,STL@TEX 06/05/2023 08:05PM ET,STL,4.83
,,,,,,,,,,,2B/3B,Owen Miller (28220409),Owen Miller,28220409,2B/3B,3800,MIL@CIN 06/05/2023 07:10PM ET,MIL,7.16
,,,,,,,,,,,OF,Brent Rooker (28220412),Brent Rooker,28220412,OF,3800,OAK@PIT 06/05/2023 07:05PM ET,OAK,7.79
,,,,,,,,,,,1B,Vinnie Pasquantino (28220411),Vinnie Pasquantino,28220411,1B,3800,KC@MIA 06/05/2023 06:40PM ET,KC,7.19
,,,,,,,,,,,OF,Tyler Naquin (28220576),Tyler Naquin,28220576,OF,3700,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,C,Gary Sanchez (28220413),Gary Sanchez,28220413,C,3700,CHC@SD 06/05/2023 09:10PM ET,SD,5.78
,,,,,,,,,,,OF,Esteury Ruiz (28220415),Esteury Ruiz,28220415,OF,3600,OAK@PIT 06/05/2023 07:05PM ET,OAK,8.55
,,,,,,,,,,,C,Dom Nunez (28220577),Dom Nunez,28220577,C,3600,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,C,Nick Fortes (28220414),Nick Fortes,28220414,C,3600,KC@MIA 06/05/2023 06:40PM ET,MIA,4.7
,,,,,,,,,,,3B/OF,Eddy Alvarez (28220579),Eddy Alvarez,28220579,3B/OF,3500,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,OF,Austin Meadows (28220578),Austin Meadows,28220578,OF,3500,DET@PHI 06/05/2023 06:40PM ET,DET,3.5
,,,,,,,,,,,2B,Rodolfo Castro (28220416),Rodolfo Castro,28220416,2B,3500,OAK@PIT 06/05/2023 07:05PM ET,PIT,5.13
,,,,,,,,,,,3B,Patrick Wisdom (28220417),Patrick Wisdom,28220417,3B,3500,CHC@SD 06/05/2023 09:10PM ET,CHC,7.64
,,,,,,,,,,,OF,Leody Taveras (28220422),Leody Taveras,28220422,OF,3400,STL@TEX 06/05/2023 08:05PM ET,TEX,7.86
,,,,,,,,,,,2B/SS,Mauricio Dubon (28220420),Mauricio Dubon,28220420,2B/SS,3400,HOU@TOR 06/05/2023 07:07PM ET,HOU,6.73
,,,,,,,,,,,C,Danny Jansen (28220581),Danny Jansen,28220581,C,3400,HOU@TOR 06/05/2023 07:07PM ET,TOR,6.58
,,,,,,,,,,,3B/OF,Brian Anderson (28220418),Brian Anderson,28220418,3B/OF,3400,MIL@CIN 06/05/2023 07:10PM ET,MIL,6.74
,,,,,,,,,,,1B/3B,Alec Bohm (28220582),Alec Bohm,28220582,1B/3B,3400,DET@PHI 06/05/2023 06:40PM ET,PHI,7.17
