,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,OF,Jazz Chisholm Jr. (28220563),Jazz Chisholm Jr.,28220563,OF,5200,KC@MIA 06/05/2023 06:40PM ET,MIA,8.13
,,,,,,,,,,,OF,George Springer (28220360),George Springer,28220360,OF,5100,HOU@TOR 06/05/2023 07:07PM ET,TOR,7.83
,,,,,,,,,,,SS,Trea Turner (28220361),Trea Turner,28220361,SS,5100,DET@PHI 06/05/2023 06:40PM ET,PHI,6.97
,,,,,,,,,,,OF,Christopher Morel (28220362),Christopher Morel,28220362,OF,5100,CHC@SD 06/05/2023 09:10PM ET,CHC,10.19
,,,,,,,,,,,2B,Jose Altuve (28220363),Jose Altuve,28220363,2B,5000,HOU@TOR 06/05/2023 07:07PM ET,HOU,8.91
,,,,,,,,,,,OF,Kyle Tucker (28220364),Kyle Tucker,28220364,OF,5000,HOU@TOR 06/05/2023 07:07PM ET,HOU,7.81
,,,,,,,,,,,SP,Jason Alexander (28221060),Jason Alexander,28221060,P,5000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Tyson Miller (28221061),Tyson Miller,28221061,P,5000,MIL@CIN 06/05/2023 07:10PM ET,MIL,2.4
,,,,,,,,,,,SP,Cristopher Sanchez (28221058),Cristopher Sanchez,28221058,P,5000,DET@PHI 06/05/2023 06:40PM ET,PHI,9.55
,,,,,,,,,,,RP,Kyle Muller (28221062),Kyle Muller,28221062,P,5000,OAK@PIT 06/05/2023 07:05PM ET,OAK,3.48
,,,,,,,,,,,RP,Drew Rucinski (28221063),Drew Rucinski,28221063,P,5000,OAK@PIT 06/05/2023 07:05PM ET,OAK,-2.18
,,,,,,,,,,,SP,Caleb Kilian (28221056),Caleb Kilian,28221056,P,5000,CHC@SD 06/05/2023 09:10PM ET,CHC,-6.9
,,,,,,,,,,,RP,Josh Taylor (28221057),Josh Taylor,28221057,P,5000,KC@MIA 06/05/2023 06:40PM ET,KC,2.66
,,,,,,,,,,,SP,Ryan Yarbrough (28221059),Ryan Yarbrough,28221059,P,5000,KC@MIA 06/05/2023 06:40PM ET,KC,3.12
,,,,,,,,,,,SP,Jake Odorizzi (28221064),Jake Odorizzi,28221064,P,4900,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,3B,Matt Chapman (28220366),Matt Chapman,28220366,3B,4900,HOU@TOR 06/05/2023 07:07PM ET,TOR,8.1
,,,,,,,,,,,2B,Nico Hoerner (28220365),Nico Hoerner,28220365,2B,4900,CHC@SD 06/05/2023 09:10PM ET,CHC,9.06
,,,,,,,,,,,SS,Dansby Swanson (28220367),Dansby Swanson,28220367,SS,4900,CHC@SD 06/05/2023 09:10PM ET,CHC,8.02
,,,,,,,,,,,1B,Nathaniel Lowe (28220371),Nathaniel Lowe,28220371,1B,4800,STL@TEX 06/05/2023 08:05PM ET,TEX,8.41
,,,,,,,,,,,C,Jonah Heim (28220375),Jonah Heim,28220375,C,4800,STL@TEX 06/05/2023 08:05PM ET,TEX,8.62
,,,,,,,,,,,SS,Jeremy Pena (28220372),Jeremy Pena,28220372,SS,4800,HOU@TOR 06/05/2023 07:07PM ET,HOU,7.67
,,,,,,,,,,,OF,Jake Fraley (28220370),Jake Fraley,28220370,OF,4800,MIL@CIN 06/05/2023 07:10PM ET,CIN,7.72
,,,,,,,,,,,OF,Riley Greene (28220564),Riley Greene,28220564,OF,4800,DET@PHI 06/05/2023 06:40PM ET,DET,7.96
,,,,,,,,,,,3B,Manny Machado (28220369),Manny Machado,28220369,3B,4800,CHC@SD 06/05/2023 09:10PM ET,SD,6.28
,,,,,,,,,,,OF,Cody Bellinger (28220565),Cody Bellinger,28220565,OF,4800,CHC@SD 06/05/2023 09:10PM ET,CHC,9.84
,,,,,,,,,,,2B,Luis Arraez (28220368),Luis Arraez,28220368,2B,4800,KC@MIA 06/05/2023 06:40PM ET,MIA,7.69
,,,,,,,,,,,C,Willson Contreras (28220373),Willson Contreras,28220373,C,4700,STL@TEX 06/05/2023 08:05PM ET,STL,6.56
,,,,,,,,,,,OF,Christian Yelich (28220374),Christian Yelich,28220374,OF,4700,MIL@CIN 06/05/2023 07:10PM ET,MIL,8.59
,,,,,,,,,,,SS,Matt McLain (28220376),Matt McLain,28220376,SS,4700,MIL@CIN 06/05/2023 07:10PM ET,CIN,10.17
,,,,,,,,,,,OF,Michael Brantley (28220566),Michael Brantley,28220566,OF,4600,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,1B,Rowdy Tellez (28220378),Rowdy Tellez,28220378,1B,4600,MIL@CIN 06/05/2023 07:10PM ET,MIL,6.83
,,,,,,,,,,,OF,Kyle Schwarber (28220377),Kyle Schwarber,28220377,OF,4600,DET@PHI 06/05/2023 06:40PM ET,PHI,7.48
,,,,,,,,,,,C,J.T. Realmuto (28220379),J.T. Realmuto,28220379,C,4600,DET@PHI 06/05/2023 06:40PM ET,PHI,6.91
,,,,,,,,,,,SP,Adrian Morejon (28221065),Adrian Morejon,28221065,P,4600,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,C,Mitch Garver (28220380),Mitch Garver,28220380,C,4500,STL@TEX 06/05/2023 08:05PM ET,TEX,10.75
,,,,,,,,,,,OF,Nick Castellanos (28220382),Nick Castellanos,28220382,OF,4500,DET@PHI 06/05/2023 06:40PM ET,PHI,8.51
,,,,,,,,,,,OF,Andrew McCutchen (28220381),Andrew McCutchen,28220381,OF,4500,OAK@PIT 06/05/2023 07:05PM ET,PIT,8.04
,,,,,,,,,,,C,William Contreras (28220383),William Contreras,28220383,C,4400,MIL@CIN 06/05/2023 07:10PM ET,MIL,6.84
,,,,,,,,,,,3B/OF,Nick Senzel (28220386),Nick Senzel,28220386,3B/OF,4400,MIL@CIN 06/05/2023 07:10PM ET,CIN,7.24
,,,,,,,,,,,2B,Bryson Stott (28220388),Bryson Stott,28220388,2B,4400,DET@PHI 06/05/2023 06:40PM ET,PHI,7.52
,,,,,,,,,,,1B,Rhys Hoskins (28220567),Rhys Hoskins,28220567,1B,4400,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,1B/2B,Jake Cronenworth (28220384),Jake Cronenworth,28220384,1B/2B,4400,CHC@SD 06/05/2023 09:10PM ET,SD,6.43
,,,,,,,,,,,1B,Spencer Steer (28220389),Spencer Steer,28220389,1B,4300,MIL@CIN 06/05/2023 07:10PM ET,CIN,8.32
,,,,,,,,,,,SS,Javier Baez (28220390),Javier Baez,28220390,SS,4300,DET@PHI 06/05/2023 06:40PM ET,DET,6.11
,,,,,,,,,,,OF,Bryan De La Cruz (28220391),Bryan De La Cruz,28220391,OF,4300,KC@MIA 06/05/2023 06:40PM ET,MIA,7.27
,,,,,,,,,,,2B/OF,Tommy Edman (28220394),Tommy Edman,28220394,2B/OF,4200,STL@TEX 06/05/2023 08:05PM ET,STL,6.95
,,,,,,,,,,,OF,Lars Nootbaar (28220568),Lars Nootbaar,28220568,OF,4200,STL@TEX 06/05/2023 08:05PM ET,STL,8.1
,,,,,,,,,,,C,Tyler Stephenson (28220396),Tyler Stephenson,28220396,C,4200,MIL@CIN 06/05/2023 07:10PM ET,CIN,5.81
,,,,,,,,,,,1B,Joey Votto (28220569),Joey Votto,28220569,1B,4200,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,2B/3B,Luis Urias (28220570),Luis Urias,28220570,2B/3B,4200,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,3B/OF,Zach McKinstry (28220392),Zach McKinstry,28220392,3B/OF,4200,DET@PHI 06/05/2023 06:40PM ET,DET,6.78
,,,,,,,,,,,OF,Seiya Suzuki (28220399),Seiya Suzuki,28220399,OF,4200,CHC@SD 06/05/2023 09:10PM ET,CHC,7.24
,,,,,,,,,,,3B/SS,Jon Berti (28220397),Jon Berti,28220397,3B/SS,4200,KC@MIA 06/05/2023 06:40PM ET,MIA,5.34
,,,,,,,,,,,3B,Ke'Bryan Hayes (28220401),Ke'Bryan Hayes,28220401,3B,4100,OAK@PIT 06/05/2023 07:05PM ET,PIT,7.04
,,,,,,,,,,,1B,Garrett Cooper (28220400),Garrett Cooper,28220400,1B,4100,KC@MIA 06/05/2023 06:40PM ET,MIA,6.45
,,,,,,,,,,,SS,Paul DeJong (28220402),Paul DeJong,28220402,SS,4000,STL@TEX 06/05/2023 08:05PM ET,STL,8.03
,,,,,,,,,,,SP,Tink Hence (28221073),Tink Hence,28221073,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,RP,Guillermo Zuniga (28221074),Guillermo Zuniga,28221074,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,6.25
,,,,,,,,,,,RP,Andrew Suarez (28221110),Andrew Suarez,28221110,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,RP,Bernardo Flores Jr. (28221112),Bernardo Flores Jr.,28221112,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Jack Leiter (28221120),Jack Leiter,28221120,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Owen White (28221123),Owen White,28221123,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,RP,Ricky Vanasco (28221126),Ricky Vanasco,28221126,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Kyle Cody (28221127),Kyle Cody,28221127,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Cole Winn (28221131),Cole Winn,28221131,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Antoine Kelly (28221140),Antoine Kelly,28221140,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Jake Latz (28221141),Jake Latz,28221141,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Michael McGreevy (28221143),Michael McGreevy,28221143,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,SP,Connor Thomas (28221146),Connor Thomas,28221146,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,RP,Wilking Rodriguez (28221166),Wilking Rodriguez,28221166,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,RP,Brock Burke (28221170),Brock Burke,28221170,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,3.43
,,,,,,,,,,,RP,Jordan Hicks (28221187),Jordan Hicks,28221187,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,3.77
,,,,,,,,,,,RP,Kodi Whitley (28221195),Kodi Whitley,28221195,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,RP,Drew VerHagen (28221201),Drew VerHagen,28221201,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,3.22
,,,,,,,,,,,RP,Yerry Rodriguez (28221202),Yerry Rodriguez,28221202,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0.85
,,,,,,,,,,,RP,Joe Barlow (28221204),Joe Barlow,28221204,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0.9
,,,,,,,,,,,RP,John King (28221206),John King,28221206,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0.31
,,,,,,,,,,,RP,Andre Pallante (28221222),Andre Pallante,28221222,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,2.77
,,,,,,,,,,,SP,Chris Stratton (28221230),Chris Stratton,28221230,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,4.73
,,,,,,,,,,,RP,Jonathan Hernandez (28221237),Jonathan Hernandez,28221237,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,1.76
,,,,,,,,,,,RP,James Naile (28221240),James Naile,28221240,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,0.38
,,,,,,,,,,,RP,Genesis Cabrera (28221242),Genesis Cabrera,28221242,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,3.26
,,,,,,,,,,,RP,Josh Sborz (28221257),Josh Sborz,28221257,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,4.68
,,,,,,,,,,,RP,JoJo Romero (28221258),JoJo Romero,28221258,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,2.98
,,,,,,,,,,,RP,Brett Martin (28221261),Brett Martin,28221261,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Ian Kennedy (28221262),Ian Kennedy,28221262,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,2.14
,,,,,,,,,,,RP,Jacob Barnes (28221285),Jacob Barnes,28221285,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,RP,Ryan Helsley (28221290),Ryan Helsley,28221290,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,4.29
,,,,,,,,,,,RP,Jose Leclerc (28221311),Jose Leclerc,28221311,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,2.86
,,,,,,,,,,,RP,Will Smith (28221320),Will Smith,28221320,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,3.41
,,,,,,,,,,,RP,Jake Walsh (28221330),Jake Walsh,28221330,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,RP,Grant Anderson (28221331),Grant Anderson,28221331,P,4000,STL@TEX 06/05/2023 08:05PM ET,TEX,13.52
,,,,,,,,,,,RP,Giovanny Gallegos (28221333),Giovanny Gallegos,28221333,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,2.92
,,,,,,,,,,,RP,Packy Naughton (28221354),Packy Naughton,28221354,P,4000,STL@TEX 06/05/2023 08:05PM ET,STL,4.86
,,,,,,,,,,,2B/OF,Whit Merrifield (28220403),Whit Merrifield,28220403,2B/OF,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,8.04
,,,,,,,,,,,RP,Julian Fernandez (28221066),Julian Fernandez,28221066,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,SP,Jairo Solis (28221067),Jairo Solis,28221067,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,RP,Jojanse Torres (28221068),Jojanse Torres,28221068,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,SP,Forrest Whitley (28221090),Forrest Whitley,28221090,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,SP,Ricky Tiedemann (28221098),Ricky Tiedemann,28221098,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,SP,Sem Robberse (28221105),Sem Robberse,28221105,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,RP,Ty Buttrey (28221109),Ty Buttrey,28221109,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,SP,Jaime Melendez (28221125),Jaime Melendez,28221125,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,SP,Brett Conine (28221144),Brett Conine,28221144,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,SP,Austin Hansen (28221152),Austin Hansen,28221152,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,SP,Shawn Dubin (28221162),Shawn Dubin,28221162,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,RP,Hagen Danner (28221163),Hagen Danner,28221163,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,RP,Yosver Zulueta (28221165),Yosver Zulueta,28221165,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,RP,Junior Fernandez (28221171),Junior Fernandez,28221171,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,RP,Jordan Romano (28221175),Jordan Romano,28221175,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,3.7
,,,,,,,,,,,RP,Paul Fry (28221177),Paul Fry,28221177,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,RP,Seth Martinez (28221186),Seth Martinez,28221186,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,3.21
,,,,,,,,,,,RP,Ryan Pressly (28221190),Ryan Pressly,28221190,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,3.08
,,,,,,,,,,,RP,Hector Neris (28221196),Hector Neris,28221196,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,4.2
,,,,,,,,,,,RP,Austin Davis (28221209),Austin Davis,28221209,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,SP,Bowden Francis (28221217),Bowden Francis,28221217,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,RP,Parker Mushinski (28221238),Parker Mushinski,28221238,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,1.83
,,,,,,,,,,,RP,Casey Lawrence (28221241),Casey Lawrence,28221241,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,RP,Anthony Bass (28221249),Anthony Bass,28221249,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,2.27
,,,,,,,,,,,RP,Jay Jackson (28221252),Jay Jackson,28221252,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,2.32
,,,,,,,,,,,RP,Matt Gage (28221259),Matt Gage,28221259,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,3.6
,,,,,,,,,,,RP,Rafael Montero (28221263),Rafael Montero,28221263,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,2.21
,,,,,,,,,,,RP,Chad Green (28221272),Chad Green,28221272,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,RP,Adam Cimber (28221277),Adam Cimber,28221277,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,1.39
,,,,,,,,,,,RP,Tim Mayza (28221278),Tim Mayza,28221278,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,2.49
,,,,,,,,,,,RP,Ronel Blanco (28221293),Ronel Blanco,28221293,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,4.86
,,,,,,,,,,,RP,Bryan Abreu (28221296),Bryan Abreu,28221296,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,4.59
,,,,,,,,,,,RP,Luke Bard (28221315),Luke Bard,28221315,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,RP,Phil Maton (28221319),Phil Maton,28221319,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,4.19
,,,,,,,,,,,RP,Enoli Paredes (28221324),Enoli Paredes,28221324,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,SP,Trevor Richards (28221336),Trevor Richards,28221336,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,5.11
,,,,,,,,,,,RP,Yimi Garcia (28221340),Yimi Garcia,28221340,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,2.36
,,,,,,,,,,,RP,Ryne Stanek (28221344),Ryne Stanek,28221344,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,2.34
,,,,,,,,,,,RP,Blake Taylor (28221349),Blake Taylor,28221349,P,4000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,SP,Trent Thornton (28221355),Trent Thornton,28221355,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,RP,Zach Pop (28221356),Zach Pop,28221356,P,4000,HOU@TOR 06/05/2023 07:07PM ET,TOR,2.17
,,,,,,,,,,,RP,Thyago Vieira (28221070),Thyago Vieira,28221070,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,SP,Lyon Richardson (28221072),Lyon Richardson,28221072,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,RP,Clayton Andrews (28221081),Clayton Andrews,28221081,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Robert Stock (28221084),Robert Stock,28221084,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,SP,Tobias Myers (28221091),Tobias Myers,28221091,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,SP,Connor Phillips (28221093),Connor Phillips,28221093,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,RP,Cam Robinson (28221095),Cam Robinson,28221095,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Thomas Pannone (28221096),Thomas Pannone,28221096,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Tommy Eveld (28221099),Tommy Eveld,28221099,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,SP,Zack Brown (28221102),Zack Brown,28221102,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,SP,Robert Gasser (28221107),Robert Gasser,28221107,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Ricky Karcher (28221113),Ricky Karcher,28221113,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,SP,Andrew Abbott (28221133),Andrew Abbott,28221133,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,RP,Tayron Guerrero (28221160),Tayron Guerrero,28221160,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,SP,Tejay Antone (28221167),Tejay Antone,28221167,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,RP,Abner Uribe (28221169),Abner Uribe,28221169,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Silvino Bracho (28221174),Silvino Bracho,28221174,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,2.45
,,,,,,,,,,,RP,Hunter Strickland (28221176),Hunter Strickland,28221176,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,RP,Kevin Herget (28221178),Kevin Herget,28221178,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,2.86
,,,,,,,,,,,RP,Hoby Milner (28221179),Hoby Milner,28221179,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,1.93
,,,,,,,,,,,RP,Alex Young (28221180),Alex Young,28221180,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,3.02
,,,,,,,,,,,SP,Levi Stoudt (28221181),Levi Stoudt,28221181,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,1.38
,,,,,,,,,,,RP,Eduardo Salazar (28221183),Eduardo Salazar,28221183,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,-0.24
,,,,,,,,,,,RP,Alan Busenitz (28221184),Alan Busenitz,28221184,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,1.55
,,,,,,,,,,,SP,J.B. Bukauskas (28221207),J.B. Bukauskas,28221207,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,-0.15
,,,,,,,,,,,RP,Matt Bush (28221219),Matt Bush,28221219,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,1.34
,,,,,,,,,,,SP,Tony Santillan (28221226),Tony Santillan,28221226,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,SP,Lucas Sims (28221229),Lucas Sims,28221229,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,3.11
,,,,,,,,,,,RP,Joel Payamps (28221234),Joel Payamps,28221234,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,3.8
,,,,,,,,,,,RP,Devin Williams (28221235),Devin Williams,28221235,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,5.06
,,,,,,,,,,,RP,Elvis Peguero (28221236),Elvis Peguero,28221236,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,3.72
,,,,,,,,,,,RP,Jake Cousins (28221243),Jake Cousins,28221243,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,1.44
,,,,,,,,,,,RP,Joel Kuhnel (28221244),Joel Kuhnel,28221244,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,-5.1
,,,,,,,,,,,RP,Derek Law (28221247),Derek Law,28221247,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,3.43
,,,,,,,,,,,RP,J.C. Mejia (28221248),J.C. Mejia,28221248,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Casey Legumina (28221250),Casey Legumina,28221250,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,3.13
,,,,,,,,,,,RP,Daniel Duarte (28221255),Daniel Duarte,28221255,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,RP,Trevor Megill (28221274),Trevor Megill,28221274,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,3.24
,,,,,,,,,,,RP,Fernando Cruz (28221279),Fernando Cruz,28221279,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,3.46
,,,,,,,,,,,RP,Gus Varland (28221283),Gus Varland,28221283,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,-0.61
,,,,,,,,,,,RP,Alexis Diaz (28221302),Alexis Diaz,28221302,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,5
,,,,,,,,,,,RP,Justin Wilson (28221313),Justin Wilson,28221313,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Alex Claudio (28221334),Alex Claudio,28221334,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,-0.45
,,,,,,,,,,,RP,Ian Gibaut (28221348),Ian Gibaut,28221348,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,3.17
,,,,,,,,,,,RP,Peter Strzelecki (28221353),Peter Strzelecki,28221353,P,4000,MIL@CIN 06/05/2023 07:10PM ET,MIL,2.63
,,,,,,,,,,,RP,Buck Farmer (28221357),Buck Farmer,28221357,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,3.44
,,,,,,,,,,,RP,Jared Solomon (28221360),Jared Solomon,28221360,P,4000,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,SP,Brenan Hanifee (28221075),Brenan Hanifee,28221075,P,4000,DET@PHI 06/05/2023 06:40PM ET,DET,0
,,,,,,,,,,,RP,Jeremy Walker (28221078),Jeremy Walker,28221078,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,SP,Mick Abel (28221082),Mick Abel,28221082,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,RP,James McArthur (28221103),James McArthur,28221103,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,RP,Ben Bowden (28221106),Ben Bowden,28221106,P,4000,DET@PHI 06/05/2023 06:40PM ET,PHI,0
