Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
90947-102343,P,Tony,Tony Gonsolin,Gonsolin,26,6,9400,WSH@LAD,LAD,WSH,,,,,,P
90947-52167,P,Andrew,Andrew Heaney,Heaney,30.9,10,9400,TEX@DET,TEX,DET,,,,,,P
90947-185490,P,Logan,Logan Allen,Allen,29.166666666666668,6,9300,CLE@BAL,CLE,BAL,,,,,,P
90947-101810,P,Justin,Justin Steele,Steele,34,12,9300,TB@CHC,CHC,TB,,,,Yes,,P
90947-13123,P,Alex,Alex Cobb,Cobb,33.2,11,9300,PIT@SF,SF,PIT,,,,,,P
90947-135648,P,Bobby,Bobby Miller,Miller,33,1,9200,WSH@LAD,LAD,WSH,,,,,,P
90947-82635,P,MacKenzie,MacKenzie Gore,Gore,31,11,9200,WSH@LAD,WSH,LAD,,,,,,P
90947-11328,P,Martin,Martin Perez,Perez,27.2,10,9100,TEX@DET,TEX,DET,,,,,,P
90947-82535,P,Kyle,Kyle Wright,Wright,16,5,9100,ATL@OAK,ATL,OAK,IL,Shoulder,,,,P
90947-52183,P,Tyler,Tyler Glasnow,Glasnow,28,1,9100,TB@CHC,TB,CHC,,,,,,P
90947-5983,P,Rich,Rich Hill,Hill,27.9,10,9000,PIT@SF,PIT,SF,,,,,,P
90947-102502,P,Josiah,Josiah Gray,Gray,29.545454545454547,12,8900,WSH@LAD,WSH,LAD,,,,,,P
90947-62872,P,Vince,Vince Velasquez,Velasquez,26.875,8,8900,PIT@SF,PIT,SF,IL,Elbow,,,,P
90947-12936,P,Kyle,Kyle Gibson,Gibson,27.818181818181817,11,8900,CLE@BAL,BAL,CLE,,,,,,P
90947-185501,P,Tanner,Tanner Bibee,Bibee,31.666666666666668,6,8700,CLE@BAL,CLE,BAL,,,,,,P
90947-17087,P,Drew,Drew Smyly,Smyly,31.1,11,8700,TB@CHC,CHC,TB,,,,,,P
90947-52155,P,Jon,Jon Gray,Gray,30.7,10,8700,TEX@DET,TEX,DET,,,,,,P
90947-102447,P,Dean,Dean Kremer,Kremer,25.181818181818183,12,8500,CLE@BAL,BAL,CLE,,,,,,P
90947-82582,P,Griffin,Griffin Canning,Canning,23,7,8500,LAA@CWS,LAA,CWS,,,,,,P
90947-79103,P,Dane,Dane Dunning,Dunning,17.916666666666668,12,8400,TEX@DET,TEX,DET,,,,Yes,,P
90947-70559,P,Mike,Mike Clevinger,Clevinger,24.444444444444443,9,8400,LAA@CWS,CWS,LAA,IL,Wrist,,,,P
90947-135231,P,Jared,Jared Shuster,Shuster,20.2,6,8300,ATL@OAK,ATL,OAK,,,,Yes,,P
90947-135229,P,Reid,Reid Detmers,Detmers,26.666666666666668,9,8300,LAA@CWS,LAA,CWS,,,,,,P
90947-102498,P,Patrick,Patrick Sandoval,Sandoval,24.77777777777778,9,8300,LAA@CWS,LAA,CWS,,,,,,P
90947-52728,P,Michael,Michael Lorenzen,Lorenzen,27.25,8,8200,TEX@DET,DET,TEX,,,,,,P
90947-79073,P,Michael,Michael Soroka,Soroka,,,8100,ATL@OAK,ATL,OAK,,,,,,P
90947-165520,P,Peyton,Peyton Battenfield,Battenfield,19,7,8100,CLE@BAL,CLE,BAL,IL,Shoulder,,,,P
90947-163700,P,Kyle,Kyle Bradish,Bradish,22.25,9,8000,CLE@BAL,BAL,CLE,,,,,,P
90947-13664,P,Patrick,Patrick Corbin,Corbin,23.09090909090909,11,7900,WSH@LAD,WSH,LAD,,,,Yes,,P
90947-119340,P,Tarik,Tarik Skubal,Skubal,30.857142857142858,21,7900,TEX@DET,DET,TEX,IL,Elbow,,,,P
90947-119426,P,Johan,Johan Oviedo,Oviedo,25.5,10,7900,PIT@SF,PIT,SF,,,,,,P
90947-163670,P,Cody,Cody Morris,Morris,18.375,8,7900,CLE@BAL,CLE,BAL,IL,Lat,,,,P
90947-102294,P,Grayson,Grayson Rodriguez,Rodriguez,20.5,10,7900,CLE@BAL,BAL,CLE,,,,,,P
90947-79168,P,Walker,Walker Buehler,Buehler,27.5,12,7800,WSH@LAD,LAD,WSH,IL,Elbow,,,,P
90947-163693,P,Adam,Adam Oller,Oller,4.222222222222222,9,7800,ATL@OAK,OAK,ATL,,,,,,P
90947-101838,P,JT,JT Brubaker,Brubaker,24.928571428571427,28,7700,PIT@SF,PIT,SF,IL,Elbow,,,,P
90947-165636,P,Hayden,Hayden Wesneski,Wesneski,20,9,7700,TB@CHC,CHC,TB,,,,,,P
90947-165642,P,Mason,Mason Miller,Miller,28.5,4,7700,ATL@OAK,OAK,ATL,IL,Elbow,,,,P
90947-135191,P,Josh,Josh Fleming,Fleming,13.545454545454545,12,7600,TB@CHC,TB,CHC,,,,,,P
90947-68483,P,Trevor,Trevor Williams,Williams,20.9,11,7600,WSH@LAD,WSH,LAD,,,,,,P
90947-52165,P,Sean,Sean Manaea,Manaea,15.818181818181818,12,7600,PIT@SF,SF,PIT,,,,,,P
90947-79133,P,Matt,Matt Manning,Manning,22,3,7500,TEX@DET,DET,TEX,IL,Foot,,,,P
90947-119391,P,Roansy,Roansy Contreras,Contreras,23.77777777777778,9,7500,PIT@SF,PIT,SF,,,,,,P
90947-82573,P,Alex,Alex Faedo,Faedo,28.75,4,7500,TEX@DET,DET,TEX,,,,,,P
90947-164511,P,Dylan,Dylan Dodd,Dodd,15.5,4,7500,ATL@OAK,ATL,OAK,,,,,,P
90947-135221,P,Cade,Cade Cavalli,Cavalli,10,1,7400,WSH@LAD,WSH,LAD,IL,Elbow,,,,P
90947-79228,P,Cal,Cal Quantrill,Quantrill,20.3,10,7400,CLE@BAL,CLE,BAL,,,,,,P
90947-80859,P,Paul,Paul Blackburn,Blackburn,24.09090909090909,22,7400,ATL@OAK,OAK,ATL,,,,,,P
90947-97300,P,John,John Means,Means,18,2,7300,CLE@BAL,BAL,CLE,IL,Elbow,,,,P
90947-135647,P,Ryan,Ryan Pepiot,Pepiot,23.88888888888889,9,7300,WSH@LAD,LAD,WSH,IL,Oblique,,,,P
90947-163685,P,JP,JP Sears,Sears,24.5,10,7200,ATL@OAK,OAK,ATL,,,,,,P
90947-102684,P,Jake,Jake Irvin,Irvin,18.8,5,7000,WSH@LAD,WSH,LAD,,,,,,P
90947-38246,P,Tyler,Tyler Anderson,Anderson,20.666666666666668,9,7000,LAA@CWS,LAA,CWS,,,,,,P
90947-17116,P,Jake,Jake Odorizzi,Odorizzi,21.130434782608695,23,7000,TEX@DET,TEX,DET,IL,Shoulder,,,,P
90947-52172,P,Noah,Noah Syndergaard,Syndergaard,16,10,7000,WSH@LAD,LAD,WSH,,,,Yes,,P
90947-102375,P,Luis,Luis Medina,Medina,21,4,7000,ATL@OAK,OAK,ATL,,,,,,P
90947-63136,P,Matthew,Matthew Boyd,Boyd,20.555555555555557,10,6900,TEX@DET,DET,TEX,,,,,,P
90947-82630,P,Shane,Shane Baz,Baz,23.333333333333332,6,6900,TB@CHC,TB,CHC,IL,Elbow,,,,P
90947-38028,P,Alex,Alex Wood,Wood,18.714285714285715,8,6800,PIT@SF,SF,PIT,,,,Yes,,P
90947-53398,P,Kyle,Kyle Hendricks,Hendricks,19,1,6800,TB@CHC,CHC,TB,,,,,,P
90947-79147,P,Jakob,Jakob Junis,Junis,11.642857142857142,15,6800,PIT@SF,SF,PIT,,,,,,P
90947-82539,P,Jalen,Jalen Beeks,Beeks,6.55,21,6800,TB@CHC,TB,CHC,,,,,,P
90947-10978,P,Stephen,Stephen Strasburg,Strasburg,8,1,6800,WSH@LAD,WSH,LAD,IL,Ribs,,,,P
90947-102287,P,Kyle,Kyle Muller,Muller,12,10,6700,ATL@OAK,OAK,ATL,,,,,,P
90947-102297,P,Keegan,Keegan Thompson,Thompson,6.714285714285714,15,6700,TB@CHC,CHC,TB,,,,,,P
90947-85269,P,Cole,Cole Irvin,Irvin,8.25,5,6600,CLE@BAL,BAL,CLE,,,,,,P
90947-16961,P,Jameson,Jameson Taillon,Taillon,13.25,9,6600,TB@CHC,CHC,TB,,,,,,P
90947-82840,P,Yonny,Yonny Chirinos,Chirinos,15,7,6600,TB@CHC,TB,CHC,,,,,,P
90947-70649,P,Adrian,Adrian Sampson,Sampson,22.666666666666668,21,6600,TB@CHC,CHC,TB,IL,Knee,,,,P
90947-104584,P,Zach,Zach Plesac,Plesac,12.4,5,6500,CLE@BAL,CLE,BAL,,,,,,P
90947-79155,P,Jaime,Jaime Barria,Barria,13.5,12,6500,LAA@CWS,LAA,CWS,,,,Yes,,P
90947-161167,P,Glenn,Glenn Otto,Otto,21.925925925925927,27,6500,TEX@DET,TEX,DET,IL,Lat,,,,P
90947-179725,P,Luis,Luis Ortiz,Ortiz,20,3,6500,PIT@SF,PIT,SF,,,,,,P
90947-175698,P,Hunter,Hunter Gaddis,Gaddis,16.166666666666668,6,6500,CLE@BAL,CLE,BAL,,,,,,P
90947-101819,P,Jose,Jose Suarez,Suarez,10.666666666666666,6,6400,LAA@CWS,LAA,CWS,IL,Shoulder,,,,P
90947-178415,P,Javier,Javier Assad,Assad,10.571428571428571,8,6300,TB@CHC,CHC,TB,,,,,,P
90947-79079,P,Joey,Joey Wentz,Wentz,12.8,11,6200,TEX@DET,DET,TEX,,,,,,P
90947-169636,P,Beau,Beau Brieske,Brieske,22.333333333333332,15,6200,TEX@DET,DET,TEX,IL,Elbow,,,,P
90947-163514,P,Adrian,Adrian Martinez,Martinez,7.818181818181818,11,6200,ATL@OAK,OAK,ATL,,,,,,P
90947-165634,P,Ken,Ken Waldichuk,Waldichuk,17.4,10,6200,ATL@OAK,OAK,ATL,,,,,,P
90947-68518,P,Spencer,Spencer Turnbull,Turnbull,13.714285714285714,8,6200,TEX@DET,DET,TEX,IL,Neck,,,,P
90947-185606,P,Gavin,Gavin Stone,Stone,1.5,2,6000,WSH@LAD,LAD,WSH,,,,,,P
90947-182597,P,Shintaro,Shintaro Fujinami,Fujinami,4.647058823529412,17,6000,ATL@OAK,OAK,ATL,,,,,,P
90947-177584,P,Xzavion,Xzavion Curry,Curry,10.181818181818182,11,6000,CLE@BAL,CLE,BAL,,,,,,P
90947-82631,P,Taylor,Taylor Hearn,Hearn,4.5,4,6000,TEX@DET,TEX,DET,,,,,,P
90947-68484,P,Chad,Chad Kuhl,Kuhl,10.25,9,6000,WSH@LAD,WSH,LAD,,,,,,P
90947-68490,P,Austin,Austin Voth,Voth,7.294117647058823,19,6000,CLE@BAL,BAL,CLE,,,,,,P
90947-102342,P,Michael,Michael Grove,Grove,11.25,4,6000,WSH@LAD,LAD,WSH,IL,Groin,,,,P
90947-79123,P,Tyler,Tyler Alexander,Alexander,5.8125,17,5900,TEX@DET,DET,TEX,,,,,,P
90947-79270,P,Cole,Cole Ragans,Ragans,7.583333333333333,12,5900,TEX@DET,TEX,DET,,,,,,P
90947-170174,P,Chase,Chase Silseth,Silseth,8.125,8,5800,LAA@CWS,LAA,CWS,,,,,,P
90947-53608,P,Jose,Jose Urena,Urena,4.4,5,5800,WSH@LAD,WSH,LAD,,,,,,P
90947-68536,P,James,James Kaprielian,Kaprielian,12.444444444444445,9,5800,ATL@OAK,OAK,ATL,,,,Yes,,P
90947-102440,P,Mike,Mike Baumann,Baumann,6.913043478260869,24,5700,CLE@BAL,BAL,CLE,,,,,,P
90947-102455,P,Cory,Cory Abbott,Abbott,7.5,2,5700,WSH@LAD,WSH,LAD,,,,,,P
90947-55374,P,Drew,Drew Rucinski,Rucinski,4.5,4,5700,ATL@OAK,OAK,ATL,IL,Illness,,,,P
90947-118180,P,Tucker,Tucker Davidson,Davidson,7.909090909090909,11,5700,LAA@CWS,LAA,CWS,,,,,,P
90947-38311,P,Ross,Ross Stripling,Stripling,10.777777777777779,10,5700,PIT@SF,SF,PIT,IL,Back,,,,P
90947-164530,P,Caleb,Caleb Kilian,Kilian,1,1,5700,TB@CHC,CHC,TB,,,,,,P
90947-155315,P,Spenser,Spenser Watkins,Watkins,17.545454545454547,23,5700,CLE@BAL,BAL,CLE,,,,,,P
90947-82546,P,Adbert,Adbert Alzolay,Alzolay,6.473684210526316,20,5600,TB@CHC,CHC,TB,,,,,,P
90947-163663,P,Calvin,Calvin Faucher,Faucher,5.454545454545454,12,5600,TB@CHC,TB,CHC,,,,,,P
90947-68528,P,Chase,Chase De Jong,De Jong,2,5,5600,PIT@SF,PIT,SF,,,,,,P
90947-102405,P,Sean,Sean Hjelle,Hjelle,4.9,10,5500,PIT@SF,SF,PIT,,,,,,P
90947-168965,P,Tanner,Tanner Banks,Banks,7.5,4,5500,LAA@CWS,CWS,LAA,,,,,,P
90947-81926,P,Andres,Andres Machado,Machado,3.75,12,5500,WSH@LAD,WSH,LAD,,,,,,P
90947-79882,P,Austin,Austin Pruitt,Pruitt,4.833333333333333,12,5500,ATL@OAK,OAK,ATL,,,,,,P
90947-135192,P,Ryan,Ryan Thompson,Thompson,2.8125,17,5500,TB@CHC,TB,CHC,,,,,,P
90947-82974,P,Tanner,Tanner Rainey,Rainey,5.896551724137931,29,5500,WSH@LAD,WSH,LAD,IL,Elbow,,,,P
90947-155687,P,Andrew,Andrew Wantz,Wantz,7.642857142857143,14,5500,LAA@CWS,LAA,CWS,,,,,,P
90947-102442,P,Freddy,Freddy Tarnok,Tarnok,5,1,5500,ATL@OAK,OAK,ATL,IL,Shoulder,,,,P
90947-102446,P,Tristan,Tristan Beck,Beck,11.5,10,5500,PIT@SF,SF,PIT,,,,,,P
90947-172092,P,Garrett,Garrett Hill,Hill,3.6,6,5500,TEX@DET,DET,TEX,,,,,,P
90947-79937,P,Cesar,Cesar Valdez,Valdez,0,1,5500,LAA@CWS,LAA,CWS,,,,,,P
90947-79936,P,Mark,Mark Leiter Jr.,Leiter Jr.,7.136363636363637,23,5500,TB@CHC,CHC,TB,,,,,,P
90947-58434,P,Kendall,Kendall Graveman,Graveman,5.0476190476190474,21,5500,LAA@CWS,CWS,LAA,,,,,,P
90947-169030,P,Zach,Zach Jackson,Jackson,6.315789473684211,19,5500,ATL@OAK,OAK,ATL,IL,Elbow,,,,P
90947-135236,P,Max,Max Kranick,Kranick,13.5,2,5500,PIT@SF,PIT,SF,IL,Elbow,,,,P
90947-102470,P,Rico,Rico Garcia,Garcia,-1,3,5500,ATL@OAK,OAK,ATL,,,,,,P
90947-102474,P,Eli,Eli Morgan,Morgan,7.764705882352941,17,5500,CLE@BAL,CLE,BAL,,,,,,P
90947-135253,P,Alex,Alex Vesia,Vesia,3.769230769230769,13,5500,WSH@LAD,LAD,WSH,,,,,,P
90947-82018,P,Victor,Victor Arano,Arano,4.674418604651163,43,5500,WSH@LAD,WSH,LAD,IL,Shoulder,,,,P
90947-116839,P,David,David Bednar,Bednar,7.142857142857143,21,5500,PIT@SF,PIT,SF,,,,,,P
90947-135273,P,Andre,Andre Jackson,Jackson,7.333333333333333,6,5500,WSH@LAD,LAD,WSH,,,,,,P
90947-135279,P,Codi,Codi Heuer,Heuer,,,5500,TB@CHC,CHC,TB,IL,Elbow,,,,P
90947-161906,P,Dauri,Dauri Moreta,Moreta,8.136363636363637,22,5500,PIT@SF,PIT,SF,,,,,,P
90947-161907,P,Dylan,Dylan Lee,Lee,5.75,20,5500,ATL@OAK,ATL,OAK,IL,Shoulder,,,,P
90947-159857,P,Jose,Jose Marte,Marte,4.636363636363637,11,5500,LAA@CWS,LAA,CWS,IL,Elbow,,,,P
90947-135281,P,Bryan,Bryan Baker,Baker,5.615384615384615,26,5500,CLE@BAL,BAL,CLE,,,,,,P
90947-85108,P,Enyel,Enyel De Los Santos,De Los Santos,5.428571428571429,21,5500,CLE@BAL,CLE,BAL,,,,,,P
90947-102530,P,Spencer,Spencer Howard,Howard,12.8,10,5500,TEX@DET,TEX,DET,IL,Lat,,,,P
90947-135303,P,Jordan,Jordan Weems,Weems,8,2,5500,WSH@LAD,WSH,LAD,,,,,,P
90947-158858,P,Justin,Justin Bruihl,Bruihl,5.153846153846154,13,5500,WSH@LAD,LAD,WSH,,,,,,P
90947-135309,P,Tyler,Tyler Cyr,Cyr,5.5,2,5500,WSH@LAD,LAD,WSH,IL,Shoulder,,,,P
90947-135313,P,Nick,Nick Sandlin,Sandlin,5.421052631578948,19,5500,CLE@BAL,CLE,BAL,,,,,,P
90947-170135,P,Yennier,Yennier Cano,Cano,7.7272727272727275,22,5500,CLE@BAL,BAL,CLE,,,,,,P
90947-6295,P,Daniel,Daniel Hudson,Hudson,6.28,25,5500,WSH@LAD,LAD,WSH,IL,Knee,,,,P
90947-81052,P,Andrew,Andrew Kittredge,Kittredge,5.823529411764706,17,5500,TB@CHC,TB,CHC,IL,Elbow,,,,P
90947-102558,P,Gregory,Gregory Santos,Santos,5.96,25,5500,LAA@CWS,CWS,LAA,,,,,,P
90947-184482,P,Hobie,Hobie Harris,Harris,3.2666666666666666,16,5500,WSH@LAD,WSH,LAD,,,,,,P
90947-102560,P,Camilo,Camilo Doval,Doval,6.958333333333333,25,5500,PIT@SF,SF,PIT,,,,,,P
90947-102565,P,Mason,Mason Englert,Englert,6.444444444444445,18,5500,TEX@DET,DET,TEX,,,,,,P
90947-13479,P,Joe,Joe Kelly,Kelly,5.75,16,5500,LAA@CWS,CWS,LAA,,,,,,P
90947-154794,P,Joe,Joe Barlow,Barlow,2,4,5500,TEX@DET,TEX,DET,IL,Illness,,,,P
90947-140459,P,John,John King,King,3.4,5,5500,TEX@DET,TEX,DET,,,,,,P
90947-102568,P,Colin,Colin Poche,Poche,4.523809523809524,22,5500,TB@CHC,TB,CHC,,,,,,P
90947-39081,P,Chasen,Chasen Shreve,Shreve,4.55,20,5500,TEX@DET,DET,TEX,,,,,,P
90947-83116,P,Wander,Wander Suero,Suero,5.75,4,5500,WSH@LAD,LAD,WSH,,,,,,P
90947-21682,P,Aaron,Aaron Loup,Loup,2.1538461538461537,13,5500,LAA@CWS,LAA,CWS,,,,,,P
90947-38106,P,Kirby,Kirby Yates,Yates,5.9,21,5500,ATL@OAK,ATL,OAK,,,,,,P
90947-79066,P,Anthony,Anthony Banda,Banda,3,11,5500,WSH@LAD,WSH,LAD,,,,,,P
90947-145629,P,Mason,Mason Thompson,Thompson,6.476190476190476,21,5500,WSH@LAD,WSH,LAD,,,,,,P
90947-83166,P,Zack,Zack Littell,Littell,3.1666666666666665,6,5500,TB@CHC,TB,CHC,IL,Shoulder,,,,P
90947-60640,P,Nick,Nick Burdi,Burdi,4,3,5500,TB@CHC,CHC,TB,IL,Abdomen,,,,P
90947-152806,P,Jason,Jason Foley,Foley,5.2727272727272725,23,5500,TEX@DET,DET,TEX,,,,,,P
90947-83172,P,Jonathan,Jonathan Hernandez,Hernandez,4.6,23,5500,TEX@DET,TEX,DET,,,,,,P
90947-79076,P,Kolby,Kolby Allard,Allard,7.5,10,5500,ATL@OAK,ATL,OAK,IL,Oblique,,,,P
90947-110824,P,Trevor,Trevor Kelley,Kelley,4.125,8,5500,TB@CHC,TB,CHC,,,,,,P
90947-79085,P,Keegan,Keegan Akin,Akin,4.071428571428571,15,5500,CLE@BAL,BAL,CLE,,,,,,P
90947-83184,P,Julian,Julian Merryweather,Merryweather,5.666666666666667,22,5500,TB@CHC,CHC,TB,,,,,,P
90947-79101,P,Zack,Zack Burdi,Burdi,4,3,5500,WSH@LAD,LAD,WSH,,,,,,P
90947-85253,P,Casey,Casey Mize,Mize,12,2,5500,TEX@DET,DET,TEX,IL,Elbow,,,,P
90947-72971,P,Ben,Ben Heller,Heller,,,5500,TB@CHC,TB,CHC,,,,,,P
90947-170254,P,Colin,Colin Holderman,Holderman,5.7368421052631575,19,5500,PIT@SF,PIT,SF,,,,,,P
90947-38164,P,Jimmy,Jimmy Nelson,Nelson,,,5500,WSH@LAD,LAD,WSH,IL,Elbow,,,,P
90947-79124,P,Joe,Joe Jimenez,Jimenez,5,21,5500,ATL@OAK,ATL,OAK,,,,,,P
90947-23834,P,Collin,Collin McHugh,McHugh,5.466666666666667,15,5500,ATL@OAK,ATL,OAK,,,,,,P
90947-179490,P,Cole,Cole Waites,Waites,0.3333333333333333,3,5500,PIT@SF,SF,PIT,,,,,,P
90947-83232,P,Jason,Jason Adam,Adam,5.791666666666667,24,5500,TB@CHC,TB,CHC,,,,,,P
90947-85289,P,Nick,Nick Anderson,Anderson,6.619047619047619,22,5500,ATL@OAK,ATL,OAK,,,,,,P
90947-85288,P,Brusdar,Brusdar Graterol,Graterol,4.958333333333333,24,5500,WSH@LAD,LAD,WSH,,,,,,P
90947-38189,P,Michael,Michael Tonkin,Tonkin,9.538461538461538,14,5500,ATL@OAK,ATL,OAK,IL,Neck,,,,P
90947-53550,P,Alex,Alex Reyes,Reyes,,,5500,WSH@LAD,LAD,WSH,IL,Shoulder,,,,P
90947-152888,P,Sam,Sam Long,Long,5.545454545454546,11,5500,ATL@OAK,OAK,ATL,,,,,,P
90947-185662,P,Sammy,Sammy Peralta,Peralta,2,1,5500,LAA@CWS,CWS,LAA,,,,,,P
90947-79171,P,Phil,Phil Bickford,Bickford,5.85,20,5500,WSH@LAD,LAD,WSH,,,,,,P
90947-113986,P,Emmanuel,Emmanuel Clase,Clase,4.038461538461538,26,5500,CLE@BAL,CLE,BAL,,,,,,P
90947-117065,P,James,James Karinchak,Karinchak,5.48,26,5500,CLE@BAL,CLE,BAL,,,,,,P
90947-38216,P,Jose,Jose Cisnero,Cisnero,5.55,22,5500,TEX@DET,DET,TEX,,,,,,P
90947-170323,P,Nick,Nick Vespi,Vespi,6.28,25,5500,CLE@BAL,BAL,CLE,,,,,,P
90947-79184,P,Thomas,Thomas Szapucki,Szapucki,5.7272727272727275,11,5500,PIT@SF,SF,PIT,IL,Side,,,,P
90947-38228,P,Trevor,Trevor May,May,3.8181818181818183,12,5500,ATL@OAK,OAK,ATL,,,,,,P
90947-170324,P,Brandon,Brandon Hughes,Hughes,4.6923076923076925,13,5500,TB@CHC,CHC,TB,,,,,,P
90947-21846,P,Chris,Chris Devenski,Devenski,7.3076923076923075,13,5500,LAA@CWS,LAA,CWS,,,,,,P
90947-118106,P,Victor,Victor Gonzalez,Gonzalez,6.153846153846154,13,5500,WSH@LAD,LAD,WSH,,,,,,P
90947-79194,P,Domingo,Domingo Acevedo,Acevedo,1.7777777777777777,9,5500,ATL@OAK,OAK,ATL,,,,,,P
90947-61858,P,Raisel,Raisel Iglesias,Iglesias,5.444444444444445,9,5500,ATL@OAK,ATL,OAK,,,,,,P
90947-79266,P,Brett,Brett Martin,Martin,3.7636363636363637,55,5500,TEX@DET,TEX,DET,IL,Shoulder,,,,P
90947-118185,P,Matt,Matt Foster,Foster,4.448979591836735,50,5500,LAA@CWS,CWS,LAA,IL,Elbow,,,,P
90947-101803,P,Jacob,Jacob Webb,Webb,12,3,5500,LAA@CWS,LAA,CWS,,,,,,P
90947-118186,P,Jimmy,Jimmy Lambert,Lambert,4.608695652173913,23,5500,LAA@CWS,CWS,LAA,IL,Ankle,,,,P
90947-101804,P,Huascar,Huascar Ynoa,Ynoa,7,2,5500,ATL@OAK,ATL,OAK,IL,Elbow,,,,P
90947-101815,P,Jimmy,Jimmy Herget,Herget,3.8333333333333335,12,5500,LAA@CWS,LAA,CWS,,,,,,P
90947-101814,P,Sam,Sam Hentges,Hentges,4.5,8,5500,CLE@BAL,CLE,BAL,,,,,,P
90947-80313,P,Keynan,Keynan Middleton,Middleton,6.4,20,5500,LAA@CWS,CWS,LAA,,,,,,P
90947-101822,P,Josh,Josh Sborz,Sborz,7.5,13,5500,TEX@DET,TEX,DET,,,,,,P
90947-101825,P,Jose,Jose Quijada,Quijada,3.3,10,5500,LAA@CWS,LAA,CWS,IL,Elbow,,,,P
90947-118221,P,J.P.,J.P. Feyereisen,Feyereisen,7.818181818181818,22,5500,WSH@LAD,LAD,WSH,IL,Shoulder,,,,P
90947-84431,P,Dereck,Dereck Rodriguez,Rodriguez,-1,1,5500,ATL@OAK,ATL,OAK,,,,,,P
90947-118224,P,Garrett,Garrett Cleavinger,Cleavinger,5.142857142857143,16,5500,TB@CHC,TB,CHC,IL,Knee,,,,P
90947-80345,P,Reyes,Reyes Moronta,Moronta,3.5,2,5500,LAA@CWS,LAA,CWS,,,,,,P
90947-101851,P,Brock,Brock Burke,Burke,5.388888888888889,18,5500,TEX@DET,TEX,DET,,,,,,P
